application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,credit_score,existing_debt,assets_owned,DTI,LTV,CWI,currency_code,session_user_name,session_user_email,session_flagged,created_at
APP_0017,63,56224.0,1,41472.0,48,129902.0,deposit,428,20696.0,140674.0,0.36809903244165537,0.31925605456420747,0.4301627577803623,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0018,26,58307.0,3,51943.0,60,92170.0,land,438,36309.0,299596.0,0.6227211141029273,0.5635564717370015,0.16466092810005162,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0019,34,32641.0,19,8958.0,60,173305.0,real_estate,374,35978.0,93077.0,1.1022333874574584,0.05168921842993537,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0020,43,42471.0,29,16006.0,36,99441.0,deposit,462,23054.0,65851.0,0.5428174519083483,0.1609597650868338,0.38359455254901936,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0021,61,79202.0,0,10314.0,48,190387.0,car,471,15145.0,284311.0,0.19121991868891958,0.054173866913181816,0.7649653368241015,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0022,51,84734.0,19,11845.0,48,198982.0,real_estate,720,32997.0,54649.0,0.38941865130879705,0.05952799750731192,0.5742346636883019,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0023,54,45640.0,4,87509.0,72,121092.0,deposit,465,32911.0,17656.0,0.7210999123575653,0.7226654114227139,0.07734864106048366,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0024,46,77111.0,19,84989.0,48,137522.0,real_estate,782,29984.0,132612.0,0.3888420588502238,0.6180029377117798,0.23346053811333145,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0025,39,100522.0,18,83079.0,36,57087.0,land,724,3642.0,126313.0,0.036230874833369446,1.4553050606968057,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0026,29,54071.0,2,10278.0,72,164410.0,deposit,795,23639.0,189703.0,0.4371844426772126,0.06251444559333336,0.5276314547854504,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0027,59,67279.0,20,12376.0,12,136945.0,land,357,30695.0,264543.0,0.45623448624384344,0.09037204717222178,0.49462431109635774,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0028,56,70938.0,26,31658.0,72,181290.0,land,841,47503.0,280541.0,0.6696410950407303,0.1746262893706207,0.27266955522569086,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0029,22,88131.0,25,58703.0,12,59265.0,car,637,26278.0,93995.0,0.29816977000147166,0.9905171686492704,0.006655337707919798,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0030,52,70799.0,0,36742.0,24,159217.0,real_estate,840,17135.0,294438.0,0.24202319241796857,0.23076681510140104,0.5830609137755985,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0031,24,117118.0,7,51318.0,60,98292.0,land,495,27789.0,193471.0,0.23727351901500845,0.522097424001948,0.36450895004465667,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0032,53,65936.0,7,21434.0,60,43554.0,deposit,824,8861.0,30195.0,0.13438789128852016,0.49212471873994373,0.4396229931739532,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0033,57,79237.0,13,74423.0,72,40869.0,real_estate,623,4534.0,282149.0,0.05722074283478605,1.8210134821013038,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0034,26,72433.0,4,34819.0,60,115936.0,deposit,339,33904.0,50019.0,0.46807394419669945,0.30032949213358834,0.3721729736112725,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0035,40,47864.0,25,11321.0,48,69334.0,car,525,49309.0,180692.0,1.0301897041617702,0.1632820838261147,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0036,26,110717.0,23,75555.0,36,27563.0,land,375,42300.0,239314.0,0.3820551496156834,2.741174763269501,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0037,45,54430.0,24,90764.0,12,90012.0,real_estate,817,29183.0,82337.0,0.5361565313246274,1.0083544416299937,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0038,61,62109.0,5,6394.0,12,133361.0,land,467,2012.0,88483.0,0.032394660999210546,0.04794505140183376,0.9212134512857079,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0039,24,124093.0,0,46483.0,24,69238.0,real_estate,422,49398.0,148091.0,0.39807241343185834,0.6713509922296907,0.1978229040751967,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0040,38,143607.0,27,83581.0,12,191427.0,car,604,22481.0,266606.0,0.15654529375308895,0.4366207483792755,0.4751848811813628,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0041,63,108855.0,8,72085.0,48,157673.0,land,533,14483.0,74844.0,0.13304855082449007,0.45718036696200076,0.470598267503212,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0042,34,139543.0,19,86372.0,60,106444.0,real_estate,353,44624.0,202401.0,0.31978673240506283,0.8114313629701927,0.1282668887599689,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0043,26,131773.0,27,44444.0,72,187453.0,car,749,37320.0,141251.0,0.28321431552745796,0.23709409825396108,0.5468400289711763,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0044,42,85113.0,1,40364.0,36,91130.0,land,765,37480.0,42434.0,0.44035576233947293,0.44292768572368657,0.31176231064495297,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0045,43,121286.0,0,72371.0,72,34816.0,real_estate,708,13887.0,216154.0,0.11449796349125113,2.0786707261028816,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0046,50,66045.0,0,19593.0,72,14881.0,car,639,49590.0,251433.0,0.7508516920281512,1.316645386734674,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0047,34,82562.0,4,27745.0,72,188100.0,car,521,22643.0,176933.0,0.2742544996487455,0.14750132908027566,0.6186970744754148,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0048,63,91929.0,1,62079.0,36,192276.0,land,598,26570.0,61143.0,0.28902740158165224,0.32286400798851483,0.48142513572299117,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0049,43,145061.0,24,68503.0,24,149936.0,deposit,586,37547.0,55160.0,0.2588359379847081,0.456881602817199,0.40253983741123955,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0050,33,131070.0,18,16368.0,72,27776.0,deposit,390,32999.0,132813.0,0.25176623178454066,0.5892857142856931,0.30731029765993667,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0051,63,86156.0,29,53289.0,24,64380.0,real_estate,344,8614.0,156861.0,0.09998142903570151,0.8277260018639201,0.15504979761674087,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0052,61,106573.0,24,39667.0,36,15887.0,real_estate,439,15124.0,170133.0,0.14191211657736816,2.49682130043416,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0053,42,50294.0,28,52665.0,12,17839.0,real_estate,549,18059.0,80660.0,0.35906867618403077,2.9522394753067465,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0054,22,125548.0,7,96050.0,60,55244.0,land,388,47376.0,155222.0,0.37735368146047427,1.7386503511693263,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0055,47,94129.0,8,12277.0,48,117851.0,real_estate,358,35725.0,95572.0,0.3795323439110117,0.10417391451918011,0.555831111521658,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0056,45,91590.0,25,99569.0,12,20581.0,real_estate,768,18316.0,208987.0,0.19997816355497106,4.837908750789328,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0057,27,120785.0,7,47709.0,24,197043.0,deposit,506,36736.0,240977.0,0.30414372645609716,0.24212481539562308,0.5273722017701993,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0058,48,104114.0,1,78349.0,48,95382.0,deposit,621,36925.0,199279.0,0.3546593157500398,0.8214233293493445,0.11524279082877384,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0059,57,34058.0,20,45324.0,48,58658.0,deposit,588,19711.0,10361.0,0.5787480180867762,0.7726823280711792,0.09575801982391575,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0060,25,61019.0,24,34541.0,60,107088.0,car,704,20157.0,297692.0,0.33033973024795016,0.32254781114597036,0.45366281553210613,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0061,52,47089.0,29,78206.0,24,159709.0,land,706,44714.0,16892.0,0.9495635923463878,0.489678102048097,0.025738803279667287,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0062,27,116861.0,27,70328.0,72,68013.0,land,462,28090.0,299832.0,0.24037103909772942,1.0340376104568092,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0063,53,29393.0,3,18685.0,36,17122.0,real_estate,766,7475.0,19214.0,0.2543122512162673,1.0912860647120026,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0064,39,50300.0,23,72013.0,60,17784.0,land,504,35989.0,159773.0,0.715487077534777,4.049313990103236,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0065,21,99680.0,25,76542.0,24,171581.0,land,759,29478.0,40731.0,0.29572632423755724,0.4460983442222598,0.3900983551254924,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0066,63,111849.0,20,41844.0,12,29427.0,car,522,25446.0,37607.0,0.22750315157041878,1.4219594250177925,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0067,28,87913.0,24,92936.0,12,130028.0,deposit,361,36255.0,208184.0,0.4123963463879015,0.7147383640446617,0.16762077952272114,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0068,47,132589.0,25,65884.0,36,81824.0,land,718,45354.0,221074.0,0.3420645754926854,0.8051916308173542,0.1281713270757617,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0069,28,139867.0,13,36694.0,72,157283.0,land,316,16521.0,44288.0,0.11811935624557532,0.23329921224798464,0.6761385842697718,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0070,62,41512.0,1,6019.0,12,19621.0,land,724,20965.0,293232.0,0.5050346887646824,0.30676316191833713,0.3431281873208778,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0071,53,144063.0,13,69121.0,36,180376.0,deposit,323,9474.0,102933.0,0.06576289539992874,0.38320508271610204,0.5762326976553493,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0072,56,101797.0,6,24860.0,12,142052.0,land,413,32353.0,102314.0,0.31781879623171294,0.17500633570804935,0.562795171007893,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0073,40,104527.0,3,76870.0,72,94261.0,car,631,20135.0,96123.0,0.1926296554957074,0.8155016390659889,0.14895850522776982,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0074,41,36886.0,3,54883.0,60,47747.0,deposit,817,17118.0,143750.0,0.46407851217262747,1.1494544159842264,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0075,48,102733.0,20,49339.0,60,195611.0,land,524,34826.0,61571.0,0.3389952595563223,0.25223019155364346,0.4942793881437024,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0076,55,115714.0,15,20556.0,60,65997.0,deposit,366,20407.0,133185.0,0.17635722557339495,0.3114687031228645,0.5671038276394323,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0077,58,97598.0,16,72593.0,48,102178.0,real_estate,428,23218.0,70894.0,0.23789421914383246,0.7104562626005528,0.2206629560828188,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0078,21,35561.0,22,20761.0,60,83672.0,car,792,22002.0,24911.0,0.6187115098000445,0.24812362558561707,0.2866818076174765,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0079,50,90403.0,16,44686.0,12,52265.0,deposit,699,12926.0,116933.0,0.14298198068648005,0.8549889983736563,0.12427704139247872,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0080,25,141992.0,18,84448.0,72,87989.0,land,355,6290.0,204956.0,0.04429827032508843,0.9597563331779999,0.038460941990246335,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0081,33,115427.0,2,92434.0,60,37085.0,deposit,511,41361.0,231296.0,0.3583303733095345,2.492490225158353,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0082,57,42175.0,25,98967.0,60,8318.0,real_estate,445,4586.0,112467.0,0.10873740367516044,11.897932195237809,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0083,32,144992.0,13,96011.0,36,63678.0,real_estate,397,16243.0,103886.0,0.11202687044802395,1.50775778133733,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0084,56,144860.0,4,57817.0,60,29517.0,deposit,765,33374.0,238364.0,0.23038796078972643,1.9587695226478992,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0085,41,46174.0,24,24045.0,36,87637.0,car,639,6564.0,207544.0,0.14215792437302072,0.2743704143227144,0.6224755899137477,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0086,31,125110.0,22,84711.0,12,173650.0,land,398,32775.0,251314.0,0.26196946686915307,0.48782608695651897,0.3779999860991924,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0087,35,75839.0,1,81154.0,72,39213.0,car,657,36653.0,272769.0,0.4833001489998486,2.0695687654603816,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0088,44,99210.0,5,99080.0,24,8236.0,car,527,33145.0,248156.0,0.3340893055135537,12.030111704709563,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0089,54,80648.0,0,66840.0,12,29330.0,deposit,333,15251.0,281580.0,0.18910574347782722,2.278895329014583,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0090,47,122828.0,8,18451.0,48,105568.0,real_estate,547,988.0,130833.0,0.008043768521835346,0.1747783419217928,0.818583766081421,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0091,62,149582.0,2,52775.0,24,60768.0,deposit,401,44367.0,124454.0,0.2966065435680744,0.8684669562927715,0.092519482248239,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0092,59,124389.0,21,47583.0,72,101984.0,deposit,434,16327.0,103248.0,0.13125758708567373,0.4665731879510466,0.4634104958126046,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0093,54,141421.0,15,85079.0,36,13615.0,land,783,40250.0,78214.0,0.2846111963569747,6.248916636062707,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0094,47,143253.0,29,42294.0,12,71954.0,car,690,9890.0,227158.0,0.06903869377953642,0.5877922005725799,0.3837495113892139,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0095,33,36263.0,22,36216.0,72,86745.0,real_estate,373,8120.0,217190.0,0.2239196977635545,0.4174995676984216,0.45206711155346907,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0096,39,56672.0,18,12604.0,48,90814.0,land,768,38907.0,242402.0,0.686529503105578,0.1387891734754538,0.2699641857215053,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0097,26,115232.0,15,84368.0,24,113822.0,car,615,46986.0,58543.0,0.4077513190780303,0.7412275307058324,0.1532576535983917,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0098,37,98759.0,1,76756.0,60,157871.0,real_estate,781,43031.0,152464.0,0.43571725108597253,0.48619442456182277,0.2899316225156083,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0099,61,31268.0,2,8916.0,48,97708.0,car,710,37562.0,74368.0,1.2012920557758346,0.09125148401359058,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0100,39,36881.0,18,46209.0,12,169511.0,deposit,486,12334.0,268978.0,0.334426940701165,0.2726017780556998,0.48413665990800087,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0101,26,90068.0,0,50573.0,60,109709.0,car,594,45660.0,87549.0,0.5069503042145878,0.4609740313009829,0.2657665898874875,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0102,49,102020.0,1,49586.0,36,57986.0,real_estate,591,33392.0,51733.0,0.32730837090766196,0.8551374469699435,0.0974478267922639,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0103,63,45964.0,6,92298.0,60,51971.0,land,695,8608.0,175260.0,0.18727699939082354,1.7759519732157978,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0104,59,46411.0,26,19313.0,72,69918.0,real_estate,436,6468.0,264929.0,0.1393635129602866,0.2762235761892463,0.6229083987906538,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0105,33,41167.0,13,34102.0,48,122713.0,deposit,483,43558.0,275562.0,1.0580805013724328,0.27790046694319037,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0106,40,95618.0,21,22188.0,60,54556.0,deposit,434,13757.0,37867.0,0.14387458428329242,0.4067013710682527,0.5079380353383447,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0107,44,25981.0,12,28188.0,24,183521.0,deposit,462,38294.0,104509.0,1.4739232516068868,0.15359550133227176,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0108,31,96553.0,5,91174.0,24,100133.0,deposit,388,6932.0,54522.0,0.07179476556916851,0.9105289964347326,0.08304745383906077,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0109,32,84491.0,11,94368.0,36,173748.0,real_estate,320,14026.0,99281.0,0.1660058467765778,0.5431314317287075,0.38102571472981384,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0110,31,83248.0,2,9241.0,72,139185.0,real_estate,817,14176.0,164813.0,0.17028637324620205,0.06639364874088396,0.7746259116635813,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0111,64,109909.0,23,65048.0,48,72003.0,car,340,14055.0,91365.0,0.12787851768280917,0.9034068024943279,0.0842410025904039,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0112,53,90328.0,5,27120.0,36,51824.0,car,788,33736.0,29580.0,0.3734833052873929,0.5233096634763715,0.29865445404022406,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0113,57,115968.0,11,23293.0,60,150837.0,deposit,301,45719.0,157908.0,0.3942380656732858,0.15442497530446672,0.5122171625779254,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0114,56,120490.0,29,32745.0,72,71501.0,land,727,45516.0,25314.0,0.37775749024815025,0.45796562285841513,0.33727683120436047,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0115,63,140014.0,17,23466.0,72,55398.0,land,480,37077.0,75741.0,0.26480923336237616,0.42358929925267297,0.4237718249805573,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0116,25,124905.0,13,51568.0,24,186633.0,deposit,584,10126.0,10150.0,0.08106961290580776,0.27630697679402744,0.6650235099520307,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0117,59,89713.0,16,99583.0,60,100664.0,land,455,48029.0,35178.0,0.5353627679377511,0.9892613049352202,0.0049895975508598,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0118,23,86519.0,23,60712.0,48,17325.0,car,569,27103.0,136531.0,0.3132606710664673,3.504300144299942,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0119,41,54463.0,7,73708.0,36,102995.0,car,548,27298.0,256706.0,0.5012210124304483,0.7156463906014785,0.14182960540754233,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0120,47,99949.0,19,51862.0,36,96467.0,land,591,35069.0,234640.0,0.3508689431610086,0.5376138990535567,0.3001491783750253,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0121,36,42391.0,26,6321.0,12,173881.0,real_estate,516,38454.0,38660.0,0.9071265127031468,0.03635244793853247,0.08949730868502438,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0122,27,141404.0,17,12990.0,24,144619.0,land,595,47646.0,20103.0,0.3369494498033978,0.08982222252954253,0.6034938761285074,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0123,29,130630.0,13,30542.0,48,44740.0,land,754,29118.0,108045.0,0.2229043864349673,0.6826553419758453,0.24660714173886594,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0124,57,39966.0,4,28148.0,72,36887.0,land,539,30503.0,199154.0,0.7632237401791332,0.7630872665166384,0.0560953109381282,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0125,35,123244.0,7,84855.0,72,123890.0,land,498,37276.0,226552.0,0.3024569147382404,0.6849221083218929,0.21978040465891732,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0126,34,39637.0,28,85140.0,24,17095.0,deposit,372,12755.0,248706.0,0.3217952922774095,4.980403626791168,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0127,61,115153.0,16,86141.0,60,69251.0,deposit,497,15385.0,109239.0,0.1336048561479064,1.2438953950123284,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0128,27,35963.0,9,65570.0,12,34535.0,land,369,31273.0,58720.0,0.8695881878597206,1.8986535398870164,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0129,61,86024.0,12,57836.0,60,11947.0,car,400,3206.0,17640.0,0.037268669208592516,4.841047961831017,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0130,61,107232.0,17,66669.0,36,184414.0,real_estate,823,16024.0,52590.0,0.1494330050731111,0.36151810600062706,0.543071625894275,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0131,47,116101.0,16,43646.0,36,25245.0,deposit,349,35899.0,28896.0,0.30920491640898606,1.7288968112496839,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0132,28,77326.0,20,68669.0,60,9777.0,deposit,565,48806.0,259632.0,0.6311719214753041,7.023524598546893,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0133,27,140202.0,7,80472.0,36,187115.0,land,758,25974.0,87839.0,0.18526126588778916,0.430067071052559,0.46434643305950274,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0134,33,121790.0,19,77475.0,60,44157.0,deposit,824,19983.0,248706.0,0.16407751046883845,1.7545349548202607,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0135,46,51033.0,13,63313.0,48,164779.0,deposit,380,22018.0,170416.0,0.43144631904845043,0.3842297865626058,0.35009842147015174,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0136,27,108903.0,28,10520.0,72,14006.0,deposit,389,34271.0,166293.0,0.31469289183952404,0.751106668570559,0.17056836920233714,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0137,41,116316.0,4,73870.0,48,37482.0,land,504,27223.0,141890.0,0.2340434677946264,1.9708126567418505,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0138,26,66704.0,4,39827.0,24,29240.0,real_estate,604,1161.0,247567.0,0.017405253058287096,1.3620725034199261,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0139,44,117278.0,13,75648.0,60,143602.0,real_estate,827,26961.0,22600.0,0.22988966387557572,0.526789320482998,0.3644244354605056,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0140,21,137295.0,15,56255.0,36,127068.0,real_estate,414,20003.0,36899.0,0.14569357951855388,0.4427157112727009,0.4760915458931676,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0141,52,127139.0,20,88712.0,48,99296.0,car,390,35040.0,132782.0,0.27560386663415415,0.8934096036094012,0.07721367099928254,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0142,23,120316.0,12,37153.0,12,54394.0,land,439,43755.0,124399.0,0.3636673426643143,0.6830348935544236,0.20169524846720213,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0143,29,104312.0,27,93482.0,12,25061.0,car,780,48122.0,168223.0,0.4613275557941516,3.7301783647897637,0.0,USD,zcccc,zczcc,False,2025-10-24 17:16:40
APP_0144,28,58816.0,14,85225.0,48,117288.0,real_estate,316,30511.0,223961.0,0.5187534004352469,0.7266301752949941,0.13155829856289675,USD,zcccc,zczcc,False,2025-10-24 17:16:40
