application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,monthly_income,monthly_bills,DTI,LTV,CCR,ITI,CWI,monthly_ndi,ndi_ratio,created_at,session_user_email
APP_0022,45,70799,17,32381,72,196614,car,1,792,45869,250627,9267,479,0.647876382434771,0.1646932568382711,6.071894011920383,0.0063522946807844,0.8823936965362128,8788,0.9483112118268104,2025-10-22 14:48:34,dzoan nguyen
APP_0023,45,117118,16,83039,12,76129,land,0,702,30711,144519,8942,811,0.2622227155518343,1.090766987613116,0.9167860884644454,0.0590849968927914,0.0,8131,0.909304406173014,2025-10-22 14:48:34,dzoan nguyen
APP_0024,37,65936,20,74706,12,190975,deposit,0,449,42549,168281,2287,5594,0.6453075709779081,0.3911820918968431,2.556354241961789,0.0944173137509268,0.5520270665002701,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0025,34,79237,7,97183,72,121012,land,1,609,12408,20770,8880,3788,0.1565935106074162,0.803085644398896,1.2451972052725142,0.0170345153005556,0.2068009141077796,5092,0.5734234234233588,2025-10-22 14:48:34,dzoan nguyen
APP_0026,57,72433,19,76248,24,21789,car,0,360,42419,230522,9162,1881,0.585630858862665,3.499380421313346,0.2857648725212427,0.0438612234736595,0.0,7281,0.7946954813358661,2025-10-22 14:48:34,dzoan nguyen
APP_0027,41,47864,13,65515,60,86743,car,0,354,3623,288667,3425,1849,0.0756936319572105,0.7552770828769957,1.3240174005952634,0.0228129004397552,0.2994913467268983,1576,0.4601459854013255,2025-10-22 14:48:34,dzoan nguyen
APP_0028,56,110717,28,37916,12,34456,land,0,825,11383,147041,10414,621,0.1028116730041447,1.1004179243092322,0.9087456482751106,0.0285382250819958,0.0,9793,0.9403687343959152,2025-10-22 14:48:34,dzoan nguyen
APP_0029,63,54430,4,5447,12,188725,land,0,741,26151,166745,7000,5690,0.4804519566415491,0.0288621009405217,34.6475123921361,0.008339457406372,1.513658385862766,1310,0.1871428571428304,2025-10-22 14:48:34,dzoan nguyen
APP_0030,34,62109,4,16767,12,66457,house,0,384,2526,154766,6460,1006,0.0406704342365834,0.2522984787155566,3.9635593725768494,0.022496739601081,2.151876527203353,5454,0.8442724458203027,2025-10-22 14:48:34,dzoan nguyen
APP_0031,29,124093,13,33288,60,50693,land,0,455,42913,33967,9088,4652,0.3458132207296113,0.6566587102755675,1.5228610910838285,0.0044708404179989,0.3420488131819635,4436,0.4881161971830448,2025-10-22 14:48:34,dzoan nguyen
APP_0032,62,143607,15,8889,48,114156,car,0,408,43371,189718,6853,1745,0.3020117403747707,0.0778671291916318,12.842389470130176,0.0012895436851695,1.930913752916248,5108,0.745366992557895,2025-10-22 14:48:34,dzoan nguyen
APP_0033,48,108855,20,53277,36,89631,land,0,517,27073,219219,7219,2279,0.2487069955445294,0.5944037219265589,1.6823582408919109,0.013595302619315,0.5126509729146558,4940,0.6843053054438725,2025-10-22 14:48:34,dzoan nguyen
APP_0034,33,139543,12,78847,24,26619,deposit,0,460,15290,279111,4778,1933,0.1095719598976651,2.9620571772041413,0.33760320620949,0.0235432208461173,0.0,2845,0.5954374215151537,2025-10-22 14:48:34,dzoan nguyen
APP_0035,48,131773,27,96509,12,164766,deposit,0,480,4948,279637,11242,5017,0.0375494221122685,0.5857337071968696,1.7072604627547512,0.0610323561427333,0.6807032410954705,6225,0.5537270948229359,2025-10-22 14:48:34,dzoan nguyen
APP_0036,43,85113,14,51521,48,170393,land,0,591,30945,152625,11679,583,0.3635754820062697,0.302365707511457,3.3072533530016246,0.0126109309581884,1.331974704998754,11096,0.950081342580619,2025-10-22 14:48:34,dzoan nguyen
APP_0037,60,121286,3,88125,24,150648,car,1,403,26883,288105,2869,2372,0.2216496545355587,0.5849729169985624,1.7094808510638102,0.0302745164309728,0.5522246655259365,497,0.1732310909724038,2025-10-22 14:48:34,dzoan nguyen
APP_0038,32,66045,3,98626,48,126417,car,0,785,37998,163310,9197,1964,0.5753349988644019,0.7801640602134144,1.2817816802871322,0.0311107325806722,0.1196628175791335,7233,0.7864521039468537,2025-10-22 14:48:34,dzoan nguyen
APP_0039,64,82562,29,86683,60,85291,house,0,700,30126,196192,1745,1928,0.3648894164385508,1.0163205965459308,0.9839414879503364,0.0174985667333951,0.0,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0040,62,91929,4,49172,72,112133,deposit,0,718,6414,184579,5374,1480,0.0697712364977311,0.4385149777496326,2.2804238184332086,0.0074290424614099,1.1910870653800043,3894,0.7245999255674126,2025-10-22 14:48:34,dzoan nguyen
APP_0041,28,145061,28,35899,36,108031,deposit,0,393,6088,299617,11684,5509,0.0419685511612353,0.3323027649470954,3.0093038803308447,0.0068743111133711,1.919024848450114,6175,0.5285005135227209,2025-10-22 14:48:34,dzoan nguyen
APP_0042,28,131070,8,97902,12,39739,deposit,0,689,39041,223879,3335,2520,0.2978637369344602,2.463625154130641,0.4059059059059017,0.0622453650669112,0.0,815,0.2443778110943795,2025-10-22 14:48:34,dzoan nguyen
APP_0043,44,86156,2,27981,24,23708,car,0,759,7951,44801,5458,2741,0.0922860857049991,1.1802345199932014,0.8472892319788125,0.013532139374523,0.0,2717,0.4978013924513562,2025-10-22 14:48:34,dzoan nguyen
APP_0044,22,106573,9,44099,72,56625,car,0,396,46925,30836,3805,2556,0.4403085209199286,0.7787902869757037,1.2840427220571604,0.0057471039672581,0.1589762912301242,1249,0.3282522996056956,2025-10-22 14:48:34,dzoan nguyen
APP_0045,34,50294,18,12032,48,95232,deposit,1,713,5297,128865,9146,5889,0.1053207142004989,0.126344086021504,7.914893617020619,0.0049840272529812,2.344925547458373,3257,0.3561119615131908,2025-10-22 14:48:34,dzoan nguyen
APP_0046,40,125548,12,80399,48,38779,land,1,496,36418,159549,6371,2298,0.2900723229362452,2.073261301219679,0.4823318697993696,0.0133413448771128,0.0,4073,0.639303092136142,2025-10-22 14:48:34,dzoan nguyen
APP_0047,63,94129,23,66734,36,28480,land,0,733,48761,203900,7727,2313,0.5180231384589179,2.343188202247109,0.4267689633470131,0.0196934230914033,0.0,5414,0.7006600232948491,2025-10-22 14:48:34,dzoan nguyen
APP_0048,64,91590,18,13057,12,171571,car,0,563,22061,149661,11396,2236,0.2408669068675593,0.0761026047525509,13.140154706286808,0.0118799359454377,2.104083262173603,9160,0.8037908037907332,2025-10-22 14:48:34,dzoan nguyen
APP_0049,27,120785,12,26083,72,79999,car,0,741,2835,159245,6971,2231,0.0234714575485364,0.3260415755196899,3.0670935091821083,0.0029992456752399,1.974418913791926,4740,0.67995983359623,2025-10-22 14:48:34,dzoan nguyen
APP_0050,60,104114,19,57768,60,120171,land,0,381,43833,277288,9208,902,0.4210096624853485,0.4807149811518545,2.080234732031539,0.0092475555639389,0.6254454720940046,8306,0.9020417028669742,2025-10-22 14:48:34,dzoan nguyen
APP_0051,25,34058,29,56339,72,108613,deposit,0,513,9365,107114,2528,3783,0.2749721064067099,0.5187132295397372,1.927847494630684,0.0229751045598749,0.6727153146079157,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0052,53,61019,12,81195,72,149144,car,1,450,26372,153116,3760,541,0.4321932512823804,0.5444067478410091,1.8368618757312416,0.0184812653979523,0.4751758207846957,3219,0.856117021276368,2025-10-22 14:48:34,dzoan nguyen
APP_0053,58,47089,4,30279,24,150043,deposit,1,436,49226,171641,11442,1665,1.0453821486971258,0.2018021500503175,4.955348591432843,0.0267923506540254,0.0,9777,0.8544834819086825,2025-10-22 14:48:34,dzoan nguyen
APP_0054,60,116861,12,92846,24,64838,house,1,469,37238,145812,10525,1531,0.3186520738313011,1.4319689071223445,0.6983391853176152,0.0331041436678798,0.0,8994,0.8545368171020565,2025-10-22 14:48:34,dzoan nguyen
APP_0055,30,29393,25,47224,24,170798,car,0,510,2315,290754,8395,2032,0.0787602490388841,0.2764903570299402,3.616762663052609,0.0669433765381081,1.999577529923112,6363,0.7579511614055082,2025-10-22 14:48:34,dzoan nguyen
APP_0056,60,50300,6,83145,72,79280,deposit,2,370,41025,289037,5471,4637,0.8156063618290097,1.0487512613521563,0.9535149437729152,0.0229580848240676,0.0,834,0.1524401389142474,2025-10-22 14:48:34,dzoan nguyen
APP_0057,26,99680,28,27646,48,168359,deposit,0,688,8062,158805,3597,3757,0.0808788121990361,0.1642086256154992,6.0898140779857455,0.0057780731673488,2.3045806823342474,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0058,43,111849,17,8512,36,85732,deposit,0,602,37467,140667,10443,5948,0.3349784083898798,0.0992861475295094,10.071898496239418,0.0021139611837197,1.796982479265626,4495,0.4304318682370553,2025-10-22 14:48:34,dzoan nguyen
APP_0059,41,87913,18,10230,72,29310,car,0,756,31047,180800,9745,2366,0.3531559610069005,0.3490276356192306,2.865102639295908,0.0016161811487647,1.2064305243389402,7379,0.7572088250384036,2025-10-22 14:48:34,dzoan nguyen
APP_0060,34,132589,9,40406,48,153922,deposit,1,687,14392,62456,4037,5599,0.1085459578094705,0.2625095827756899,3.8093847448397815,0.0063488801231559,1.972316440534174,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0061,21,139867,27,95549,72,13790,deposit,0,381,21180,133534,7693,651,0.1514295723794737,6.92886149383561,0.1443238547760819,0.0094880811372661,0.0,7042,0.9153776160144396,2025-10-22 14:48:34,dzoan nguyen
APP_0062,54,41512,1,9626,72,156291,deposit,1,338,5892,72905,7995,3223,0.1419348622085146,0.0615902387213591,16.236339081652165,0.0032206216140533,2.415650103349296,4772,0.5968730456534588,2025-10-22 14:48:34,dzoan nguyen
APP_0063,35,144063,8,40052,12,16287,house,0,532,49339,51774,6513,4873,0.3424821085219637,2.45913919076549,0.4066463597323378,0.0231681046930058,0.0,1640,0.2518040841393748,2025-10-22 14:48:34,dzoan nguyen
APP_0064,50,101797,12,15381,36,47708,land,2,564,11916,37604,11230,3378,0.1170564947886468,0.3223987591179609,3.101748910993882,0.0041970784992497,1.7948508442798503,7852,0.6991985752448175,2025-10-22 14:48:34,dzoan nguyen
APP_0065,39,104527,14,93498,60,123846,deposit,0,432,15433,180249,2803,5626,0.1476460627397691,0.7549537328617738,1.3245844830905331,0.0149081098661017,0.2766608621358088,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0066,37,36886,14,69154,60,188775,deposit,0,730,25143,10164,4207,2161,0.6816407309005943,0.3663302873791532,2.729777019405924,0.0312467241405255,0.5506905476030247,2046,0.4863323033039015,2025-10-22 14:48:34,dzoan nguyen
APP_0067,59,102733,4,77455,12,86427,house,2,619,33619,197390,2497,586,0.3272463570615058,0.896189848079872,1.1158350009682898,0.0628287242930255,0.0779284188812174,1911,0.7653183820581637,2025-10-22 14:48:34,dzoan nguyen
APP_0068,25,115714,6,72759,24,31165,deposit,0,711,25263,135264,8775,4734,0.2183227612907667,2.334638215947302,0.4283318902128887,0.0261992930835824,0.0,4041,0.460512820512768,2025-10-22 14:48:34,dzoan nguyen
APP_0069,53,97598,2,67417,48,52718,house,0,359,25256,116279,8262,780,0.2587757945859519,1.2788231723509755,0.7819689395849595,0.0143908772034678,0.0,7482,0.9055918663760704,2025-10-22 14:48:34,dzoan nguyen
APP_0070,53,35561,17,78503,60,180055,car,0,748,29132,233080,11866,4682,0.8192120581535722,0.4359945572186252,2.2936066137599544,0.0367926473752563,0.2338684772605923,7184,0.6054272711949599,2025-10-22 14:48:34,dzoan nguyen
APP_0071,37,90403,10,5771,12,147533,land,0,413,42884,166237,7194,4507,0.4743647887791282,0.0391166722021511,25.564546872288066,0.0053196980921715,1.5152223328969094,2687,0.3735056991937206,2025-10-22 14:48:34,dzoan nguyen
APP_0072,32,141992,16,87218,48,27275,car,0,546,19755,222705,3081,5127,0.1391275564820543,3.197726856095208,0.3127221445114505,0.012796789020711,0.0,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0073,21,115427,17,75287,24,81900,land,0,541,41606,215747,6234,3081,0.3604529269581609,0.919255189255178,1.0878372096112066,0.0271769892070538,0.0561760303110259,3153,0.5057747834455396,2025-10-22 14:48:34,dzoan nguyen
APP_0074,62,42175,21,75245,24,58791,house,0,751,39344,19323,2428,5414,0.9328749259039496,1.27987276964159,0.7813276629676286,0.0743380754760551,0.0,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0075,62,144992,16,42376,48,42143,land,1,452,48050,72492,8544,1351,0.3313975943500308,1.0055287948176208,0.994501604681872,0.0060888416830924,0.0,7193,0.8418773408238714,2025-10-22 14:48:34,dzoan nguyen
APP_0076,31,144860,19,81082,36,170523,land,0,432,45657,175295,8579,2832,0.3151801739610637,0.4754901098385527,2.1030931649441045,0.0155479620165345,0.7554200693217739,5747,0.6698915957570031,2025-10-22 14:48:34,dzoan nguyen
APP_0077,22,46174,17,41272,48,126600,land,0,486,39909,292908,10505,1082,0.8643175813228037,0.3260031595576593,3.0674549331265006,0.0186215907938537,0.2743485644760154,9423,0.8970014278913948,2025-10-22 14:48:34,dzoan nguyen
APP_0078,26,125110,19,9651,24,42462,car,0,498,12336,54742,5067,4694,0.0986012309167924,0.227285572982897,4.399751321106165,0.0032141715289204,2.089571500098158,373,0.0736135780540608,2025-10-22 14:48:34,dzoan nguyen
APP_0079,23,75839,18,91242,60,132933,car,0,399,38714,40611,4756,4399,0.5104761402444585,0.6863758434700136,1.4569277306503423,0.0200516884449245,0.2236770263373051,357,0.0750630782169732,2025-10-22 14:48:34,dzoan nguyen
APP_0080,57,99210,9,27280,12,87405,car,0,396,36826,282912,2248,4915,0.3711924201189359,0.3121102911732702,3.203995601172903,0.0229143567497617,1.2976507890972775,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0081,60,80648,7,14680,72,19803,car,1,427,14475,290372,5859,4680,0.1794836821743852,0.7413018229560803,1.3489782016347855,0.0025281332318973,0.2863423090068765,1179,0.2012288786481991,2025-10-22 14:48:34,dzoan nguyen
APP_0082,27,122828,23,64080,12,94372,land,1,557,33898,58535,6490,2127,0.2759794183736584,0.6790149620650121,1.472721598002474,0.0434754290516409,0.3422601663331037,4363,0.6722650231123771,2025-10-22 14:48:34,dzoan nguyen
APP_0083,53,149582,10,27197,60,43564,car,0,488,12648,126495,9422,781,0.0845556283510042,0.6242998806353728,1.6017943155494505,0.0030303334179632,0.5509092190601586,8641,0.9171088940775932,2025-10-22 14:48:34,dzoan nguyen
APP_0084,28,124389,16,86521,36,55089,car,0,515,26154,191725,9414,5603,0.2102597496563183,1.570567626930938,0.6367124744281661,0.0193213315570052,0.0,3811,0.404822604631357,2025-10-22 14:48:34,dzoan nguyen
APP_0085,37,141421,5,47156,36,176767,car,0,695,39837,66616,2972,3159,0.2816908379943553,0.2667692499165553,3.7485579777758136,0.0092623364907085,1.5800590969476287,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0086,47,143253,12,5427,12,144367,house,0,432,9426,104609,4493,928,0.0657996691168766,0.037591693392534,26.60162152201463,0.00315700194734,2.697246475432083,3565,0.7934564878698434,2025-10-22 14:48:34,dzoan nguyen
APP_0087,52,36263,15,95413,60,33745,land,0,800,16847,124633,6870,5591,0.4645782202244584,2.82747073640531,0.3536729795730104,0.0438523196271714,0.0,1279,0.1861717612809044,2025-10-22 14:48:34,dzoan nguyen
APP_0088,59,56672,18,53889,12,171456,deposit,0,713,39761,196052,5017,5967,0.7015986730660521,0.3143022116461348,3.1816511718531952,0.0792410714219666,0.6138393897614003,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0089,22,115232,15,29982,48,118267,car,0,396,22689,99338,1768,2894,0.1968984309913895,0.2535111231366294,3.9446000933892353,0.0054205862953605,1.798519164769345,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0090,29,98759,10,69342,60,175918,deposit,0,472,48031,129554,10379,4712,0.4863455482538251,0.3941722848145136,2.5369617259380672,0.0117022246071823,0.7894672326915829,5667,0.5460063589940701,2025-10-22 14:48:34,dzoan nguyen
APP_0091,33,31268,28,55407,72,151438,land,0,400,398,93979,9178,603,0.0127286682870662,0.3658725022781576,2.7331925568970936,0.024611157306382,1.7111313237627626,8575,0.9342994116364204,2025-10-22 14:48:34,dzoan nguyen
APP_0092,34,36881,15,7812,60,73149,house,0,450,36091,230296,6960,922,0.9785797565141678,0.106795718328342,9.363671274960398,0.0035302730402599,0.0573979595879841,6038,0.8675287356320592,2025-10-22 14:48:34,dzoan nguyen
APP_0093,64,90068,24,77166,24,110694,car,0,501,40709,54380,4833,1948,0.4519807256739302,0.6971109545232741,1.4344918746598057,0.0356980281550161,0.2381099218516524,2885,0.5969377198426242,2025-10-22 14:48:34,dzoan nguyen
APP_0094,55,102020,22,43128,60,109923,house,0,371,45892,76896,10348,4074,0.4498333660066609,0.3923473704320261,2.5487618252642705,0.0070456773180554,0.8520770802630414,6274,0.6063007344413793,2025-10-22 14:48:34,dzoan nguyen
APP_0095,35,45964,16,71482,60,146228,house,1,307,7837,82496,1870,1147,0.1705030023496612,0.4888393467735284,2.045661844939956,0.0259195602351141,0.8673733609352251,723,0.386631016042574,2025-10-22 14:48:34,dzoan nguyen
APP_0096,63,46411,26,90085,24,55694,car,0,541,49209,272679,6187,591,1.0602874318588038,1.6174991920134734,0.6182383304656645,0.0808761213184414,0.0,5596,0.904477129464861,2025-10-22 14:48:34,dzoan nguyen
APP_0097,42,41167,3,63008,12,71952,car,0,685,19613,283898,9910,4145,0.4764252921028864,0.875694907716243,1.1419502285423893,0.1275455259365264,0.0743215494450255,5765,0.5817356205852087,2025-10-22 14:48:34,dzoan nguyen
APP_0098,43,95618,27,68803,72,55000,deposit,0,466,17602,155060,11506,4713,0.1840866782404967,1.2509636363636136,0.799383747801683,0.0099939051455681,0.0,6793,0.5903876238483756,2025-10-22 14:48:34,dzoan nguyen
APP_0099,40,25981,25,29191,12,64859,house,1,773,17777,55356,4139,4539,0.6842307840344604,0.4500686103701807,2.221883457229892,0.093629318853413,0.3858331812907616,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0100,27,96553,15,27577,48,38960,deposit,0,503,31911,229267,8333,4875,0.3305024183608968,0.7078285420944378,1.412771512492243,0.0059503157159421,0.2763495293831129,3458,0.4149765990639127,2025-10-22 14:48:34,dzoan nguyen
APP_0101,62,84491,22,44425,24,15016,house,1,795,32964,152706,3491,4895,0.3901480631073086,2.9585109216833403,0.3380078784468129,0.0219081519521548,0.0,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0102,21,83248,15,86014,12,188483,house,1,429,23696,256421,2716,3773,0.2846434749183129,0.4563488484372572,2.1913060664542727,0.0861021686134913,0.852208568007474,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0103,28,109909,8,54798,60,22268,land,0,596,3551,114398,5206,3308,0.0323085461609146,2.460840668223349,0.4063651958100586,0.0083096015793499,0.0,1898,0.36457933154046,2025-10-22 14:48:34,dzoan nguyen
APP_0104,31,90328,23,38062,12,178493,deposit,0,719,49331,299660,10793,5198,0.5461318749446401,0.2132408553836833,4.689532867426707,0.0351146193103907,1.0712546935114993,5595,0.5183915500787067,2025-10-22 14:48:34,dzoan nguyen
APP_0105,33,115968,7,79063,60,8590,land,0,332,11105,244030,8739,2348,0.0957591749448115,9.204074505237578,0.1086475342448413,0.0113627609913484,0.0,6391,0.7313193729258803,2025-10-22 14:48:34,dzoan nguyen
APP_0106,26,120490,9,86067,60,157252,house,1,811,4690,74944,6637,948,0.0389243920657312,0.5473189530180822,1.827088198728876,0.0119051373555986,0.7948942934086308,5689,0.8571643814975354,2025-10-22 14:48:34,dzoan nguyen
APP_0107,21,140014,15,90740,12,71053,house,0,500,29869,220408,4469,4610,0.2133286671332851,1.277074859611821,0.7830394533832843,0.0540065041069926,0.0,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0108,50,124905,25,33399,24,107391,car,1,573,20618,93198,2987,1945,0.1650694527841146,0.3110037153951419,3.2153956705289617,0.0111414675148473,1.7257921348045382,1042,0.3488449949781222,2025-10-22 14:48:34,dzoan nguyen
APP_0109,63,89713,11,72415,60,62186,car,0,645,30778,111439,4343,5881,0.3430717956149015,1.164490399768418,0.8587447352067823,0.0134530855800891,0.0,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0110,26,86519,14,61080,48,102196,deposit,0,653,43776,82625,3103,2719,0.5059697869832002,0.5976750557751712,1.6731499672560304,0.0147077520541554,0.3325564217157614,384,0.1237512085078557,2025-10-22 14:48:34,dzoan nguyen
APP_0111,34,54463,1,47652,12,94699,car,0,313,4866,207843,3464,5170,0.0893450599489545,0.503194331513527,1.9873037857801985,0.0729118851269487,0.8990930698518657,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0112,43,99949,3,42709,72,109711,house,0,776,14202,86232,8719,637,0.1420924671582492,0.3892863978999335,2.568802828443593,0.0059348323199562,1.3458877640652316,8082,0.9269411629772992,2025-10-22 14:48:34,dzoan nguyen
APP_0113,61,42391,1,15882,24,83510,deposit,0,642,25828,195251,2893,4091,0.6092802717557829,0.1901808166686601,5.258153884900815,0.0156106248961433,0.9492369937145247,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0114,51,141404,2,31108,12,111021,house,0,849,39389,178908,1997,2910,0.2785564764787398,0.2801992415849228,3.568889031760204,0.0183328147231852,1.557886786152746,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0115,54,130630,26,57218,72,166488,house,1,559,30032,227731,7194,2990,0.2299012477991255,0.3436764211234422,2.909713726449668,0.0060835523572946,1.4706681577997895,4204,0.5843758687794572,2025-10-22 14:48:34,dzoan nguyen
APP_0116,46,39966,25,89222,12,91436,car,1,637,19139,298121,4509,1885,0.478882049742269,0.9757863423596724,1.0248145076326352,0.1860372983547736,0.0129312853541852,2624,0.5819472166776265,2025-10-22 14:48:34,dzoan nguyen
APP_0117,39,123244,24,87302,48,77384,car,0,542,30503,12557,6274,5838,0.2475008925383771,1.1281660291532989,0.8863943552266742,0.0147576487831355,0.0,436,0.0694931463181272,2025-10-22 14:48:34,dzoan nguyen
APP_0118,29,39637,1,22821,72,33296,land,0,789,48998,297180,2967,2599,1.2361682266568803,0.6853976453627858,1.4590070549055054,0.0079965268140606,0.0,368,0.1240310077518961,2025-10-22 14:48:34,dzoan nguyen
APP_0119,59,115153,2,69535,48,77065,deposit,0,757,24002,41712,3704,5162,0.2084357333287,0.9022902744436396,1.108290788811374,0.0125801831763231,0.0857191188327535,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0120,56,35963,8,13057,48,32127,deposit,1,799,44176,162764,6131,2780,1.2283736062063448,0.4064182774613127,2.460519261698517,0.0075639082759407,0.0,3351,0.5465666286086206,2025-10-22 14:48:34,dzoan nguyen
