application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,monthly_income,monthly_bills,DTI,LTV,CCR,ITI,CWI,monthly_ndi,ndi_ratio,session_user_email,created_at
APP_0017,43,116286,7,56586,48,100664,house,0,538,26621,193289,2040,773,0.2289269559534232,0.5621274735754533,1.7789559254939071,0.010137720791629517,0.6006319166487267,1267,0.6210784313722446,dzoan nguyen,2025-10-22 14:47:13
APP_0018,26,115874,7,79487,60,17325,car,0,679,10774,125766,5794,5158,0.09298030619465891,4.587994227993963,0.21796016958747697,0.011432964541754338,0.0,636,0.10976872626853472,dzoan nguyen,2025-10-22 14:47:13
APP_0019,57,142345,1,29175,60,102995,house,0,618,29898,84190,6069,738,0.21003898977835395,0.2832661779698016,3.530248500428328,0.0034159963468466926,1.6985753223329914,5331,0.8783984181906609,dzoan nguyen,2025-10-22 14:47:13
APP_0020,40,121080,4,65458,36,96467,car,0,389,37260,20183,2410,3837,0.3077304261645168,0.6785532876527653,1.4737236090317232,0.015017160371054303,0.3279444409402158,0,0.0,dzoan nguyen,2025-10-22 14:47:13
APP_0021,43,65084,13,87905,48,173881,car,1,644,17483,34665,11958,5654,0.26862208837809187,0.5055468970157723,1.9780558557533474,0.028138316124216176,0.7153284492304741,6304,0.5271784579360657,dzoan nguyen,2025-10-22 14:47:13
APP_0022,37,38467,14,59379,48,144619,deposit,0,667,6557,56963,3834,3842,0.17045779499310657,0.4105892033550197,2.4355243436231255,0.03215905841303444,1.1908280293502207,0,0.0,dzoan nguyen,2025-10-22 14:47:13
APP_0023,29,101830,4,47421,72,44740,car,0,362,19341,238119,4971,3093,0.18993420406559766,1.0599240053643035,0.9434638662195876,0.0064678876558071875,0.0,1878,0.37779118889551844,dzoan nguyen,2025-10-22 14:47:13
APP_0024,61,139501,12,18787,48,36887,deposit,1,507,9929,195382,6130,2736,0.07117511702425022,0.5093122238186758,1.9634321605364367,0.0028056847859526204,0.894859763765404,3394,0.553670473083107,dzoan nguyen,2025-10-22 14:47:13
APP_0025,55,146894,18,28587,36,123890,deposit,1,734,18696,135705,10241,3973,0.1272754503247231,0.23074501573976727,4.3337880854932544,0.0054058255157546945,2.0140431291719216,6268,0.6120496045307477,dzoan nguyen,2025-10-22 14:47:13
APP_0026,49,53776,6,94872,72,17095,deposit,0,640,31341,237042,9300,3602,0.5828064564117714,5.5496928926583475,0.18019015094021226,0.024502876127795694,0.0,5698,0.6126881720429448,dzoan nguyen,2025-10-22 14:47:13
APP_0027,38,54556,10,56419,12,69251,house,0,375,5669,56626,9595,3209,0.10391157709509305,0.8147030367792405,1.227441110264251,0.0861790331575161,0.20380734580046253,6386,0.6655549765502172,dzoan nguyen,2025-10-22 14:47:13
APP_0028,57,29676,11,33627,72,34535,deposit,0,322,37363,71170,3989,1260,1.259030866693582,0.973707832633532,1.0270021113985481,0.01573802623871695,0.0,2729,0.6841313612432479,dzoan nguyen,2025-10-22 14:47:13
APP_0029,44,42657,15,44744,12,11947,land,0,619,11230,123891,10377,4110,0.26326277047142876,3.745208002008559,0.2670078669765719,0.08741042891801715,0.0,6267,0.6039317721884355,dzoan nguyen,2025-10-22 14:47:13
APP_0030,40,94356,10,59911,24,184414,deposit,0,553,44734,276044,10212,4542,0.47409809657043034,0.32487229819861657,3.0781325633021805,0.02645609888679711,1.0651528303061353,5670,0.5552291421856095,dzoan nguyen,2025-10-22 14:47:13
APP_0031,40,93350,22,56066,60,25245,car,0,828,36622,188127,6370,4369,0.39230851633636427,2.2208754208753327,0.45027289266221154,0.010009998214437595,0.0,2001,0.3141287284143934,dzoan nguyen,2025-10-22 14:47:13
APP_0032,30,71365,9,71478,60,9777,deposit,1,587,13629,256789,7230,820,0.19097596861206206,7.310831543417478,0.13678334592461824,0.016693056820291857,0.0,6410,0.8865836791146767,dzoan nguyen,2025-10-22 14:47:13
APP_0033,25,63744,13,29461,72,187115,land,1,812,28161,81966,1889,4336,0.44178275602408945,0.15744862784918282,6.351277960693583,0.006419122671151262,1.4109801146104528,0,0.0,dzoan nguyen,2025-10-22 14:47:13
APP_0034,45,128723,11,66677,60,44157,house,1,417,5536,256030,9484,4486,0.043007077212308266,1.5099984147473446,0.6622523508856027,0.008633137305025546,0.0,4998,0.5269928300294678,dzoan nguyen,2025-10-22 14:47:13
APP_0035,60,82504,5,47054,48,164779,car,2,546,4986,31019,11589,1427,0.060433433530494754,0.2855582325417664,3.501912696051271,0.011881747147365366,2.013796795179412,10162,0.8768659936145589,dzoan nguyen,2025-10-22 14:47:13
APP_0036,23,126031,20,94356,36,14006,house,1,376,47802,76021,6461,5154,0.37928763558171896,6.736827074110614,0.1484378311925034,0.020796470709009477,0.0,1307,0.20229066707936816,dzoan nguyen,2025-10-22 14:47:13
APP_0037,58,145401,7,20002,12,37482,deposit,1,615,40121,161677,7175,3333,0.27593345300238464,0.5336428152179571,1.8739126087390323,0.011463699239994355,0.6327708849874046,3842,0.5354703832751867,dzoan nguyen,2025-10-22 14:47:13
APP_0038,57,64642,8,19101,12,29240,car,1,403,7721,24655,6741,3045,0.11944246774542683,0.6532489740081856,1.530809905240483,0.02462408341120834,0.46740866025491984,3696,0.5482866043612894,dzoan nguyen,2025-10-22 14:47:13
APP_0039,33,50342,23,48857,24,143602,house,0,570,14134,258895,2367,4447,0.2807596043065377,0.3402250665032497,2.9392308164643155,0.040437573661127324,1.39477313977477,0,0.0,dzoan nguyen,2025-10-22 14:47:13
APP_0040,48,144112,28,53293,12,127068,land,0,489,9883,261552,8007,3255,0.0685786055290325,0.4194053577611954,2.384328148162003,0.030816887788409103,1.2893928541664899,4752,0.5934807043835901,dzoan nguyen,2025-10-22 14:47:13
APP_0041,28,104353,20,70633,48,99296,car,0,402,19758,167025,9075,3450,0.18933811198527892,0.7113378182404053,1.4058018206786995,0.014101375459283994,0.3289680701112256,5625,0.6198347107437333,dzoan nguyen,2025-10-22 14:47:13
APP_0042,54,61364,27,43383,60,54394,house,0,353,14566,98682,11243,2148,0.23737044521217265,0.7975695848806708,1.253809095728713,0.011782967211849578,0.19356231767672086,9095,0.8089477897357636,dzoan nguyen,2025-10-22 14:47:13
APP_0043,51,102732,25,91803,72,25061,deposit,0,581,16403,38699,11262,5596,0.15966787369076665,3.6631818363192346,0.27298672156683035,0.01241133888806745,0.0,5666,0.5031077961285293,dzoan nguyen,2025-10-22 14:47:13
APP_0044,36,89382,14,50046,36,117288,deposit,0,821,26469,189485,6664,5828,0.29613344968785327,0.4266932678534852,2.343603884426281,0.015553094209438538,0.9457178311171468,836,0.12545018007200998,dzoan nguyen,2025-10-22 14:47:13
APP_0045,23,138191,23,17286,72,52297,land,0,409,9452,165924,11569,1130,0.06839808670608022,0.3305352123448701,3.0253962744415697,0.0017373297344255205,1.87102403118728,10439,0.9023251793585528,dzoan nguyen,2025-10-22 14:47:13
APP_0046,63,56995,9,16325,72,121317,land,0,522,44141,230390,7050,4505,0.774471444863571,0.13456481779140486,7.4313629402751955,0.0039781754734267575,0.5855410386232099,2545,0.3609929078013672,dzoan nguyen,2025-10-22 14:47:13
APP_0047,40,148922,13,97473,72,139993,car,0,423,36382,184735,8241,530,0.24430238648419816,0.6962705278121,1.43622336441885,0.009090608954001793,0.32965295545117196,7711,0.9356874165755447,dzoan nguyen,2025-10-22 14:47:13
APP_0048,60,142005,16,17738,36,171091,land,1,744,38027,47205,7820,2466,0.2677863455512111,0.10367582163877642,9.645450445370974,0.0034697526298970607,1.9689024066260388,5354,0.6846547314577129,dzoan nguyen,2025-10-22 14:47:13
APP_0049,50,47587,28,95045,24,102845,land,1,528,8473,45311,11986,5831,0.1780528295542863,0.9241577130633387,1.0820663896049125,0.08322038231383029,0.06745423672447012,6155,0.5135157683964197,dzoan nguyen,2025-10-22 14:47:13
APP_0050,55,45575,25,31417,72,8910,house,0,835,35407,236443,9243,1378,0.7768952276467191,3.526038159371097,0.28360441799025105,0.009574267080990724,0.0,7865,0.850914205344493,dzoan nguyen,2025-10-22 14:47:13
APP_0051,54,91644,14,13873,24,61888,house,0,434,41812,56116,2760,2511,0.45624372572126426,0.22416300413650103,4.4610394291065765,0.006307468755647672,1.2655987029550295,249,0.09021739130431514,dzoan nguyen,2025-10-22 14:47:13
APP_0052,29,30613,19,33946,36,171846,car,0,344,8759,282168,2254,1629,0.2861202756998567,0.1975373299349406,5.0623342956458774,0.030802092066057583,1.7185854890016046,625,0.27728482697414497,dzoan nguyen,2025-10-22 14:47:13
APP_0053,37,62349,6,63396,12,110384,car,1,620,37563,40724,5803,4478,0.602463551941481,0.5743223655602209,1.7411824089847665,0.08473271423053562,0.2946470222312705,1325,0.2283301740478669,dzoan nguyen,2025-10-22 14:47:13
APP_0054,41,79387,24,45650,60,126870,house,1,658,17884,221228,6914,2997,0.22527617871943484,0.3598171356506632,2.779189485213521,0.009583852939658171,1.3783804767668437,3917,0.5665316748625157,dzoan nguyen,2025-10-22 14:47:13
APP_0055,42,146171,16,79630,48,95902,house,0,844,39378,292816,8520,3721,0.26939680237529834,0.8303267919334234,1.2043450960693054,0.011349435478301171,0.1492951806071782,4799,0.5632629107980559,dzoan nguyen,2025-10-22 14:47:13
APP_0056,22,149046,15,63043,12,39246,deposit,1,779,23920,137954,6556,5678,0.16048736631643815,1.6063547877490292,0.6225274812429513,0.035248066589479085,0.0,878,0.1339231238559893,dzoan nguyen,2025-10-22 14:47:13
APP_0057,45,43942,22,43074,24,180167,car,0,786,40110,26447,6903,3317,0.912794137726983,0.23907818856949253,4.18273204253136,0.04084361203234214,0.19907052806443026,3586,0.5194842821960713,dzoan nguyen,2025-10-22 14:47:13
APP_0058,27,136459,18,65289,48,156403,land,0,648,7371,264236,11177,4511,0.054016224653558556,0.41744084192758185,2.395549020508778,0.009967737561990436,1.3201667311019425,6666,0.5964033282633446,dzoan nguyen,2025-10-22 14:47:13
APP_0059,53,36366,2,97288,48,199075,land,2,497,19454,64319,5016,948,0.53495022823515,0.48870023860353895,2.0462441411067958,0.05573429393639807,0.48655559903203394,4068,0.8110047846888334,dzoan nguyen,2025-10-22 14:47:13
APP_0060,51,118576,8,44122,60,172254,land,0,535,13671,162962,6681,1605,0.11529314532451664,0.2561449951815328,3.90403880150483,0.0062016484503980935,1.974280864942688,5076,0.7597665020205419,dzoan nguyen,2025-10-22 14:47:13
APP_0061,61,130705,5,19577,24,63897,land,0,373,12418,295515,7352,5702,0.09500784208714207,0.3063837112853451,3.2638810849464543,0.006240834958871805,1.8831519056621502,1650,0.2244287268770097,dzoan nguyen,2025-10-22 14:47:13
APP_0062,53,136349,22,43834,72,56818,car,0,537,15416,225983,6417,5213,0.11306280207408846,0.7714808687387664,1.296208422685557,0.004465053323068709,0.2627182684188177,1204,0.18762661679909806,dzoan nguyen,2025-10-22 14:47:13
APP_0063,37,52927,1,84810,36,55707,deposit,0,500,19121,23431,11665,4077,0.3612711848394891,1.522429856211939,0.6568447117085172,0.04451099312766356,0.0,7588,0.6504929275610244,dzoan nguyen,2025-10-22 14:47:13
APP_0064,63,136680,6,25674,60,184408,car,1,319,6363,247946,11603,2517,0.04655399473222091,0.13922389484187161,7.182675079847036,0.0031306701784669685,2.4621106166789257,9086,0.7830733431008546,dzoan nguyen,2025-10-22 14:47:13
APP_0065,39,39497,17,95168,24,114931,deposit,2,412,35354,56760,6887,1518,0.8951059574144646,0.8280446528786765,1.2076643409549301,0.10039581064810013,0.0217827522236256,5369,0.7795847248437956,dzoan nguyen,2025-10-22 14:47:13
APP_0066,35,89857,20,60889,12,95255,car,0,594,27511,227312,6231,5169,0.3061642387348753,0.6392210382657011,1.5644040795545737,0.056468425753257244,0.3916037341989083,1062,0.1704381319210126,dzoan nguyen,2025-10-22 14:47:13
APP_0067,60,83693,15,62149,12,193906,house,0,503,41463,190077,7684,4797,0.49541777687500155,0.3205109692325131,3.120018021207049,0.0618819176382933,1.028574257201127,2887,0.3757157730348287,dzoan nguyen,2025-10-22 14:47:13
APP_0068,37,64491,25,35118,36,123857,deposit,1,846,35251,93477,3399,1753,0.5466034020250803,0.2835366592118307,3.526880801867888,0.015126141631745325,0.9745261238613044,1646,0.4842600764929437,dzoan nguyen,2025-10-22 14:47:13
APP_0069,24,27764,27,92443,72,182610,house,0,563,7452,132846,5972,3703,0.2684051289439465,0.5062318602486146,1.9753794229957706,0.046244437240227525,0.7135825831973305,2269,0.3799397186871433,dzoan nguyen,2025-10-22 14:47:13
APP_0070,41,121501,3,8425,12,197052,deposit,1,827,3496,44174,3777,3864,0.0287734257331213,0.0427552118222599,23.388961424329565,0.005778416089372273,2.7891047290700715,0,0.0,dzoan nguyen,2025-10-22 14:47:13
APP_0071,56,66947,28,33373,36,23253,house,0,663,21140,296167,3012,3073,0.31577217799154084,1.435212660731887,0.6967608545830254,0.013847189235544732,0.0,0,0.0,dzoan nguyen,2025-10-22 14:47:13
APP_0072,29,107707,18,44748,12,77414,house,0,322,24056,79118,2499,5589,0.2233466719897479,0.5780349807528279,1.7299991061052622,0.03462170517876475,0.5669562352011885,0,0.0,dzoan nguyen,2025-10-22 14:47:13
APP_0073,41,76277,19,50341,72,148954,land,1,411,12012,99516,7664,1094,0.1574786632929958,0.33796339809605425,2.958900299954253,0.009166335272045772,1.6504152991932308,6570,0.8572546972859006,dzoan nguyen,2025-10-22 14:47:13
APP_0074,26,71707,2,50042,60,164126,deposit,0,688,39110,155833,1505,1844,0.5454139763202959,0.3048998939838886,3.279764997402117,0.01163112852747181,0.9479483797596147,0,0.0,dzoan nguyen,2025-10-22 14:47:13
APP_0075,51,135786,18,19052,60,36509,car,0,599,29079,204990,8284,932,0.2141531527550689,0.521843928894231,1.9162817551962041,0.0023384835942441696,0.7200571285090516,7352,0.8874939642683621,dzoan nguyen,2025-10-22 14:47:13
APP_0076,41,36808,21,26431,60,69132,house,0,465,37399,156530,6035,4280,1.0160562921103833,0.3823265636752823,2.6155650561839274,0.011967959863597936,0.0,1755,0.2908036454017745,dzoan nguyen,2025-10-22 14:47:13
APP_0077,35,117077,17,14048,48,113249,house,0,587,5450,156490,5348,4006,0.04655056074207533,0.12404524543262965,8.061574601366168,0.0024997793474428537,2.505535708672717,1342,0.2509349289453532,dzoan nguyen,2025-10-22 14:47:13
APP_0078,30,118348,2,59383,60,161448,deposit,0,796,40753,178966,9577,5928,0.344348869435898,0.36781502403250355,2.718757893673228,0.0083627663048819,1.1269055561528416,3649,0.3810170199435751,dzoan nguyen,2025-10-22 14:47:13
APP_0079,45,72498,15,38332,12,29689,land,0,513,10304,258731,7156,3436,0.14212805870506576,1.2911179224628215,0.7745225920901395,0.044060985586734734,0.0,3720,0.5198434879820403,dzoan nguyen,2025-10-22 14:47:13
APP_0080,50,57807,28,58748,72,123340,house,2,324,22412,124579,9201,1243,0.38770391129101345,0.476309388681689,2.0994757268332185,0.014114976463630663,0.6732046871704652,7958,0.864905988479419,dzoan nguyen,2025-10-22 14:47:13
APP_0081,62,25663,21,61022,60,64917,car,2,471,21968,251317,8949,2924,0.8560183922378188,0.940000308085695,1.0638294385631237,0.03963033680069918,0.00919026518688049,6025,0.6732595820761343,dzoan nguyen,2025-10-22 14:47:13
APP_0082,40,142101,4,71690,60,49540,car,0,814,41027,238198,1837,895,0.28871718003391755,1.447113443681844,0.6910308271725388,0.008408338669772987,0.0,942,0.5127925966246528,dzoan nguyen,2025-10-22 14:47:13
APP_0083,28,143466,28,56968,36,106956,house,0,718,13842,288691,3762,4157,0.09648279034753812,0.5326302404727128,1.8774750737255674,0.011030100821103794,0.7928138301521371,0,0.0,dzoan nguyen,2025-10-22 14:47:13
APP_0084,57,55121,28,66555,60,87493,deposit,1,760,12037,274814,7484,4175,0.21837412238529386,0.7606894265826893,1.3145969498910477,0.02012390921756667,0.24589711705352063,3309,0.4421432389096149,dzoan nguyen,2025-10-22 14:47:13
APP_0085,48,28988,5,60779,36,130056,land,2,801,16981,241472,11743,5202,0.5857941217055131,0.46732945807959286,2.13981802925349,0.05824153289321788,0.47211932790284294,6541,0.5570126884100692,dzoan nguyen,2025-10-22 14:47:13
APP_0086,51,40344,24,66981,12,68986,house,0,364,18040,81550,3119,2302,0.4471544715447044,0.9709361319687911,1.0299338618414022,0.1383539063933848,0.016548801668434178,817,0.26194293042633476,dzoan nguyen,2025-10-22 14:47:13
APP_0087,25,33455,12,63581,72,166068,land,0,455,9084,234546,2608,2136,0.2715289194440212,0.3828612375653324,2.611912363756427,0.026395738886030588,1.1742315413872022,472,0.18098159509195513,dzoan nguyen,2025-10-22 14:47:13
APP_0088,34,128889,17,35040,24,22996,car,0,332,8817,223591,11381,798,0.06840769964853426,1.5237432596972724,0.6562785388127668,0.011327576441272375,0.0,10583,0.929883138564192,dzoan nguyen,2025-10-22 14:47:13
APP_0089,54,136488,13,28397,12,173480,house,0,302,11566,93955,11651,2724,0.08474005040736121,0.16369033894396956,6.109096031270694,0.01733791004681326,2.2963222146659374,8927,0.7662003261521958,dzoan nguyen,2025-10-22 14:47:13
APP_0090,57,44160,23,79806,48,13728,car,0,759,23374,206611,3257,3061,0.5293025362318721,5.813374125873702,0.17201714156830097,0.037650022644142314,0.0,196,0.0601780779858581,dzoan nguyen,2025-10-22 14:47:13
APP_0091,40,118342,29,37556,24,149291,house,0,815,17167,83361,5717,4625,0.14506261513241162,0.25156238487249566,3.975157098732454,0.013222975218165307,1.9196018922409293,1092,0.19100927059643324,dzoan nguyen,2025-10-22 14:47:13
APP_0092,56,47408,23,57168,72,74523,house,1,385,19603,161696,8079,4621,0.41349561255483436,0.7671188760516784,1.3035789252728571,0.016748228146915192,0.17805037160843695,3458,0.42802327020665576,dzoan nguyen,2025-10-22 14:47:13
APP_0093,58,70901,27,23712,36,81600,deposit,1,697,35952,241057,3549,1185,0.5070732429725884,0.2905882352941141,3.441295546558559,0.009289948895620105,1.0490641217206966,2364,0.6661031276414014,dzoan nguyen,2025-10-22 14:47:13
APP_0094,38,99922,28,45984,12,11654,land,1,594,12046,64673,4925,1996,0.12055403214507195,3.945769692808997,0.2534359777313793,0.03834991292889082,0.0,2929,0.5947208121826203,dzoan nguyen,2025-10-22 14:47:13
APP_0095,60,114990,2,55318,72,142803,house,0,338,45494,107716,5650,3264,0.39563440299156105,0.38737281429661574,2.581492461766467,0.0066814988742053905,0.9557996358198518,2386,0.4223008849556774,dzoan nguyen,2025-10-22 14:47:13
APP_0096,33,134320,7,64471,48,39773,deposit,0,803,37589,240617,8236,2276,0.2798466349017252,1.6209740276066271,0.6169130306649406,0.009999596733958765,0.0,5960,0.7236522583777655,dzoan nguyen,2025-10-22 14:47:13
APP_0097,31,30598,21,55005,24,134558,land,1,779,8734,141599,4734,543,0.2854434930387514,0.4087828297091187,2.446286701208937,0.07490277141984543,1.0334535732803831,4191,0.8852978453737039,dzoan nguyen,2025-10-22 14:47:13
APP_0098,51,49554,17,39262,60,147235,deposit,1,612,15692,288581,5828,5135,0.3166646486660953,0.2666621387577664,3.750063674799966,0.013205123030547432,1.503347055175248,693,0.11890871654081693,dzoan nguyen,2025-10-22 14:47:13
APP_0099,49,60063,1,96368,48,170285,land,0,689,9177,12308,4540,4495,0.15278957095049944,0.5659218369204536,1.7670284741822828,0.03342601379592773,0.6498345227051693,45,0.009911894273125568,dzoan nguyen,2025-10-22 14:47:13
APP_0100,27,63790,2,53710,12,143953,car,1,518,13640,219332,9476,3312,0.2138266185922525,0.37310788938055917,2.680189908769267,0.07016512514438435,1.3209205819843293,6164,0.6504854368931352,dzoan nguyen,2025-10-22 14:47:13
APP_0101,57,149753,15,81788,60,65888,land,0,736,18274,246117,3106,2177,0.12202760545698503,1.24131860126273,0.8055949528048025,0.009102544411868915,0.0,929,0.2990985189953963,dzoan nguyen,2025-10-22 14:47:13
APP_0102,29,122175,18,74987,36,149807,land,1,544,6544,276179,3922,5119,0.05356251278903169,0.500557383833863,1.9977729473108405,0.01704908714683319,0.9443297210599727,0,0.0,dzoan nguyen,2025-10-22 14:47:13
APP_0103,56,65052,5,58040,60,166582,land,0,844,721,55458,4124,597,0.011083440939555878,0.3484169958338815,2.8701240523776215,0.01487015515767688,1.8493966428934738,3527,0.8552376333654569,dzoan nguyen,2025-10-22 14:47:13
APP_0104,21,146478,5,89208,72,68893,house,0,334,21941,295413,11010,2899,0.1497904122120718,1.294877563758273,0.7722737871042868,0.008458608118507785,0.0,8111,0.736693914623003,dzoan nguyen,2025-10-22 14:47:13
APP_0105,56,87413,3,17185,48,31841,car,0,394,35049,123760,11417,4885,0.4009586674750849,0.5397129487139053,1.852836776258257,0.0040957390013598724,0.5108844788760529,6532,0.572129280896858,dzoan nguyen,2025-10-22 14:47:13
APP_0106,55,87592,16,92500,60,178883,house,0,832,15148,112094,6752,5736,0.17293816786920982,0.5170977678147141,1.9338702702702493,0.017600541906121047,0.7723684567022021,1016,0.1504739336492668,dzoan nguyen,2025-10-22 14:47:13
APP_0107,55,79212,0,85771,24,36404,car,0,458,43022,113107,3142,1807,0.5431247790738708,2.3560872431600277,0.4244325004955005,0.04511679627477798,0.0,1335,0.4248886059833148,dzoan nguyen,2025-10-22 14:47:13
APP_0108,50,42987,17,52845,24,122015,house,0,470,18463,195084,9438,4044,0.4295019424477068,0.4331024873990867,2.308922319992387,0.05122188103166548,0.7467376410425135,5394,0.5715193897011474,dzoan nguyen,2025-10-22 14:47:13
APP_0109,41,141796,14,74672,36,53365,house,0,735,45039,201195,6666,1462,0.31763237326863725,1.3992691839220202,0.7146587743732494,0.014628213928210886,0.0,5204,0.7806780678066635,dzoan nguyen,2025-10-22 14:47:13
APP_0110,52,26742,13,54426,72,32197,deposit,1,404,11799,147440,10422,1049,0.4412160646174392,1.6904059384414172,0.591573880130809,0.02826702066622315,0.0,9373,0.8993475340624736,dzoan nguyen,2025-10-22 14:47:13
APP_0111,33,46784,20,30532,48,157071,house,0,582,26966,30600,5279,2376,0.5763936388508769,0.19438343169649272,5.1444713742956525,0.013596172480336614,1.0237929089414781,2903,0.5499147565825819,dzoan nguyen,2025-10-22 14:47:13
APP_0112,55,53707,15,80987,36,35593,deposit,0,457,38157,296122,11987,5356,0.7104660472563966,2.2753631332002846,0.43949028856482597,0.04188725657412176,0.0,6631,0.5531826144989944,dzoan nguyen,2025-10-22 14:47:13
APP_0113,45,59912,21,28362,60,136683,house,1,408,2951,74409,9973,4261,0.0492555748431024,0.2075020302451643,4.81922995557419,0.007889905194153323,2.260389080077709,5712,0.5727464153213102,dzoan nguyen,2025-10-22 14:47:13
APP_0114,41,41477,22,34872,72,141074,deposit,0,830,46500,37204,3851,3139,1.1211032620488195,0.2471894183194618,4.045480614819797,0.011677154406697563,0.0,712,0.1848870423266204,dzoan nguyen,2025-10-22 14:47:13
APP_0115,43,27245,27,54332,72,19563,car,0,409,18247,183240,9118,1983,0.6697375665259435,2.777283647702153,0.3600640506515431,0.027697232927164715,0.0,7135,0.7825180960736146,dzoan nguyen,2025-10-22 14:47:13
APP_0116,46,109707,23,84551,24,41205,land,1,351,24896,129588,4512,1193,0.22693173635228173,2.051959713626937,0.48733900249552947,0.03211242977372922,0.0,3319,0.7355939716310426,dzoan nguyen,2025-10-22 14:47:13
APP_0117,22,146163,15,41472,60,160517,car,1,670,31421,188514,5172,1916,0.21497232541751188,0.2583651575845533,3.8704909336418822,0.0047289669751474405,1.746611627192244,3256,0.6295436968289578,dzoan nguyen,2025-10-22 14:47:13
APP_0118,27,40229,14,51943,48,105400,car,0,777,32149,263906,4129,1255,0.7991498670113402,0.49281783681213953,2.0291473345782487,0.026899645363065498,0.2067043790149718,2874,0.696052312908526,dzoan nguyen,2025-10-22 14:47:13
APP_0119,31,62066,7,8958,36,31299,car,1,370,1183,38224,8663,1447,0.019060355105854753,0.2862072270679483,3.4939718687203065,0.004009173030748193,2.100562887623922,7216,0.8329677940666244,dzoan nguyen,2025-10-22 14:47:13
