application_id,income,loan_amount,loan_duration_months,existing_debt,credit_score,collateral_value,DTI,__label
app_15908bce,2540.75,25751.04,37,915.37,593,18025.72,1.2,0
app_177e4fdd,4616.89,14737.78,41,282.69,536,17685.34,0.996,1
app_f0cb1839,1902.43,17935.72,25,1184.43,538,12555.01,1.2,0
app_5da64a4b,1791.84,17127.08,33,410.45,576,20552.5,1.2,1
app_a6755dfb,2156.65,17217.91,37,1270.18,556,12052.54,1.2,0
app_82a828b9,2284.55,28356.5,34,1486.73,477,19849.55,1.2,0
app_a6dbd817,3838.51,19556.38,44,1019.09,675,23467.66,1.2,1
app_b298eb05,2653.05,3851.26,19,1118.19,556,3000.0,1.2,0
app_bbe9e3db,4868.04,10247.89,42,65.43,627,12297.47,0.615,1
app_2fc244b3,3603.86,21500.45,36,1243.32,663,15050.32,1.2,0
app_e03e9079,3662.56,16094.96,27,923.4,625,11266.48,1.2,0
app_7a551b0e,2680.76,1000.0,41,897.3,709,3000.0,0.444,1
app_26c5fabd,2252.49,19172.94,38,497.97,620,13421.06,1.2,0
app_32d6a5e4,5199.39,14488.78,34,707.64,743,17386.54,1.12,1
app_cd563ad9,1500.0,25906.97,46,1043.27,633,18134.88,1.2,0
app_491ca660,2742.47,13656.75,43,922.66,680,9559.72,1.2,0
app_33f45ca4,3491.9,7501.19,25,824.08,698,9001.42,1.2,1
app_1f191c4b,1967.94,10491.57,66,944.38,556,7344.1,1.2,0
app_bbd42b04,3543.45,19095.43,32,0.0,694,22914.52,1.2,1
app_164deadb,4143.7,25554.7,52,633.6,499,17888.29,1.2,0
app_5198bd62,2127.66,15547.08,36,1269.93,561,10882.96,1.2,0
app_75adf5c1,3233.05,5456.38,44,565.52,762,6547.66,0.635,1
app_a6ae0d4c,1500.0,15140.14,51,1062.34,682,10598.1,1.2,0
app_39fb5cd0,4965.68,16416.52,28,354.67,722,19699.82,1.2,1
app_f4917ead,4849.48,22452.26,34,974.52,630,15716.59,1.2,0
app_58959d5b,2307.96,22400.99,49,1885.75,706,15680.69,1.2,0
app_51ff0cfa,4316.67,8316.6,21,800.17,786,9979.92,1.2,1
app_85276599,4001.36,19971.38,36,875.01,658,13979.97,1.2,0
app_59585c39,1952.99,1622.87,6,226.16,691,3000.0,0.947,1
app_8504c5ef,3703.18,18299.71,42,854.19,565,12809.8,1.2,0
app_8a2e792b,1500.0,19539.03,35,477.94,561,13677.32,1.2,0
app_dcda5bd2,2932.44,6905.27,50,550.74,736,8286.32,0.753,1
app_24ae51cb,1552.28,14563.68,50,627.43,556,10194.57,1.2,0
app_73a87720,4668.25,19067.85,50,489.2,656,22881.42,1.085,1
app_3b905260,2862.32,21083.03,33,807.8,653,14758.12,1.2,0
app_30fecd99,4467.81,7962.2,36,269.1,605,5573.54,0.654,0
app_4d5dce9c,3693.76,24244.09,42,0.0,809,29092.9,1.2,1
app_3da1e60b,1500.0,22186.11,57,1062.97,651,15530.28,1.2,0
app_343507f7,4552.72,11328.09,39,0.0,742,13593.7,0.766,1
app_9cf4055f,1840.93,23283.0,32,871.58,587,16298.1,1.2,0
app_12babd10,1721.95,21386.34,33,495.44,570,14970.44,1.2,0
app_5edb7db4,3849.02,14563.28,38,223.0,721,17475.94,1.2,1
app_ef3edce3,4761.33,16484.87,6,448.28,554,11539.41,1.2,0
app_99276c9d,5194.7,19412.07,30,491.83,693,23294.49,1.2,1
app_c9c9ec82,1500.0,18542.57,40,474.69,616,12979.8,1.2,0
app_207d9660,3633.05,7727.36,38,1215.92,672,5409.16,1.006,0
app_9b72f7ab,2888.97,9681.63,36,824.51,837,11617.96,1.2,1
app_434d5072,2729.69,25722.42,33,760.09,676,18005.69,1.2,0
app_22b81ccf,5639.95,23313.1,27,0.0,817,27975.72,1.2,1
app_fe06ccd5,1500.0,16744.65,28,1464.19,609,11721.26,1.2,0
app_dc4db22b,3039.89,19089.83,32,1134.84,534,13362.88,1.2,0
app_279d7c60,2958.84,9416.31,33,108.44,707,11299.57,1.194,1
app_f0a4c174,4713.46,16380.42,46,779.16,681,11466.3,1.072,0
app_2d508650,2849.84,17410.89,40,566.02,611,20893.06,1.2,1
app_f5ea36a3,2035.76,26186.15,17,737.02,631,18330.31,1.2,0
app_1354ac7e,4466.96,25252.16,52,713.18,613,17676.51,1.2,0
app_66917351,3255.04,10143.85,37,96.01,792,12172.62,1.04,1
app_bbd8c538,2541.47,15785.33,25,1401.14,645,11049.73,1.2,0
app_84fdf397,3700.47,4710.27,45,331.38,765,5652.32,0.429,1
app_9da732fb,2504.12,26431.49,35,1529.6,655,18502.04,1.2,0
app_0fceb9e8,1500.0,16166.46,54,1007.49,562,11316.53,1.2,0
app_bf603133,4083.59,18868.68,40,322.12,581,22642.41,1.2,1
app_8b900308,4175.69,12420.6,48,279.26,561,8694.42,0.811,0
app_a4cf8a2f,3130.75,17118.88,29,626.15,821,20542.66,1.2,1
app_3f9e5cb7,2623.0,12657.5,32,496.7,658,8860.25,1.2,0
app_1d89faec,3196.32,19817.27,23,20.66,574,13872.09,1.2,0
app_9763d10d,3670.68,6122.73,25,248.31,754,7347.28,0.868,1
app_01a318a7,1500.0,15005.33,46,27.84,588,10503.73,1.2,0
app_6a7b6000,4031.28,12619.31,57,388.8,651,15143.17,0.755,1
app_f5e5c7ff,2049.98,18240.15,24,281.96,543,12768.11,1.2,0
app_1cfaf253,2213.89,27920.11,28,657.61,503,19544.08,1.2,0
app_d747d2b5,5340.07,14207.99,45,587.97,650,17049.58,0.82,1
app_5d607da3,2707.69,12069.47,41,1379.21,780,8448.63,1.2,0
app_1c1d16cf,3114.59,19409.17,46,0.0,717,23291.0,1.2,1
app_72e8c62d,3863.04,14229.76,41,836.66,624,9960.83,1.2,0
app_c3c3d1a3,1771.97,18551.06,41,684.27,542,12985.74,1.2,0
app_c2571ac4,3935.27,8993.36,36,97.73,762,10792.04,0.787,1
app_cd383e1b,2771.34,9543.59,53,567.11,576,6680.51,0.984,0
app_7a7cc4cb,5150.76,7237.18,60,0.0,497,8684.61,0.281,1
app_918b28b1,2723.67,9386.63,36,562.95,578,6570.64,1.2,0
app_abe50dfc,2789.26,18598.34,32,710.06,585,13018.84,1.2,0
app_6b5d27b0,3315.25,19076.54,23,510.01,723,22891.85,1.2,1
app_43ff9722,1500.0,19913.95,49,812.1,647,13939.77,1.2,0
app_dcdd4f9f,3933.52,12967.74,46,333.37,739,15561.29,0.945,1
app_1a1bc873,1500.0,18602.03,14,733.66,552,13021.42,1.2,0
app_fad433c9,2914.11,15464.05,58,742.72,525,10824.84,1.2,0
app_f5947615,1914.72,11848.45,31,707.9,761,14218.14,1.2,1
app_b2bef4a9,3269.29,12472.71,21,730.6,536,8730.9,1.2,0
app_6e887ab6,4134.01,10200.29,44,189.53,570,12240.35,0.719,1
app_48888c19,3185.06,33436.84,43,276.72,495,23405.79,1.2,0
app_043bd8a0,4102.25,17176.53,35,670.03,669,12023.57,1.2,0
app_066999a3,4210.25,4768.53,29,283.97,666,5722.24,0.536,1
app_bdd225d4,3242.42,12763.62,30,1557.02,721,8934.53,1.2,0
app_2032e2aa,5901.19,14510.34,46,80.89,650,17412.41,0.655,1
app_88e1ea32,1500.0,20986.09,44,1138.95,577,14690.26,1.2,0
app_21c89f12,2121.95,23724.17,23,983.21,686,16606.92,1.2,0
app_f476cc13,4537.01,14472.78,42,591.69,690,17367.34,1.042,1
app_84aee2ee,1500.0,6822.17,39,807.29,727,4775.52,1.2,0
app_51870c50,4148.29,24999.89,26,981.73,736,29999.87,1.2,1
app_4f04da5a,3875.69,13047.95,26,695.58,707,9133.57,1.2,0
app_13fca52b,3032.03,25726.69,23,1576.53,689,18008.68,1.2,0
app_b573ecf5,3408.66,7716.21,35,630.45,688,9259.45,0.961,1
app_dd04c0ea,3147.73,11053.11,52,1381.09,663,7737.18,1.2,0
app_8ef6ba8a,2978.35,17895.77,22,959.57,612,21474.92,1.2,1
app_69f000cb,2304.93,23074.15,23,137.58,563,16151.91,1.2,0
app_48d7bb7e,2022.39,15234.29,37,868.44,603,10664.01,1.2,0
app_f307395e,3117.98,9221.65,40,16.12,618,11065.98,0.892,1
app_66ec3002,2428.94,31327.2,61,0.0,566,21929.04,1.2,0
app_7846c271,3823.46,11037.04,34,143.37,683,13244.44,1.056,1
app_cab59873,1500.0,8096.41,22,883.76,642,5667.49,1.2,0
app_7b8882a1,4826.33,13780.95,47,866.26,572,9646.67,0.909,0
app_b7ca3b14,4659.16,11014.87,26,100.73,630,13217.85,1.113,1
app_f752dcad,1500.0,20601.23,38,446.49,494,14420.86,1.2,0
app_7f82ffa4,4931.35,10722.14,34,324.9,689,12866.57,0.833,1
app_7d89a182,1567.25,24805.97,48,948.63,416,17364.18,1.2,0
app_49d5d78f,2522.9,18151.18,43,1088.63,684,12705.83,1.2,0
app_e7f52a33,3785.06,1000.0,57,1179.49,739,3000.0,0.367,1
app_74894aa8,1500.0,23028.11,35,409.73,650,16119.68,1.2,0
app_78bb79c5,6641.08,12902.37,35,0.0,670,15482.85,0.666,1
app_86fc3c65,4367.39,16275.15,29,694.22,623,11392.6,1.2,0
app_1916bc55,1500.0,20821.08,26,1162.87,720,14574.75,1.2,0
app_c3f5d947,3480.6,14054.72,46,678.11,737,16865.67,1.2,1
app_e7960cfb,3815.39,3402.16,34,524.04,628,3000.0,0.452,0
app_9b5238e8,5378.77,13631.11,29,650.01,850,16357.34,1.17,1
app_281d4de1,2297.79,17163.89,41,863.42,669,12014.73,1.2,0
app_107e3841,1500.0,14816.49,7,938.53,617,10371.54,1.2,0
app_cc3dd7c3,3283.1,6886.79,39,1490.8,610,8264.14,1.1,1
app_22291ed7,2973.92,16828.07,6,1263.31,609,11779.65,1.2,0
app_a7a7bfda,3265.51,11369.62,28,952.75,640,13643.54,1.2,1
app_d47047fd,1500.0,17707.35,27,1604.89,585,12395.14,1.2,0
app_d6e6827d,3829.87,17263.89,18,1843.1,554,12084.72,1.2,0
app_f6dc4bd0,3524.49,19850.69,51,641.56,736,23820.83,1.2,1
app_00678dd5,4494.83,28264.02,47,993.13,448,19784.82,1.2,0
app_76419bc0,4418.64,9460.4,58,367.42,687,11352.48,0.526,1
app_070f16f3,2246.64,21929.46,32,1196.52,702,15350.62,1.2,0
app_2d4e4815,2734.47,23159.16,45,1219.29,499,16211.41,1.2,0
app_cb81b0d1,3320.72,14895.48,42,486.31,533,17874.57,1.2,1
app_0f02b874,1582.02,6418.02,56,290.42,611,4492.61,1.053,0
app_79bdef79,4861.6,6857.43,20,348.7,547,8228.91,0.918,1
app_f83d5cc9,2401.46,14082.38,40,92.08,645,9857.67,1.2,0
app_3fd54e6d,3492.92,12806.17,40,880.34,711,8964.32,1.2,0
app_8418bf06,4765.6,11571.74,15,0.0,667,13886.09,1.2,1
app_5be29162,1664.05,14029.95,49,976.27,671,9820.96,1.2,0
app_27328e9d,4023.06,11261.99,27,0.0,710,13514.38,1.2,1
app_d5d244ee,3910.73,17628.02,45,506.16,577,12339.61,1.2,0
app_f437aaf5,2481.2,19377.13,35,892.37,584,13563.99,1.2,0
app_1f065faf,4506.26,14449.64,31,68.81,646,17339.56,1.2,1
app_6c7262e4,4202.89,19989.03,47,1229.79,606,13992.32,1.2,0
app_16cfd155,4344.84,14510.56,17,572.35,652,17412.67,1.2,1
app_902a3fd1,1765.89,19730.84,69,225.01,457,13811.59,1.2,0
app_31c44fd1,2603.22,6017.8,34,65.47,631,4212.46,0.841,0
app_f64712d6,3941.11,6436.46,50,476.01,744,7723.75,0.513,1
app_5968e260,1500.0,20237.81,22,1850.04,664,14166.47,1.2,0
app_d0a4964b,4183.38,18551.5,37,328.6,710,22261.8,1.2,1
app_ae4aa8f9,1500.0,15345.92,38,606.64,746,10742.15,1.2,0
app_737d4395,2138.61,19513.27,59,1218.05,750,13659.29,1.2,0
app_25724ac5,4161.05,2927.79,6,0.0,715,3513.34,0.704,1
app_478e9787,3436.32,23991.28,19,627.69,631,16793.9,1.2,0
app_0861482d,1776.26,6533.74,38,465.22,764,7840.49,1.2,1
app_f317199d,2588.85,15992.92,24,1016.42,578,11195.05,1.2,0
app_91de476b,3253.63,9738.44,57,610.05,570,6816.91,0.818,0
app_d6d36539,4705.42,15812.91,42,152.27,547,18975.5,0.993,1
app_79591ef8,2310.93,22163.15,41,1276.0,573,15514.21,1.2,0
app_0369321d,3196.39,4702.7,42,485.53,695,5643.24,0.572,1
app_639c128d,2415.49,16251.15,31,1162.79,545,11375.8,1.2,0
app_05c47e14,4016.35,27078.35,56,1394.21,559,18954.85,1.2,0
app_c98976ed,4938.24,11363.08,37,585.72,684,13635.7,0.865,1
app_59e1d570,2498.85,22433.79,47,1215.98,777,15703.66,1.2,0
app_4616bddb,6129.29,12604.29,37,572.55,745,15125.15,0.76,1
app_539f180f,4120.09,13898.81,28,857.58,812,9729.17,1.2,0
app_533b8758,3839.04,8500.8,37,168.03,630,5950.56,0.762,0
app_57e1b726,3819.67,20058.4,52,1091.97,726,24070.08,1.2,1
app_583979f8,3195.54,25332.36,44,598.35,538,17732.65,1.2,0
app_35729254,4564.57,2410.13,56,45.65,787,3000.0,0.123,1
app_71c05fc7,2328.86,8996.53,39,784.33,508,6297.57,1.2,0
app_b2bc830a,3605.25,18787.18,35,1598.38,497,13151.02,1.2,0
app_2513e464,5565.07,16418.36,41,0.0,736,19702.04,0.863,1
app_5f4f6833,2181.79,27821.9,35,327.24,561,19475.33,1.2,0
app_df744dc2,3546.72,14241.62,32,853.58,753,17089.94,1.2,1
app_46e075e4,1934.93,29583.65,39,500.63,559,20708.55,1.2,0
app_f43a98f5,3904.67,25925.42,46,520.77,548,18147.79,1.2,0
app_7073ca46,3531.64,21502.41,35,675.26,592,25802.89,1.2,1
app_394897a6,1500.0,17576.38,42,965.31,627,12303.46,1.2,0
app_b4d9a36f,3814.75,13307.04,41,259.15,610,15968.44,1.089,1
app_bf3d3e2b,2205.46,25723.79,7,643.02,599,18006.65,1.2,0
app_7b525fda,1500.0,27554.31,33,1026.94,544,19288.02,1.2,0
app_6b307d1d,3389.28,11294.26,30,178.48,635,13553.12,1.2,1
app_aedf31ba,3094.04,9087.51,49,1047.84,583,6361.25,1.058,0
app_cac11ec1,4592.34,4010.85,33,0.0,694,4813.02,0.318,1
app_bb2f1c18,1850.14,10979.61,23,1013.47,545,7685.73,1.2,0
app_203cc91c,1500.0,18533.72,40,834.98,506,12973.6,1.2,0
app_56609a6e,5110.77,11511.11,52,345.68,763,13813.33,0.587,1
app_8d7a5a8b,1500.0,15645.04,30,1594.16,558,10951.53,1.2,0
app_5d1798d2,2734.96,8615.02,26,377.03,628,10338.02,1.2,1
app_d416346b,1516.88,22318.03,8,1174.98,665,15622.62,1.2,0
app_8d429e83,3431.38,7894.14,17,836.27,601,5525.9,1.2,0
app_a05cb389,2403.29,18472.54,55,136.85,673,22167.05,1.2,1
app_f0b9f4e2,4272.35,19812.95,39,965.97,457,13869.07,1.2,0
app_9e96019d,2957.67,19790.19,21,830.39,743,23748.23,1.2,1
app_7b638442,1595.23,22496.97,42,1660.31,610,15747.88,1.2,0
app_c36fdb6f,2648.98,11270.93,59,14.56,608,7889.65,0.871,0
app_aaaa786b,4365.09,14576.46,41,368.31,813,17491.76,1.062,1
app_265961c6,3648.97,23934.18,65,621.81,585,16753.92,1.2,0
app_13e49d31,4184.0,3864.27,50,230.99,707,4637.12,0.277,1
app_8882a5f4,2900.12,17899.18,24,1027.28,520,12529.43,1.2,0
app_bdb7c0d5,2527.62,15487.83,43,1112.3,579,10841.48,1.2,0
app_b16c2c6c,4623.86,16140.6,43,0.0,520,19368.72,0.974,1
app_4e1c56b3,2424.33,4421.6,39,289.52,629,3095.12,0.681,0
app_7c9c4511,2814.5,1000.0,11,473.63,554,3000.0,0.524,1
app_86eb74d9,3087.54,19200.33,53,1440.77,702,13440.23,1.2,0
app_4687ccba,1500.0,15205.3,45,692.63,608,10643.71,1.2,0
app_48f61d04,2640.01,14980.04,36,0.0,790,17976.04,1.2,1
app_8cc1c95a,1500.0,21433.81,49,883.52,593,15003.67,1.2,0
