application_id,income,loan_amount,loan_duration_months,existing_debt,credit_score,collateral_value,DTI,__label
app_9b207193,1500.0,23697.18,47,843.72,637,16588.03,1.2,0
app_8723fe92,4781.44,16987.11,47,217.75,806,20384.53,0.953,1
app_778262ed,1500.0,23170.34,41,1249.45,731,16219.24,1.2,0
app_8270e408,5484.45,5128.94,15,726.76,628,6154.73,0.881,1
app_42b68a38,3987.59,17038.36,16,0.0,718,20446.04,1.2,1
app_e77c8e70,2544.39,16525.18,36,555.79,494,11567.63,1.2,0
app_25213958,3833.35,6169.75,16,602.27,695,7403.7,1.2,1
app_19a926ef,2906.53,12064.23,28,500.38,537,8444.96,1.2,0
app_224d7768,4195.41,7302.15,40,535.9,841,8762.58,0.65,1
app_765ba01d,2607.21,17327.41,34,394.39,598,20792.9,1.2,1
app_1fc53cad,2039.81,22459.18,35,932.42,579,15721.43,1.2,0
app_c11276fb,5154.57,11871.16,9,123.17,562,14245.4,1.2,1
app_731ab41e,1500.0,14819.31,52,918.85,517,10373.52,1.2,0
app_f2e17817,3059.3,18783.68,37,419.2,696,22540.42,1.2,1
app_2e6799f8,4038.4,16832.43,42,486.28,626,20198.92,1.2,1
app_8b691e17,3011.11,13894.52,49,391.58,590,9726.16,1.2,0
app_b450e620,3992.64,4052.13,56,984.16,667,4862.55,0.464,1
app_2140048b,3271.72,20272.06,6,1000.16,595,14190.44,1.2,0
app_81505af4,4083.22,5538.75,32,328.7,783,6646.5,0.589,1
app_54d7e0e1,4334.43,11966.67,54,177.9,672,14360.0,0.655,1
app_ec13010a,1500.0,27414.64,47,1266.74,646,19190.24,1.2,0
app_e6362b7d,4110.15,13292.93,32,318.56,703,15951.52,1.2,1
app_44992245,4011.83,21334.13,35,668.24,555,14933.89,1.2,0
app_3bfb60ff,5602.71,15040.12,36,261.53,622,18048.15,0.941,1
app_582f92b2,3933.14,17241.95,31,309.1,684,20690.34,1.2,1
app_ac48a494,2609.59,8441.93,33,558.24,661,5909.35,1.2,0
app_736028e3,3229.4,15462.28,54,274.56,657,18554.74,1.149,1
app_1a0ab2b7,2691.43,17987.83,24,1084.37,741,12591.48,1.2,0
app_16a62769,3741.89,10782.74,23,527.64,612,12939.29,1.2,1
app_2df28fda,2893.07,19678.0,25,832.54,806,23613.6,1.2,1
app_a9b4d243,2759.33,21320.35,59,821.31,558,14924.24,1.2,0
app_b9fd1519,2646.77,12250.24,53,783.84,634,14700.29,1.2,1
app_31605fd5,1644.62,14974.97,39,817.88,615,10482.48,1.2,0
app_da20b6a2,4296.74,10207.36,35,482.64,694,12248.83,0.927,1
app_a8e911ad,4503.52,23225.25,43,422.32,581,27870.31,1.2,1
app_346e9cea,2887.96,6319.93,19,1241.86,649,4423.95,1.2,0
app_4977d346,3850.06,1739.93,31,128.5,744,3000.0,0.208,1
app_cc83f513,4757.73,19301.58,26,431.78,596,13511.11,1.2,0
app_3425cb8c,3823.21,5090.89,37,0.0,777,6109.06,0.432,1
app_0397ad59,5062.65,18508.51,30,605.81,690,22210.21,1.2,1
app_d8cff6da,2111.19,15965.13,20,322.45,655,11175.59,1.2,0
app_cbcbaf0a,3808.76,13298.55,48,0.0,645,15958.26,0.873,1
app_85e7c351,2675.33,20352.57,31,1311.67,614,14246.8,1.2,0
app_64b59806,2786.62,6415.42,45,585.53,567,7698.5,0.824,1
app_57669bfa,5347.71,15588.16,52,246.52,679,18705.79,0.719,1
app_71e6d64f,1500.0,33221.58,33,1535.01,554,23255.1,1.2,0
app_8117ff8b,4163.84,1971.89,31,793.5,612,3000.0,0.374,1
app_b39fe86c,3572.23,20023.43,23,699.36,567,14016.4,1.2,0
app_505e48f6,3950.48,8783.14,26,278.16,628,10539.76,1.097,1
app_83f54ee8,2710.47,11710.94,46,0.0,700,14053.13,1.127,1
app_982af568,1850.04,12137.13,46,692.73,704,8495.99,1.2,0
app_959ff7b1,3220.16,14319.01,33,98.39,741,17182.81,1.2,1
app_f8cf5fc0,2345.02,21619.26,35,465.67,592,15133.48,1.2,0
app_5acd5671,4051.96,17750.78,25,384.27,579,21300.93,1.2,1
app_631cb61b,4651.49,5511.1,14,376.31,777,6613.32,1.096,1
app_be95698b,1500.0,11471.79,27,448.2,626,8030.25,1.2,0
app_7303b786,3192.63,7670.91,42,97.79,730,9205.09,0.717,1
app_2a46a469,1528.61,10727.17,13,1644.48,577,7509.02,1.2,0
app_5a315f83,4243.93,11813.7,37,419.87,833,14176.44,1.002,1
app_30a92d0a,2961.07,2655.23,23,0.0,752,3186.27,0.468,1
app_2f192704,3320.38,12232.11,19,758.08,697,8562.47,1.2,0
app_28a7e195,1500.0,15159.76,23,816.15,624,18191.71,1.2,1
app_acccffa8,2214.58,8962.33,24,1454.34,657,6273.63,1.2,0
app_ea4a02e4,3598.33,6778.97,13,242.54,697,8134.76,1.2,1
app_5740d56e,3915.95,11437.25,22,373.49,697,13724.7,1.2,1
app_8695385b,3790.56,29200.4,34,593.48,595,20440.28,1.2,0
app_90cf33fa,3392.38,7545.4,35,0.0,742,9054.48,0.763,1
app_13628093,2396.08,19500.05,33,609.1,533,13650.03,1.2,0
app_88760644,3762.72,8707.44,38,398.23,604,10448.93,0.837,1
app_db6d35b9,4067.12,3942.84,28,282.26,554,4731.4,0.485,1
app_b60c124e,2591.51,18905.9,34,730.27,573,13234.13,1.2,0
app_151b590a,3023.46,10381.8,29,436.67,615,12458.16,1.2,1
app_0233557c,2735.59,18859.31,34,724.32,638,13201.52,1.2,0
app_589eb1c0,2335.4,14762.72,38,513.35,726,17715.26,1.2,1
app_5cbf8ea6,3346.36,10443.24,43,572.26,714,12531.89,1.042,1
app_910ca972,1500.0,21227.32,50,1303.87,616,14859.13,1.2,0
app_3903238c,2442.32,17655.27,34,0.0,726,21186.32,1.2,1
app_31141661,1500.0,10221.36,28,1409.04,574,7154.95,1.2,0
app_4baf8bd9,4270.99,22487.81,55,358.66,683,26985.37,1.2,1
app_2695e8cc,2739.13,7833.25,41,558.29,707,9399.9,1.041,1
app_e32e6dd0,3494.8,13365.79,35,1192.5,640,9356.05,1.2,0
app_785528d7,5070.95,14382.12,32,544.88,629,17258.55,1.171,1
app_bca1325b,1500.0,21484.03,35,1023.36,481,15038.82,1.2,0
app_e1cb5190,3634.89,8400.86,25,0.0,676,10081.03,1.109,1
app_581f8609,4897.3,14285.99,28,394.05,752,17143.18,1.2,1
app_a6bdbb6a,1500.0,17252.78,42,1172.85,719,12076.95,1.2,0
app_eeba7a2d,5135.05,13875.38,39,714.78,662,16650.45,0.971,1
app_81e07957,2459.81,23437.43,59,836.29,596,16406.2,1.2,0
app_64ea9cf8,4198.48,20059.22,35,987.74,632,24071.07,1.2,1
app_c8f127ec,3813.96,10811.01,45,818.1,594,12973.21,0.97,1
app_4ea80acc,1584.88,20021.11,28,291.03,672,14014.78,1.2,0
app_2b6bffde,4493.97,14959.06,30,811.58,683,17950.88,1.2,1
app_df2846e3,3596.44,12530.01,25,981.87,550,8771.01,1.2,0
app_c39c9926,4675.45,13560.53,24,429.15,675,16272.63,1.2,1
app_26d75cea,4915.83,8204.68,30,884.49,850,9845.62,0.848,1
app_ea191325,4499.01,18379.34,38,1513.38,591,12865.54,1.2,0
app_d8eb4e0b,3023.65,12701.25,41,68.34,584,15241.5,1.2,1
app_9323548c,1500.0,21992.58,26,843.46,614,15394.8,1.2,0
app_466edc53,4619.14,9990.58,41,43.98,674,11988.7,0.643,1
app_2c17c204,2975.58,18790.6,35,104.28,675,22548.72,1.2,1
app_262224fc,2278.27,22203.12,16,485.12,573,15542.18,1.2,0
app_218c3fbd,6532.31,17734.07,34,684.8,844,21280.89,1.063,1
app_cfa8b681,2266.26,15801.52,50,1097.67,646,11061.06,1.2,0
app_0e279008,3491.78,23545.22,56,626.38,747,28254.26,1.2,1
app_0a4b4c73,1972.74,15826.26,33,573.56,747,18991.51,1.2,1
app_39161887,2158.71,7857.11,40,603.45,576,5499.98,1.2,0
app_91d22f2d,3395.49,9950.55,8,886.78,717,11940.67,1.2,1
app_4f013498,3611.4,29879.05,36,179.03,537,20915.34,1.2,0
app_59fc680f,2793.1,8988.75,36,0.0,723,10786.5,1.073,1
app_a64d5437,2489.64,13784.19,34,274.55,694,16541.03,1.2,1
app_34b1bd02,1960.22,14325.17,15,888.15,729,10027.62,1.2,0
app_3979d219,5980.5,19930.91,44,129.41,800,23917.09,0.931,1
app_40f51054,2443.87,17586.75,32,936.78,569,12310.72,1.2,0
app_85053a87,3916.22,5492.41,31,1312.22,695,6590.89,0.878,1
app_c03d7b79,3761.34,15194.25,44,0.0,685,18233.09,1.102,1
app_3baeed23,3418.28,19619.03,37,1521.61,552,13733.32,1.2,0
app_e9598cbc,4082.75,8879.65,53,0.0,653,10655.58,0.492,1
app_6f2f3fe1,1970.84,21981.24,43,1458.08,489,15386.87,1.2,0
app_b4d51de8,4750.48,10240.32,28,615.83,635,12288.38,1.053,1
app_92cb394e,1923.09,9778.69,18,140.43,726,11734.43,1.2,1
app_b0c1257f,2812.0,27521.4,33,286.67,547,19264.98,1.2,0
app_99eabe63,3080.62,4693.05,41,141.91,561,5631.66,0.492,1
app_247afdf5,3196.92,17331.44,40,942.29,644,12132.01,1.2,0
app_20315ffd,4038.02,19417.21,41,556.83,728,23300.66,1.2,1
app_06bb105c,2543.36,11012.19,32,483.02,604,13214.62,1.2,1
app_0263c6c4,4134.11,18626.33,21,216.45,580,13038.43,1.2,0
app_128efdfc,3910.32,7690.25,37,143.53,738,9228.3,0.675,1
app_c4ee6840,1775.46,17769.0,47,1928.67,529,12438.3,1.2,0
app_d391502f,3535.49,6960.99,45,0.0,666,8353.18,0.525,1
app_fcb8c728,3970.4,6127.93,24,209.75,552,7353.51,0.825,1
app_685cb685,1500.0,15521.8,37,825.7,475,10865.26,1.2,0
app_a65d934d,3536.21,16790.63,42,368.5,637,20148.75,1.2,1
app_363c329e,3131.22,14526.43,21,579.13,701,10168.5,1.2,0
app_59ae636b,4220.18,18955.48,30,775.26,657,22746.58,1.2,1
app_6611ffe7,3842.57,26918.1,45,199.53,694,32301.72,1.2,1
app_4cbbfdc5,2826.22,25262.75,30,203.47,580,17683.92,1.2,0
app_07e49e4e,4015.39,12657.23,51,526.67,756,15188.67,0.873,1
app_999f232d,1500.0,23207.41,61,1209.16,617,16245.19,1.2,0
app_e7861461,4153.99,22722.85,24,355.56,732,27267.42,1.2,1
app_0a6e9189,4744.0,9376.03,39,288.83,708,11251.24,0.669,1
app_4bcfdab6,2367.91,11150.44,35,1250.86,532,7805.31,1.2,0
app_43ddfc6a,3758.91,15988.68,23,473.06,625,19186.42,1.2,1
app_40f973e4,3634.63,31876.93,60,812.33,651,22313.85,1.2,0
app_272278ba,4121.0,12612.64,54,0.0,773,15135.16,0.68,1
app_8dd42f5e,3951.02,20451.24,38,130.93,719,24541.49,1.2,1
app_24e43dbf,3235.97,18214.58,41,691.33,450,12750.21,1.2,0
app_a2f49423,4900.02,16194.96,37,427.36,772,19433.95,1.159,1
app_cde16ca4,2042.89,13760.8,33,1375.64,502,9632.56,1.2,0
app_1917ea14,5191.83,8164.48,22,904.02,693,9797.38,1.032,1
app_fca6d403,2699.77,9847.6,47,876.83,670,11817.12,1.2,1
app_14b1365c,2906.32,22284.51,28,1042.01,597,15599.16,1.2,0
app_c71719a5,3463.98,9047.11,36,411.94,660,10856.53,0.99,1
app_65074250,2074.05,24680.02,38,1254.04,684,17276.02,1.2,0
app_f3fcbc49,4588.84,25625.32,26,723.36,677,30750.38,1.2,1
app_ee1af39d,5855.78,22202.64,12,12.45,746,26643.17,1.2,1
app_f971675f,3289.87,22419.39,35,1082.05,645,15693.57,1.2,0
app_bbbec0bc,3922.13,18163.81,8,653.52,627,21796.57,1.2,1
app_52e44f11,3458.68,16627.89,25,1049.56,536,11639.53,1.2,0
app_5fb05c95,3087.23,2596.23,35,598.73,771,3115.48,0.482,1
app_81e71a18,3858.27,18287.13,36,362.68,740,21944.56,1.2,1
app_3ba49c63,3558.39,15951.39,33,835.67,605,11165.98,1.2,0
app_706f6f4f,3099.59,18168.04,31,584.98,642,21801.64,1.2,1
app_9fc2a324,2858.8,20349.56,30,1708.36,625,14244.69,1.2,0
app_b0faae61,5776.93,17754.83,28,247.13,730,21305.8,1.2,1
app_0bb74a53,4061.17,12296.77,32,0.0,684,14756.12,1.135,1
app_6270f17c,1500.0,20230.92,27,613.83,584,14161.64,1.2,0
app_b83ed9dd,4272.67,3407.96,15,0.0,557,4089.56,0.638,1
app_15e7abea,1533.15,27545.3,23,1160.56,503,19281.71,1.2,0
app_961232ca,4299.12,10081.6,35,627.51,822,12097.92,0.95,1
app_328869ad,4194.71,12746.15,24,633.34,682,15295.38,1.2,1
app_2c5f5f08,3332.01,17737.76,56,106.83,579,12416.43,1.173,0
app_ee04911e,4881.48,9895.85,26,293.65,603,11875.02,0.996,1
app_7c6574dc,2618.95,32642.77,49,456.4,538,22849.94,1.2,0
app_2396a205,3595.27,18026.5,26,123.91,761,21631.8,1.2,1
app_044edc77,4864.65,9757.11,22,0.0,651,11708.53,1.094,1
app_c68cb96e,1500.0,22498.92,28,1092.52,730,15749.24,1.2,0
app_c80c8311,5173.0,5093.19,46,863.14,647,6111.83,0.424,1
app_d9bd1859,1546.7,17341.85,16,1488.29,431,12139.29,1.2,0
app_0ae8b82c,2893.19,10382.61,33,466.45,719,12459.13,1.2,1
app_4d18716c,3786.39,18821.32,10,399.93,649,22585.58,1.2,1
app_a37c5d7c,2632.51,19324.56,25,643.62,655,13527.19,1.2,0
app_d7f0772e,4349.06,7918.51,60,1323.67,597,9502.21,0.669,1
app_54774fe6,2801.79,33053.97,45,988.42,585,23137.78,1.2,0
app_87818744,3458.81,10724.91,29,697.96,672,12869.89,1.2,1
app_bf6f9c6c,3558.85,4787.04,35,42.35,687,5744.44,0.473,1
app_c694bffa,3541.82,20195.55,42,1042.44,604,14136.88,1.2,0
app_12507438,3872.67,10153.16,45,0.0,793,12183.8,0.699,1
app_33f9ca2a,2534.08,13507.8,30,629.2,611,9455.46,1.2,0
app_d6db9d39,3282.16,18852.79,26,0.0,648,22623.34,1.2,1
app_ee550f95,1991.48,11760.79,48,659.1,606,14112.94,1.2,1
app_6e70082d,1737.74,28671.8,39,901.65,673,20070.26,1.2,0
app_c486d1bb,6452.74,19779.44,37,541.88,743,23735.33,1.078,1
app_884cb174,1887.3,11647.68,36,521.12,595,8153.38,1.2,0
app_f7b2ab92,4096.12,26046.22,25,351.28,688,31255.47,1.2,1
app_a759a37a,4437.31,18280.35,30,71.46,585,21936.42,1.2,1
app_f326fb56,1573.8,21218.65,36,493.83,573,14853.05,1.2,0
app_670300cd,4031.47,15022.07,28,299.82,572,18026.49,1.2,1
app_ebc7c99d,1500.0,27706.29,9,764.88,615,19394.41,1.2,0
app_678626b9,3625.65,7151.05,35,398.01,694,8581.27,0.786,1
app_ce0917dc,2122.29,11115.58,25,180.91,715,13338.69,1.2,1
app_c2b99840,3140.73,23380.66,30,1269.6,682,16366.46,1.2,0
app_ef1caea6,5136.64,20338.61,34,330.35,757,24406.33,1.2,1
app_0bf12794,1500.0,19256.57,29,752.48,478,13479.6,1.2,0
app_36057fd4,3109.46,11877.04,46,796.01,694,14252.44,1.2,1
app_7e187bbb,3810.71,7015.92,40,300.97,742,8419.11,0.631,1
app_e23e5ed9,4251.69,17805.75,18,555.66,497,12464.03,1.2,0
app_4d92563f,2802.89,19831.62,38,0.0,745,23797.95,1.2,1
app_8b09bed3,3760.37,15840.75,27,765.05,619,11088.53,1.2,0
app_8649b9d8,4639.97,19093.3,50,874.16,795,22911.96,1.176,1
app_2ab165f2,4661.39,2814.56,34,525.57,673,3377.47,0.326,1
app_fbe77e93,3411.26,15838.72,24,1477.72,646,11087.1,1.2,0
app_b2e0cccc,4219.25,17560.25,48,536.41,527,21072.31,1.168,1
app_eaa0531c,1824.41,15260.53,24,979.47,683,10682.37,1.2,0
app_5e0da035,3515.09,5191.0,60,219.42,613,6229.2,0.358,1
app_ed7f8e1a,4237.68,14554.1,27,716.18,665,17464.91,1.2,1
app_a604fd4f,1577.05,19071.55,45,646.46,623,13350.08,1.2,0
app_98091bfb,3906.51,28946.6,27,953.67,696,34735.92,1.2,1
app_911c54e6,2373.24,22329.99,46,1406.81,623,15630.99,1.2,0
app_bf143cb7,3399.6,8774.12,42,632.36,797,10528.95,0.923,1
app_794350b4,4418.43,18361.01,54,465.92,596,22033.21,1.029,1
app_9a39ef00,1500.0,9373.18,55,561.04,686,6561.23,1.2,0
app_55eea59b,4585.73,22291.61,48,359.05,685,26749.94,1.2,1
app_12e495fc,2585.17,19051.57,29,886.95,712,13336.1,1.2,0
app_99d6c142,2297.86,13550.93,25,474.81,758,16261.11,1.2,1
app_617433c1,3942.39,16637.92,16,842.8,657,19965.51,1.2,1
app_206dde66,3122.41,19094.69,6,597.57,615,13366.28,1.2,0
app_f9eecc22,5553.98,13723.61,39,0.0,800,16468.33,0.76,1
app_870dbe1c,4307.08,18171.45,33,252.38,661,12720.02,1.2,0
app_5cb462f3,6702.28,16302.68,51,616.83,631,19563.21,0.664,1
app_ffd0b4c1,5336.67,4592.55,33,511.54,761,5511.06,0.409,1
app_44b39a2d,2915.99,20321.01,26,384.25,604,14224.7,1.2,0
app_0312fcb3,3289.81,4153.29,20,203.95,570,4983.94,0.819,1
app_de5a3510,1500.0,8189.18,38,1063.19,740,5732.42,1.2,0
app_2287602d,2502.47,7922.42,46,313.29,677,9506.9,0.951,1
app_b52d8377,5709.17,9969.56,22,0.0,723,11963.48,0.952,1
app_d421727b,2805.24,9769.79,24,1113.89,640,6838.85,1.2,0
app_ce6b2f04,3356.78,15733.3,42,0.0,678,18879.96,1.2,1
app_3961d1d9,2915.13,14561.55,10,786.79,652,10193.08,1.2,0
app_69d0c9ef,5580.41,1000.0,67,0.0,766,3000.0,0.032,1
app_d787b93d,5234.2,17898.1,37,0.0,743,21477.72,1.109,1
app_6dcf3425,1784.77,2863.83,69,1183.24,727,3000.0,0.942,0
app_0e0410f3,3088.38,20805.02,55,1021.82,698,24966.02,1.2,1
app_04b8cf88,1500.0,16936.12,9,219.2,606,11855.29,1.2,0
app_d85d75c2,3008.6,11013.32,34,1172.29,790,13215.98,1.2,1
app_5d59e925,3955.13,19253.4,26,265.24,763,23104.08,1.2,1
app_badad63a,1500.0,16326.12,20,946.99,714,11428.28,1.2,0
app_d290679e,3247.9,13355.28,25,0.0,613,16026.33,1.2,1
app_f34dd5d6,3954.75,32174.61,41,613.48,649,22522.23,1.2,0
app_5ccaf5aa,3665.68,16808.39,39,511.88,742,20170.07,1.2,1
app_352d27e0,3420.51,9573.79,15,223.25,600,11488.55,1.2,1
app_b716a8c4,2355.32,12254.21,37,1081.3,500,8577.95,1.2,0
app_a912f3a9,3186.72,6340.13,44,1082.54,759,7608.15,0.882,1
app_cd3eaa28,2150.58,26790.04,17,1499.74,554,18753.03,1.2,0
app_21b8f9bf,1500.0,27904.83,54,0.0,711,33485.79,1.2,1
app_46a040f9,3785.5,12613.32,18,127.4,732,15135.99,1.2,1
app_195bf723,2722.7,25195.43,36,1839.69,549,17636.8,1.2,0
app_2504c300,4259.33,1000.0,20,931.41,634,3000.0,0.36,1
app_f007cae7,3030.68,17629.37,23,760.7,564,12340.56,1.2,0
app_3fb026bd,3512.63,16521.65,43,169.03,636,19825.98,1.2,1
app_2a998434,4282.34,11399.91,48,1462.12,759,13679.89,1.007,1
app_940767c0,2465.27,16967.74,25,537.33,529,11877.42,1.2,0
app_a5f589b2,3604.66,9437.14,44,240.4,686,11324.57,0.781,1
app_1f87de8d,1500.0,27867.45,42,1615.55,655,19507.22,1.2,0
app_d35a0413,5489.64,10509.07,44,1482.2,614,12610.89,0.792,1
app_9bd76b34,5176.27,22187.67,41,706.08,789,26625.2,1.2,1
app_bf6e21d1,1829.7,20504.47,25,623.5,555,14353.13,1.2,0
app_f9496cd1,3853.73,12898.65,41,0.0,841,15478.38,0.98,1
app_5d8dc363,3683.53,22461.38,31,863.48,639,15722.96,1.2,0
app_c6177e24,4421.44,1673.63,45,1595.3,567,3000.0,0.462,1
app_f6d992f2,5019.68,14271.01,34,962.81,615,17125.21,1.195,1
app_b235be7c,2667.09,27011.73,33,728.29,608,18908.21,1.2,0
app_e571ade8,3543.24,21535.01,24,758.77,609,25842.01,1.2,1
app_2a2df1b1,3187.57,17353.2,6,897.54,523,12147.24,1.2,0
app_73b71836,3543.22,21489.31,22,0.0,803,25787.17,1.2,1
app_efcd191b,4119.2,21508.39,39,37.17,695,25810.06,1.2,1
app_7cb0a38c,3764.13,23805.03,36,920.06,591,16663.52,1.2,0
app_61e2b938,3405.33,23915.28,36,0.0,665,28698.33,1.2,1
app_64d8cc1a,3246.82,21957.36,34,625.1,601,15370.15,1.2,0
app_2b35fd0c,2279.31,3969.34,45,202.89,726,4763.21,0.553,1
app_606b4088,5252.59,16007.47,36,1275.19,748,19208.97,1.2,1
app_1927f88e,2135.54,22516.18,41,548.01,605,15761.33,1.2,0
app_df399b3a,3830.38,1000.0,33,283.58,668,3000.0,0.169,1
app_50a85f3b,1500.0,15812.1,35,941.92,518,11068.47,1.2,0
app_ce72e96f,4650.23,4501.97,33,936.66,650,5402.37,0.553,1
app_8894c8e2,3475.0,18620.12,31,277.9,715,22344.14,1.2,1
app_3fb58507,3578.42,4412.24,25,486.03,521,3088.57,0.728,0
app_a09106b8,3122.22,6830.71,39,35.15,708,8196.85,0.684,1
app_bde1c003,2911.42,13511.68,37,1571.01,623,9458.18,1.2,0
app_5ab7251e,3347.02,11600.88,24,510.85,761,13921.05,1.2,1
app_c865c5a9,3162.06,10716.34,49,196.61,713,12859.6,0.892,1
app_3d5f893a,1500.0,12979.29,29,1770.53,571,9085.5,1.2,0
app_3abc30b6,3470.04,8620.84,34,662.37,713,10345.01,1.068,1
app_206e532c,4557.81,19282.77,53,1010.68,642,13497.94,1.18,0
app_a21405f2,2556.4,11237.64,35,302.82,549,13485.17,1.2,1
app_245bc4e0,4880.62,9677.1,30,297.93,684,11612.52,0.854,1
app_5329a747,2907.1,10373.81,24,1016.25,610,7261.66,1.2,0
app_96b7c9c5,3623.35,8556.53,25,376.66,782,10267.83,1.2,1
app_8a64e77c,1500.0,27139.91,46,718.81,654,18997.94,1.2,0
app_61b8170f,2534.1,1610.55,20,236.1,677,3000.0,0.475,1
app_b6cf7ce1,3484.86,12596.54,10,598.14,600,15115.84,1.2,1
app_0ff20c07,1839.15,15522.9,22,351.6,529,10866.03,1.2,0
app_2c51433f,3988.08,15539.89,42,2.2,644,18647.87,1.114,1
app_b562af5e,1579.4,20698.87,11,1395.34,566,14489.21,1.2,0
app_3765e508,3216.48,14036.72,48,537.03,773,16844.07,1.2,1
app_e382f678,4134.36,19377.83,50,360.21,800,23253.4,1.2,1
app_2058ed2d,2664.73,18521.36,24,784.49,654,12964.95,1.2,0
app_4a117f9a,2687.35,15897.74,40,511.02,545,19077.29,1.2,1
app_61fd0f87,2396.76,21889.56,26,936.12,433,15322.69,1.2,0
app_467d1354,4671.39,8025.4,46,0.0,748,9630.48,0.448,1
app_eba53e58,3763.06,16845.62,24,152.62,850,20214.75,1.2,1
app_c9b5738f,1670.05,13763.84,32,490.98,683,9634.69,1.2,0
app_750322a8,5725.01,7775.36,15,868.79,777,9330.44,1.2,1
app_038502d7,3321.66,24939.07,25,832.6,503,17457.35,1.2,0
app_43d6e7ef,2581.84,17886.61,27,1311.83,705,21463.93,1.2,1
app_8c77f92e,3359.58,16787.31,57,594.45,614,20144.77,1.2,1
app_bd97fbec,2871.0,26253.59,30,590.54,671,18377.51,1.2,0
app_cfbf8503,4139.97,5384.75,31,97.74,720,6461.7,0.527,1
app_ea8e64eb,2609.68,24902.68,44,274.59,628,17431.88,1.2,0
app_8cf50d19,4896.93,14735.28,48,180.17,633,17682.33,0.789,1
app_310c806e,4930.07,5607.21,10,810.12,649,6728.65,1.2,1
app_b7d3c35b,2193.93,9612.12,20,437.36,574,6728.49,1.2,0
app_4f807462,4370.0,1000.0,45,0.0,625,3000.0,0.061,1
app_4a112b77,3177.86,17552.2,17,1637.84,539,12286.54,1.2,0
app_9bf17407,4247.32,13199.34,52,217.73,770,15839.21,0.768,1
app_ea9e8cd2,3258.11,18732.77,26,255.12,832,22479.33,1.2,1
app_94ba8d9e,2816.97,18658.55,62,1044.54,542,13060.99,1.2,0
app_af49d89f,4734.63,4909.91,49,882.39,659,5891.9,0.44,1
app_07cda8dc,1872.1,19059.03,36,508.92,639,13341.32,1.2,0
app_9d64068d,1958.12,9402.84,31,290.69,721,11283.41,1.2,1
app_923523c5,2771.98,15531.09,33,139.91,604,18637.31,1.2,1
app_d3c1f6aa,1500.0,20161.95,24,925.68,674,14113.36,1.2,0
app_934790bf,5032.64,21362.38,32,0.0,771,25634.86,1.2,1
