application_id,income,loan_amount,loan_duration_months,existing_debt,credit_score,collateral_value,DTI,__label
app_f9822d3a,4385.85,7421.66,22,876.46,718,8905.99,1.123,1
app_e10e0ba1,2980.14,7532.48,47,1081.77,522,5272.74,1.008,0
app_ccab84d8,3528.48,13582.3,36,283.13,692,16298.76,1.2,1
app_c06cf45d,2248.02,18915.38,53,0.0,583,13240.76,1.2,0
app_f68d2797,4176.51,13775.96,31,0.0,722,16531.16,1.2,1
app_6a16250c,4227.35,8796.83,46,768.59,595,6157.78,0.725,0
app_2d4e426c,2947.1,9993.26,51,633.06,821,11991.92,1.013,1
app_29d9d7ea,3677.41,20634.52,56,1075.6,657,14444.16,1.2,0
app_a131435d,3703.43,12399.27,27,795.83,617,14879.13,1.2,1
app_e19dc6e6,3282.35,16856.09,50,1200.35,727,11799.27,1.2,0
app_7b711841,4730.77,2567.76,35,0.0,663,3081.31,0.186,1
app_b1089610,4011.23,21825.2,27,494.51,602,15277.64,1.2,0
app_05f4c0c9,2783.44,7973.16,39,862.12,742,9567.79,1.191,1
app_98eefe28,1500.0,19826.2,36,1065.56,713,13878.34,1.2,0
app_2e56dfc5,1936.76,8453.38,43,0.0,803,10144.06,1.2,1
app_4f07e244,2868.36,23079.5,29,1225.51,674,16155.65,1.2,0
app_2d02d534,4232.88,13406.41,39,54.66,689,16087.69,0.987,1
app_55add027,2347.48,20300.36,47,476.59,591,14210.25,1.2,0
app_931a19e8,5481.46,7538.47,26,480.92,759,9046.16,0.722,1
app_2d104d9e,2511.43,25973.76,46,1236.73,638,18181.63,1.2,0
app_41bec1ac,6327.65,10769.03,11,1041.7,667,12922.84,1.2,1
app_d7467b0e,2607.88,25857.3,16,399.34,487,18100.11,1.2,0
app_02e4a0f8,3205.86,14637.82,42,510.51,601,17565.38,1.2,1
app_98009da2,1500.0,18326.12,30,1083.75,649,12828.29,1.2,0
app_54f832ef,4138.24,16560.8,38,612.03,650,19872.96,1.2,1
app_588e6f9e,2320.39,19180.66,45,742.5,636,13426.46,1.2,0
app_bb421389,3734.16,11294.75,45,0.0,609,13553.7,0.807,1
app_af1a541e,1500.0,3998.3,27,1199.77,580,3000.0,1.2,0
app_c8f560d6,4197.79,18535.3,51,372.34,794,22242.37,1.128,1
app_86075ced,2592.13,12975.61,28,307.79,537,9082.93,1.2,0
app_683c6ddf,3641.98,16821.51,56,0.0,727,20185.81,0.99,1
app_98d45dda,1500.0,20848.18,34,167.64,664,14593.73,1.2,0
app_cc0d8b72,3395.0,8796.6,23,138.29,729,10555.92,1.2,1
app_40ac925f,2310.76,19971.97,40,1428.26,576,13980.38,1.2,0
app_3bfe07a3,2523.14,18403.33,32,845.84,726,22084.0,1.2,1
app_aeb6a7e3,2368.86,20092.66,59,1730.79,604,14064.86,1.2,0
app_b3b263d9,4160.19,18457.44,25,533.23,698,22148.93,1.2,1
app_d3c46379,2813.91,12999.79,16,70.81,521,9099.85,1.2,0
app_7f60a132,3541.32,10240.85,59,842.4,632,12289.02,0.826,1
app_9b99ecd8,2847.71,15557.53,32,974.13,643,10890.27,1.2,0
app_b90ccd50,3660.74,18383.11,22,402.54,850,22059.73,1.2,1
app_0a7fcda6,2723.08,26599.29,37,1132.31,596,18619.5,1.2,0
app_bf250925,3829.59,7323.11,41,59.39,746,8787.73,0.575,1
app_42038b68,3585.29,20199.19,32,1081.59,578,14139.43,1.2,0
app_4de34b20,4935.55,1011.56,31,0.0,595,3000.0,0.079,1
app_3c0413d0,3863.86,23371.11,27,299.0,392,16359.78,1.2,0
app_2ab497cc,3456.5,26522.49,41,176.17,732,31826.99,1.2,1
app_c9deac35,1500.0,16216.06,37,865.56,655,11351.24,1.2,0
app_ff185e33,4344.65,16009.96,27,759.13,814,19211.95,1.2,1
app_c82958e3,1529.85,12673.83,52,823.46,698,8871.68,1.2,0
app_f351b416,3557.46,20730.27,37,503.29,809,24876.33,1.2,1
app_4d35121e,2138.23,12353.27,30,1080.93,490,8647.29,1.2,0
app_08508644,4637.47,8767.37,49,0.0,644,10520.85,0.463,1
app_34f9349c,1500.0,13042.62,38,828.31,582,9129.84,1.2,0
app_addfe1ea,3840.82,13220.33,23,682.74,746,15864.4,1.2,1
app_cb8d0ca5,2885.04,21339.2,39,1714.03,593,14937.44,1.2,0
app_987740ab,3692.92,7478.83,23,0.0,637,8974.6,1.057,1
app_f0008698,2429.32,20005.77,36,593.79,663,14004.04,1.2,0
app_36f6c690,4739.41,11042.11,28,619.37,713,13250.53,1.129,1
app_0915ef02,1500.0,17592.12,39,540.12,613,12314.48,1.2,0
app_066809d0,2545.18,20017.12,50,298.99,725,24020.54,1.2,1
app_57eefd2c,1500.0,11061.91,32,471.15,650,7743.34,1.2,0
app_427cedce,5997.3,4940.31,25,494.18,812,5928.37,0.478,1
app_fc4036e7,1500.0,19494.22,57,239.3,510,13645.95,1.2,0
app_50071b2c,3576.39,8876.47,45,496.66,575,10651.76,0.801,1
app_9cf0bbfa,3015.41,14534.77,51,648.96,555,10174.34,1.2,0
app_72f59d3e,4541.13,16577.56,41,0.0,737,19893.07,1.068,1
app_fc1a373b,1500.0,19411.66,18,1078.53,543,13588.16,1.2,0
app_90b43208,2717.37,16282.92,38,154.41,801,19539.5,1.2,1
app_75ab12e5,2059.35,18192.65,39,652.13,632,12734.85,1.2,0
app_92046041,3466.55,9530.17,52,0.0,531,11436.2,0.634,1
app_5213d41b,4110.94,33295.97,31,125.26,578,23307.18,1.2,0
app_98dc629d,3713.78,10860.46,22,631.82,736,13032.55,1.2,1
app_14bcaae3,1500.0,22195.18,60,968.78,576,15536.63,1.2,0
app_9ebd6ba7,3858.0,15691.54,15,465.76,672,18829.85,1.2,1
app_2a7e6e7e,4347.83,16954.96,56,458.5,641,11868.47,0.941,0
app_c64f044a,4319.4,6785.72,38,885.01,677,8142.86,0.701,1
app_2da8d780,1500.0,17894.62,25,763.06,594,12526.24,1.2,0
app_7b1ff321,2294.35,2306.05,41,190.91,520,3000.0,0.377,1
app_1c30f432,3284.84,19634.22,27,373.27,658,13743.95,1.2,0
app_6eab8a8f,4349.35,26295.61,41,555.08,688,31554.74,1.2,1
app_79f8453a,3316.78,21750.51,51,691.47,569,15225.36,1.2,0
app_ee24b60d,3520.9,16744.81,53,216.46,670,20093.77,1.138,1
app_6c1129da,2814.08,16525.43,47,0.0,542,11567.8,1.2,0
app_837be1db,3217.58,1000.0,24,33.94,685,3000.0,0.166,1
app_d5a53127,3612.97,16529.64,23,877.22,673,11570.75,1.2,0
app_eafe7856,3024.04,6536.55,42,311.39,745,7843.86,0.721,1
app_679f5aa1,2486.35,22209.98,23,895.17,585,15546.99,1.2,0
app_3bd02fd6,2784.11,2619.13,44,259.62,628,3142.96,0.35,1
app_c66d208d,2403.82,24768.11,8,301.34,535,17337.68,1.2,0
app_6f97287b,5461.18,13695.52,45,0.0,621,16434.63,0.669,1
app_cae044cb,2947.81,18349.65,42,824.93,619,12844.75,1.2,0
app_6e9f8f7e,4158.12,16666.6,45,0.0,542,19999.93,1.069,1
app_e62998a0,3501.75,25126.35,23,156.07,606,17588.45,1.2,0
app_7637139d,4930.84,22785.57,42,251.31,637,27342.68,1.2,1
app_15ee918d,2511.45,16204.41,23,1719.5,724,11343.09,1.2,0
app_0be679db,5136.05,6474.9,46,655.85,730,7769.88,0.457,1
app_f93ef641,3749.67,21812.23,44,1154.76,623,15268.56,1.2,0
app_0abe2c56,2216.39,12501.73,29,0.0,817,15002.07,1.2,1
app_1628626f,4229.0,26155.32,39,1440.25,600,18308.73,1.2,0
app_c1e04c14,4202.8,5439.17,40,424.15,608,6527.01,0.489,1
app_1526b8cb,2448.8,17521.62,57,1257.69,600,12265.14,1.2,0
app_a3f8761a,4248.79,12265.27,33,0.0,689,14718.33,1.05,1
app_28d8cd4a,1753.9,10498.11,42,1056.51,474,7348.67,1.2,0
app_f415bf54,3877.32,17974.21,48,810.33,702,21569.05,1.2,1
app_0d8a72a5,1654.95,11497.81,40,1051.71,690,8048.46,1.2,0
app_7a943d16,5099.98,11206.63,21,272.36,715,13447.95,1.2,1
app_04dc4e51,2297.92,14532.64,39,698.42,556,10172.84,1.2,0
app_09c0c24f,4311.45,9588.04,38,509.28,620,11505.65,0.82,1
app_b5f03236,2018.76,26626.66,22,53.34,469,18638.66,1.2,0
app_2ebda6d2,4029.11,12185.5,34,885.68,512,14622.6,1.2,1
app_8f2b377b,2895.93,27368.63,22,748.08,547,19158.04,1.2,0
app_11acfa55,3105.65,10042.43,53,1134.95,676,12050.91,1.098,1
app_287bc0f1,4405.06,18213.46,57,862.68,609,12749.42,1.066,0
app_5ff3e550,4365.47,31073.12,46,117.09,767,37287.75,1.2,1
app_415eb743,2138.17,15061.5,46,912.43,619,10543.05,1.2,0
app_b852ee3f,4013.99,14019.5,41,0.0,746,16823.4,1.022,1
app_5ed59928,1517.98,9346.21,35,933.59,551,6542.34,1.2,0
app_286ce03c,4831.03,3946.95,31,166.05,696,4736.34,0.351,1
app_71d91637,2778.86,11952.64,44,925.2,467,8366.85,1.2,0
app_e57c7d1a,2041.41,11926.08,33,358.63,698,14311.3,1.2,1
app_d867254e,2725.56,23685.9,22,431.21,523,16580.13,1.2,0
app_12828848,4288.92,19469.68,30,0.0,580,23363.62,1.2,1
app_325343c6,1666.96,14653.63,31,915.43,578,10257.54,1.2,0
app_dbc6d156,5049.34,7943.9,25,591.55,592,9532.68,0.872,1
app_7884ba00,2889.69,18615.32,34,1535.31,556,13030.72,1.2,0
app_e62e8733,6060.3,10647.41,20,427.97,624,12776.89,1.125,1
app_3ed8c72e,1748.24,20382.2,42,651.13,669,14267.54,1.2,0
app_daf28a30,5157.51,20617.81,42,945.37,568,24741.37,1.2,1
app_db4e4aaa,2182.09,12797.97,37,671.42,588,8958.58,1.2,0
app_9d6190a1,5882.17,10981.68,40,307.09,705,13178.02,0.612,1
app_1f2f2df4,2506.02,20689.94,49,1558.96,621,14482.96,1.2,0
app_efae6149,4589.55,5094.81,34,776.12,760,6113.78,0.561,1
app_40a12a1d,2711.61,23318.36,41,1380.12,620,16322.85,1.2,0
app_30b820f8,3644.3,14015.05,6,553.15,444,16818.06,1.2,1
app_9809c166,1500.0,20710.61,41,435.03,550,14497.43,1.2,0
app_e5062845,5370.54,9095.82,62,399.23,728,10914.98,0.402,1
app_978bad5a,4116.87,18786.16,23,856.11,597,13150.31,1.2,0
app_98419737,2635.26,10465.01,27,769.74,702,12558.01,1.2,1
app_e2969c03,2217.2,17362.91,38,1146.73,530,12154.04,1.2,0
app_fb588155,2958.41,18628.08,31,0.0,731,22353.69,1.2,1
app_cf2004ea,2963.37,8815.71,38,1194.23,626,6171.0,1.2,0
app_f3c8f17a,4631.98,3574.39,39,278.95,666,4289.26,0.298,1
app_3621ea99,3370.56,26875.65,57,1425.92,592,18812.95,1.2,0
app_b447cc81,4352.72,16600.94,37,452.31,757,19921.12,1.2,1
app_f371bc2a,2440.72,13624.28,31,1153.56,600,9536.99,1.2,0
app_44f28bb9,4340.21,16020.48,31,702.5,726,19224.57,1.2,1
app_c69c4e00,1500.0,26653.83,29,237.96,526,18657.68,1.2,0
app_fbace56f,2978.95,12313.04,32,265.27,743,14775.65,1.2,1
app_4ddc706c,2839.88,19896.29,40,1146.45,452,13927.4,1.2,0
app_1f7153af,3635.56,1000.0,36,398.15,773,3000.0,0.201,1
app_867a30cc,3687.63,19216.65,29,1094.06,563,13451.66,1.2,0
app_3357e7ce,3998.61,17916.82,29,722.27,747,21500.18,1.2,1
app_43e4bacb,1545.21,23843.36,44,940.77,546,16690.36,1.2,0
app_9bc10af6,3140.79,8774.02,42,17.75,730,10528.83,0.804,1
app_b420085a,1500.0,16775.59,37,1878.05,503,11742.91,1.2,0
app_2f474e95,5472.01,12899.05,40,447.34,731,15478.87,0.789,1
app_a48defdf,2346.31,26724.3,30,1352.89,554,18707.01,1.2,0
app_158a7e4a,3939.75,5568.22,41,978.05,694,6681.87,0.662,1
app_12b06619,2303.11,11312.3,33,262.88,536,7918.61,1.2,0
app_735384fb,4226.79,19914.08,69,165.37,800,23896.9,0.858,1
app_46cc553b,2743.75,17092.51,41,924.77,607,11964.76,1.2,0
app_294c4734,3591.67,3611.34,17,661.3,680,4333.61,0.894,1
app_84767263,1903.91,18051.03,45,972.15,554,12635.72,1.2,0
app_c92074d5,5226.29,21475.11,41,789.47,786,25770.14,1.2,1
app_5f8ed0b0,3630.1,21684.6,43,1107.86,523,15179.22,1.2,0
app_d1b0fb68,4700.72,3865.12,26,921.43,758,4638.14,0.576,1
app_fce69fa2,3987.4,16369.95,22,803.83,607,11458.97,1.2,0
app_69da717d,4078.99,18802.08,31,540.81,630,22562.5,1.2,1
app_71427f28,2950.32,18018.65,27,805.67,587,12613.06,1.2,0
app_cb84d55a,3729.84,22628.05,34,302.44,553,27153.66,1.2,1
app_c31c6fbc,1605.79,16421.56,27,1452.68,588,11495.09,1.2,0
app_06d7b8fc,5288.44,12370.23,36,364.48,700,14844.27,0.849,1
app_7d7a9d48,4218.8,4082.34,11,682.73,601,3000.0,1.129,0
app_bb835ffb,4690.1,14838.52,31,807.62,772,17806.23,1.2,1
app_25da7946,2684.06,23775.95,39,675.41,648,16643.16,1.2,0
app_3393ff2a,4110.61,12008.04,53,0.0,600,14409.65,0.661,1
app_5ee9ae99,1500.0,15820.44,32,297.07,531,11074.31,1.2,0
app_ba783b77,3139.16,26744.54,57,235.3,674,32093.45,1.2,1
app_92e0457b,1500.0,6551.22,34,500.86,594,4585.85,1.2,0
app_168102ea,2399.79,7428.15,37,546.48,729,8913.78,1.2,1
app_47777e51,1500.0,23128.11,26,1153.14,599,16189.68,1.2,0
app_342b02d3,2623.61,10102.81,40,645.19,690,12123.38,1.2,1
app_d5555c3e,4031.78,24045.06,32,1200.05,735,16831.55,1.2,0
app_7e07d0c5,5960.48,4632.0,24,993.97,625,5558.4,0.555,1
app_68cca06f,1500.0,15082.84,41,859.04,554,10557.98,1.2,0
app_5cdefc0a,3325.79,7725.98,25,1312.65,720,9271.17,1.2,1
app_5a243d19,3386.76,15065.54,33,614.58,414,10545.87,1.2,0
app_710b7d60,2621.99,1136.29,9,0.0,792,3000.0,0.433,1
app_2a75a622,2455.56,25743.38,40,1213.02,536,18020.37,1.2,0
app_9632e587,4523.95,16372.29,29,623.82,739,19646.74,1.2,1
app_e198d026,1950.45,11263.39,21,934.6,622,7884.37,1.2,0
app_595b54ac,3207.47,12159.51,42,647.28,808,14591.41,1.2,1
app_f7652a7c,3776.98,11992.25,56,687.61,673,8394.58,0.862,0
app_a146b662,4067.99,9527.1,14,331.37,590,11432.52,1.2,1
app_f49171d6,3467.3,27100.76,26,1020.79,549,18970.53,1.2,0
app_8d21e008,3371.52,16646.97,35,1095.86,666,19976.36,1.2,1
app_6841a976,3499.34,18584.48,45,721.14,596,13009.14,1.2,0
app_057b1958,3884.5,6983.66,43,660.1,741,8380.39,0.672,1
app_bbd3d9e1,4036.97,26696.07,31,1049.22,556,18687.25,1.2,0
app_f7a8c01c,4023.36,8401.5,55,545.48,684,10081.8,0.591,1
app_4f927998,3693.62,4976.31,11,1218.34,604,3483.42,1.2,0
app_a87bc16c,4250.45,4041.62,35,1201.4,757,4849.95,0.609,1
app_6faf0ca1,2669.71,15365.68,31,48.32,618,10755.97,1.2,0
app_e45d27a4,4845.48,2546.28,28,0.0,632,3055.54,0.225,1
app_dfdd5161,2553.48,5493.59,43,1201.54,582,3845.51,1.071,0
app_576c60ed,1519.29,6021.49,50,0.0,675,7225.79,0.951,1
app_2e048ea1,1500.0,22827.42,27,1061.58,639,15979.2,1.2,0
app_d4abbdfc,5836.23,10782.35,40,0.0,783,12938.82,0.554,1
app_e378d783,1739.49,14635.48,35,274.85,616,10244.83,1.2,0
app_aff64a89,4967.47,13757.6,16,350.48,751,16509.12,1.2,1
app_c5caba34,1500.0,11551.4,46,1008.04,628,8085.98,1.2,0
app_b37df882,5859.49,14811.32,43,1484.3,685,17773.58,0.959,1
app_8d27bf4a,1702.12,20566.78,41,689.31,527,14396.74,1.2,0
app_764eb80d,6309.84,13961.06,27,766.37,692,16753.27,1.105,1
app_e2bcb270,2247.12,21373.64,20,1041.05,733,14961.55,1.2,0
app_0b3de616,4466.18,9742.73,29,235.86,682,11691.27,0.955,1
app_96273d44,2122.19,23497.87,15,1244.8,573,16448.51,1.2,0
app_dab23649,4376.95,5238.07,51,898.25,767,6285.69,0.487,1
app_1e6cf972,1500.0,22974.73,40,257.89,598,16082.31,1.2,0
app_381ec133,4364.53,15336.45,38,516.49,803,18403.74,1.2,1
app_e4257a1b,3726.03,1000.0,32,834.14,477,3000.0,0.325,0
app_26a34ae2,4094.18,19492.55,22,534.56,635,23391.06,1.2,1
app_d8933fdc,1828.09,26864.36,29,1084.88,469,18805.05,1.2,0
app_0c10a356,5862.32,15615.91,33,630.22,601,18739.1,1.076,1
app_875027db,3682.53,16056.09,33,703.34,559,11239.26,1.2,0
app_6e8afd22,4694.67,13535.44,43,396.48,735,16242.53,0.889,1
app_1282ee80,2081.15,31378.39,17,1404.37,695,21964.87,1.2,0
app_5b615515,3147.84,25375.64,47,788.46,701,30450.77,1.2,1
app_67e0edc0,2282.77,16743.55,40,1460.47,612,11720.48,1.2,0
app_3b84e57e,3088.56,16946.56,47,661.86,752,20335.87,1.2,1
app_816fb136,2229.07,12426.06,25,245.81,616,8698.25,1.2,0
app_205f4727,3916.55,9360.07,6,0.0,778,11232.09,1.2,1
app_082e1f42,1835.37,20163.55,19,1475.48,589,14114.49,1.2,0
app_ecf9f7f6,4290.04,25954.68,54,277.37,658,31145.61,1.2,1
app_0dc7048e,2174.45,21059.39,34,741.9,702,14741.57,1.2,0
app_e3c0edb1,3885.79,25797.53,37,1114.13,725,30957.04,1.2,1
app_063d39d4,3462.96,13652.33,25,1083.88,669,9556.63,1.2,0
app_1a13a0ed,4040.26,4281.64,19,0.0,576,5137.97,0.669,1
app_41aa69e1,2609.49,24750.26,35,0.0,586,17325.18,1.2,0
app_94926b86,3837.2,24575.99,18,243.73,819,29491.19,1.2,1
app_a9c0f718,2949.98,21379.88,37,1031.98,654,14965.91,1.2,0
app_574d7961,3190.51,17268.35,19,531.35,712,20722.02,1.2,1
app_592f84fe,1883.71,17863.89,28,471.32,575,12504.72,1.2,0
app_220ad30a,2896.01,13936.78,22,684.79,617,16724.14,1.2,1
app_fb27e9fd,1933.71,14252.38,51,1032.12,585,9976.67,1.2,0
app_a3d5ce91,4498.72,1000.0,35,1199.01,709,3000.0,0.343,1
app_34d85c1b,2567.91,21288.77,46,101.01,482,14902.14,1.2,0
app_c8feaec8,4210.29,7710.74,51,273.93,564,9252.89,0.496,1
app_c65d8001,1500.0,1501.94,33,824.65,570,3000.0,0.914,0
app_e853ec1d,5078.88,19191.12,33,0.0,743,23029.34,1.2,1
app_9d38624a,3055.36,19856.35,47,434.07,740,13899.44,1.2,0
app_b740c259,3040.57,16495.34,15,27.89,806,19794.41,1.2,1
app_41a5bdfb,2239.1,23039.54,38,858.02,695,16127.67,1.2,0
app_a08eb0d0,3763.34,1315.57,26,620.48,727,3000.0,0.326,1
app_3287d666,1500.0,13653.94,29,753.81,503,9557.76,1.2,0
app_7d3d8a97,3371.63,7628.34,45,723.65,689,9154.0,0.818,1
app_2151161c,2107.96,18839.55,26,441.27,534,13187.68,1.2,0
app_7440a5d1,3365.19,5019.16,37,691.89,588,6022.99,0.689,1
app_57a273de,2525.13,16680.39,40,894.82,498,11676.27,1.2,0
app_d01c42cb,2737.61,12176.54,48,0.0,724,14611.85,1.112,1
app_481ca935,3689.62,17081.84,42,618.77,591,11957.29,1.2,0
app_e41de740,2379.09,1000.0,47,6.0,668,3000.0,0.11,1
app_59a97e9f,1500.0,9540.18,33,608.17,626,6678.13,1.2,0
app_69699f65,4452.54,13925.1,38,1031.11,625,16710.12,1.2,1
app_9bd756ce,2445.07,24796.14,51,331.29,578,17357.3,1.2,0
app_3287ab82,5358.12,15048.47,38,312.93,673,18058.17,0.945,1
app_ed5712d9,2788.22,16485.76,35,931.44,552,11540.03,1.2,0
app_0c950387,4532.13,29485.47,14,529.61,646,35382.56,1.2,1
app_c644e4ea,3077.4,18279.34,45,1370.2,613,12795.54,1.2,0
app_8f7e14ae,5132.05,1000.0,55,550.02,775,3000.0,0.15,1
app_a7210778,1500.0,13015.38,37,893.18,619,9110.77,1.2,0
app_2f2b5b90,5084.52,1408.68,47,403.31,685,3000.0,0.15,1
app_1fe5c73b,1500.0,21018.29,7,1159.36,495,14712.8,1.2,0
app_1634fc3d,4053.46,11284.99,50,328.54,651,13541.98,0.749,1
app_7e18b9aa,1993.4,25637.3,42,745.75,583,17946.11,1.2,0
app_135b21c5,2432.82,14330.85,14,700.72,709,17197.01,1.2,1
app_9cd4f95e,4886.95,11399.19,34,1619.32,683,7979.43,1.155,0
app_700fe1aa,3303.79,13343.8,36,512.78,651,16012.57,1.2,1
app_2be4a289,2410.68,8411.69,37,1080.01,584,5888.18,1.2,0
app_111a5c35,2384.95,17931.19,40,109.59,680,21517.43,1.2,1
app_b203ce51,1500.0,11847.54,29,1391.37,555,8293.28,1.2,0
app_bc492cbb,4640.21,8770.1,38,343.44,761,10524.12,0.671,1
app_62a87f87,1965.19,8564.83,19,687.25,512,5995.38,1.2,0
app_97ec3bc5,4410.21,9205.39,64,0.0,714,11046.47,0.391,1
app_62208c1e,1500.0,15039.59,37,0.0,616,10527.71,1.2,0
app_f1fed979,5902.91,9279.37,39,809.97,688,11135.24,0.621,1
app_6f884fa9,1919.04,4345.58,43,854.73,529,3041.91,1.077,0
app_b81ec9d4,4126.6,8497.92,29,642.52,606,10197.5,1.008,1
app_eec1599d,3547.32,9613.88,28,1669.18,678,6729.72,1.2,0
app_e2e537da,4097.6,6356.82,29,429.31,702,7628.18,0.747,1
app_1b90d927,2409.13,17815.0,33,323.21,563,12470.5,1.2,0
app_8e0e3087,4914.62,3789.99,33,72.1,707,4547.99,0.295,1
app_bf42ae19,2111.37,26864.36,42,375.28,646,18805.05,1.2,0
app_189e0bb8,3225.35,8538.02,39,203.3,762,10245.63,0.878,1
app_56503731,1725.49,14286.32,28,673.74,676,10000.42,1.2,0
app_bcc18c4f,4628.8,22259.66,63,0.0,704,26711.6,0.916,1
app_8212c119,1500.0,13334.36,28,477.14,526,9334.06,1.2,0
app_699416c4,3855.72,4699.69,46,32.9,850,5639.63,0.327,1
app_c7863a05,2048.62,18432.11,20,1582.44,678,12902.47,1.2,0
app_0cbc4fda,4296.92,3919.18,38,0.0,802,4703.02,0.288,1
app_cc1fd16a,3309.19,18572.63,6,506.63,648,13000.84,1.2,0
app_31cb285c,5212.88,18655.02,16,520.62,771,22386.02,1.2,1
app_57b8939b,1500.0,17952.57,39,779.69,470,12566.8,1.2,0
app_58808ae0,3674.3,10036.17,34,174.61,668,12043.4,1.012,1
app_6b07318f,2460.29,20654.73,32,736.14,606,14458.31,1.2,0
app_8e5947fa,2079.08,14862.21,35,415.88,767,17834.65,1.2,1
app_b9fd5e05,1500.0,6157.0,39,897.15,611,4309.9,1.2,0
app_a4081167,3537.87,15986.12,47,593.59,681,19183.35,1.2,1
app_8652c47b,1500.0,22615.42,50,1157.82,538,15830.79,1.2,0
app_d1d47397,4673.79,17163.18,54,49.56,684,20595.81,0.827,1
app_5d32edd8,3247.27,18344.46,22,1065.85,640,12841.12,1.2,0
app_2acb84e5,4087.96,13317.51,32,991.31,636,15981.01,1.2,1
app_97dbb80d,1912.68,18065.91,46,301.05,508,12646.14,1.2,0
