application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,current_loans,customer_type,DTI,LTV,CCR,ITI,CWI,currency_code,session_flagged,created_at,employment_years,debt_to_income,credit_history_length,num_delinquencies,requested_amount,loan_term_months,score,decision,rule_reasons,top_feature,proposed_loan_option,proposed_consolidation_loan
APP_0012,31,82849.0,26,80987.0,60,115805.0,real_estate,1,725,2472.0,278976.0,1,bank,0.0298374150563068,0.69933940676136,1.4299208514946666,0.0162920896246281,0.4170931246072799,USD,False,:44:25,26,0.0298374150563068,9,0,80987.0,60,0.5,approved,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,"{""type"": ""standard"", ""amount"": 80987.0, ""term_months"": 60, ""monthly_relief_factor"": 0.5}",
APP_0013,33,123017.0,20,28362.0,36,56115.0,land,1,632,46547.0,62625.0,0,bank,0.378378598079937,0.5054263565891383,1.9785276073618931,0.0064042639091462,0.6082737031058182,USD,False,:44:25,20,0.378378598079937,17,2,28362.0,36,0.5,approved,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,"{""type"": ""standard"", ""amount"": 28362.0, ""term_months"": 36, ""monthly_relief_factor"": 0.5}",
APP_0014,26,73136.0,8,34872.0,72,160059.0,land,2,363,30077.0,183244.0,4,bank,0.4112475388317598,0.2178696605626661,4.589900206469243,0.0066223656383532,1.3814434868942442,USD,False,:44:25,8,0.4112475388317598,17,1,34872.0,72,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": false, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 30077.0, ""new_term_months"": 72, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0015,21,110770.0,23,54332.0,12,120323.0,real_estate,2,363,18601.0,40332.0,0,bank,0.1679245283018852,0.451551241242319,2.2145880880512,0.0408744846645239,1.0106289562841355,USD,False,:44:25,23,0.1679245283018852,6,0,54332.0,12,0.5,approved,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,"{""type"": ""standard"", ""amount"": 54332.0, ""term_months"": 12, ""monthly_relief_factor"": 0.5}",
APP_0016,50,104945.0,25,84551.0,12,158494.0,real_estate,2,514,24309.0,203994.0,0,non-bank,0.2316356186573897,0.5334649892109448,1.874537261534436,0.0671391363674252,0.6719632819199814,USD,False,:44:25,25,0.2316356186573897,5,1,84551.0,12,0.5,approved,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,"{""type"": ""standard"", ""amount"": 84551.0, ""term_months"": 12, ""monthly_relief_factor"": 0.5}",
APP_0017,63,56224.0,1,41472.0,48,129902.0,deposit,0,547,30958.0,297777.0,3,bank,0.5506189527603773,0.3192560545642074,3.132282021604863,0.0153671030161849,0.917740281305907,USD,False,:44:25,1,0.5506189527603773,6,0,41472.0,48,0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": false, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 30958.0, ""new_term_months"": 48, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0018,26,58307.0,3,51943.0,60,92170.0,land,0,849,13009.0,25247.0,4,non-bank,0.2231121477695607,0.5635564717370015,1.774445064782516,0.014847559755299,0.6016569630493758,USD,False,:44:25,3,0.2231121477695607,20,0,51943.0,60,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 13009.0, ""new_term_months"": 60, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0019,34,32641.0,19,8958.0,60,173305.0,real_estate,0,457,14419.0,200406.0,0,bank,0.4417450445758266,0.0516892184299353,19.34639428443633,0.0045740020219205,1.5881975792809784,USD,False,:44:25,19,0.4417450445758266,18,0,8958.0,60,0.5,approved,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,"{""type"": ""standard"", ""amount"": 8958.0, ""term_months"": 60, ""monthly_relief_factor"": 0.5}",
APP_0020,43,42471.0,29,16006.0,36,99441.0,deposit,0,405,20932.0,284200.0,3,bank,0.4928539473993903,0.1609597650868338,6.212732725227651,0.0104685811753608,1.2765478293279011,USD,False,:44:25,29,0.4928539473993903,28,0,16006.0,36,0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 20932.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0021,61,79202.0,0,10314.0,48,190387.0,car,0,820,12928.0,255683.0,2,bank,0.1632282013080457,0.0541738669131818,18.45908473918766,0.0027129996716689,2.3743219038987378,USD,False,:44:25,0,0.1632282013080457,21,0,10314.0,48,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": false, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 12928.0, ""new_term_months"": 48, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0022,51,84734.0,19,11845.0,48,198982.0,real_estate,1,384,37895.0,123820.0,4,bank,0.447223074562744,0.0595279975073119,16.79881806669339,0.002912300060521,1.559613665993182,USD,False,:44:25,19,0.447223074562744,7,0,11845.0,48,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 37895.0, ""new_term_months"": 48, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0023,54,45640.0,4,87509.0,72,121092.0,deposit,0,314,5190.0,40137.0,0,bank,0.1137160385626618,0.7226654114227139,1.383766241186605,0.0266302098545326,0.3401258645047987,USD,False,:44:25,4,0.1137160385626618,27,1,87509.0,72,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": false, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 5190.0, ""new_term_months"": 72, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0024,46,77111.0,19,84989.0,48,137522.0,real_estate,0,532,41330.0,277931.0,4,bank,0.5359805993956693,0.6180029377117798,1.6181152855075172,0.0229617585899515,0.2868174842855817,USD,False,:44:25,19,0.5359805993956693,28,0,84989.0,48,0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 41330.0, ""new_term_months"": 48, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0025,39,100522.0,18,83079.0,36,57087.0,land,0,520,17426.0,277183.0,3,bank,0.1733550864487358,1.4553050606968057,0.6871411548044549,0.0229576610088923,0.0,USD,False,:44:25,18,0.1733550864487358,21,0,83079.0,36,0.5,approved,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,"{""type"": ""standard"", ""amount"": 83079.0, ""term_months"": 36, ""monthly_relief_factor"": 0.5}",
APP_0026,29,54071.0,2,10278.0,72,164410.0,deposit,0,640,28061.0,177903.0,4,non-bank,0.5189658042203673,0.0625144455933333,15.99630278264098,0.0026400473451205,1.352887829157102,USD,False,:44:25,2,0.5189658042203673,20,0,10278.0,72,0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": false, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 28061.0, ""new_term_months"": 72, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0027,59,67279.0,20,12376.0,12,136945.0,land,0,782,7887.0,293879.0,1,bank,0.1172282584461701,0.0903720471722217,11.065368455073443,0.0153292012849087,2.4089815562514683,USD,False,:44:25,20,0.1172282584461701,3,1,12376.0,12,0.5,approved,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,"{""type"": ""standard"", ""amount"": 12376.0, ""term_months"": 12, ""monthly_relief_factor"": 0.5}",
APP_0028,56,70938.0,26,31658.0,72,181290.0,land,1,813,19268.0,11339.0,4,non-bank,0.2716174687755466,0.1746262893706207,5.726514625055097,0.006198292092226,1.8035633776630404,USD,False,:44:25,26,0.2716174687755466,2,0,31658.0,72,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": false, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 19268.0, ""new_term_months"": 72, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0029,22,88131.0,25,58703.0,12,59265.0,car,0,459,37729.0,188817.0,3,non-bank,0.4281013491279977,0.9905171686492704,1.0095736163398632,0.0555073318838882,0.0054751382687533,USD,False,:44:25,25,0.4281013491279977,7,0,58703.0,12,0.5,approved,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,"{""type"": ""standard"", ""amount"": 58703.0, ""term_months"": 12, ""monthly_relief_factor"": 0.5}",
APP_0030,52,70799.0,0,36742.0,24,159217.0,real_estate,1,839,13534.0,21177.0,0,bank,0.191160892102993,0.230766815101401,4.333378694681718,0.0216234221754948,1.8665576491144684,USD,False,:44:25,0,0.191160892102993,13,0,36742.0,24,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": false, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 13534.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0031,24,117118.0,7,51318.0,60,98292.0,land,0,647,6613.0,281351.0,4,bank,0.0564644204989834,0.522097424001948,1.915351338711526,0.0073028911011606,0.8636665558182389,USD,False,:44:25,7,0.0564644204989834,2,0,51318.0,60,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": false, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 6613.0, ""new_term_months"": 60, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0032,53,65936.0,7,21434.0,60,43554.0,deposit,0,338,26095.0,207321.0,3,bank,0.3957625576316367,0.4921247187399437,2.0320052253428185,0.0054178799643195,0.6235761978719728,USD,False,:44:25,7,0.3957625576316367,26,0,21434.0,60,0.5,approved,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,"{""type"": ""standard"", ""amount"": 21434.0, ""term_months"": 60, ""monthly_relief_factor"": 0.5}",
APP_0033,57,79237.0,13,74423.0,72,40869.0,real_estate,0,816,8124.0,274894.0,1,bank,0.1025278594595946,1.821013482101304,0.5491447536379809,0.013045077145316,0.0,USD,False,:44:25,13,0.1025278594595946,14,2,74423.0,72,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": false, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 8124.0, ""new_term_months"": 72, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0034,26,72433.0,4,34819.0,60,115936.0,deposit,1,375,15737.0,173173.0,2,bank,0.2172628498060246,0.3003294921335883,3.3296763261436766,0.0080117717981719,1.6429742982063795,USD,False,:44:25,4,0.2172628498060246,20,0,34819.0,60,0.5,approved,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,"{""type"": ""standard"", ""amount"": 34819.0, ""term_months"": 60, ""monthly_relief_factor"": 0.5}",
APP_0035,40,47864.0,25,11321.0,48,69334.0,car,1,623,22523.0,34146.0,1,bank,0.4705624268761393,0.1632820838261147,6.124370638635622,0.0049275899770547,1.3289697087850674,USD,False,:44:25,25,0.4705624268761393,6,1,11321.0,48,0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 22523.0, ""new_term_months"": 48, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0036,26,110717.0,23,75555.0,36,27563.0,land,0,734,28204.0,17694.0,2,non-bank,0.254739561223658,2.741174763269501,0.3648070941698052,0.018955986884956,0.0,USD,False,:44:25,23,0.254739561223658,9,0,75555.0,36,0.5,approved,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,"{""type"": ""standard"", ""amount"": 75555.0, ""term_months"": 36, ""monthly_relief_factor"": 0.5}",
APP_0037,45,54430.0,24,90764.0,12,90012.0,real_estate,1,437,31968.0,107316.0,4,non-bank,0.5873231673709244,1.0083544416299937,0.991714776783736,0.1389613570831567,0.0,USD,False,:44:25,24,0.5873231673709244,3,0,90764.0,12,0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 31968.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0038,61,62109.0,5,6394.0,12,133361.0,land,0,448,33832.0,225603.0,4,bank,0.5447197668614767,0.0479450514018337,20.85720988426324,0.008579003579013,1.3003553968753738,USD,False,:44:25,5,0.5447197668614767,22,0,6394.0,12,0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 33832.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0039,24,124093.0,0,46483.0,24,69238.0,real_estate,1,561,42214.0,53799.0,1,non-bank,0.3401803486095078,0.6713509922296907,1.4895338080588283,0.0156075819472972,0.3230040265772598,USD,False,:44:25,0,0.3401803486095078,23,0,46483.0,24,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": false, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 42214.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0040,38,143607.0,27,83581.0,12,191427.0,car,0,786,3303.0,257122.0,4,bank,0.0230002715745052,0.4366207483792755,2.2903171773488915,0.0485010015720185,1.2606395318526349,USD,False,:44:25,27,0.0230002715745052,6,0,83581.0,12,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 3303.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0041,63,108855.0,8,72085.0,48,157673.0,land,0,422,18116.0,79450.0,2,bank,0.1664232235542679,0.4571803669620007,2.1873205243809086,0.0137960666326951,0.989722815321311,USD,False,:44:25,8,0.1664232235542679,21,1,72085.0,48,0.5,approved,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": true, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,"{""type"": ""standard"", ""amount"": 72085.0, ""term_months"": 48, ""monthly_relief_factor"": 0.5}",
