application_id,annual_income,dti,credit_history_months,delinquencies_12m,age,income,employment_years,debt_to_income,credit_history_length,num_delinquencies,current_loans,requested_amount,loan_term_months
a019,16898.56776293185,0.10431430182610031,9,0,-0.8087752961855056,0.305924453627954,-0.8305643418903167,0.354665466067077,1.7694871892213018,-0.8387412323815552,-0.13279799341008633,0.8353036693424043,1.5496340322926652
a020,18076.540890057346,0.2683674985863965,105,1,-0.04687089340739314,1.5686548300917713,-0.47528099177998256,-0.5340598519412105,1.4407925308619005,0.7265007736726486,-0.7286874548686993,2.4416201931518913,-0.8077270647454328
a021,13575.091528568308,0.24825326617007704,59,0,-0.06833780341349291,-0.5684505501628195,0.769360427344929,0.7613962684857009,-0.08174303056445292,-0.6054336785282723,0.717777912736676,-2.016109624278957,0.2430397379695057
a022,4767.107900435104,0.25558656665102286,81,1,0.23619006802914136,-0.00164650219916494,1.7257559253819574,0.6328690794893005,0.06654734576501922,-0.5716146045759082,0.1670308359478696,-1.7624027023829743,-1.2745279148327788
a023,10086.27437037963,0.5880032276729136,26,0,1.7651398340704338,-0.13473681020162953,0.3689298696703807,0.5646808630008648,-0.6328671982161028,0.3401676966364033,-0.5076859360575562,-0.37084091935630414,0.026855786240102923
a024,12445.271131450554,0.15682837228244703,55,0,0.23401514176238816,0.4921842102566919,0.619512374953343,0.43261978261579315,0.21363870366901327,-1.1981250657667668,0.5551948708159838,0.41066694192784453,0.041098032608853564
a025,12214.554576880617,0.3311195511492518,6,0,-1.2867592473187257,-0.5119222688468085,-0.002667580935911342,0.9953138896996991,-0.6843957639536025,0.9206593950870917,-0.39438977656233964,-0.17547141454965012,-0.5161368142030887
a026,13559.74324507515,0.11319119460206624,78,0,-0.4528648524325629,-0.39036366116332955,0.6565177282604711,-0.2574238785792334,-0.9550242523968173,2.9273928923395616,0.7122499672866878,-1.3545276468976182,0.5576941545690541
a027,13651.810045509224,0.1317983199557201,119,1,-0.21915989472993444,0.6399165906521915,0.38609823129882553,-1.077042270879457,-0.34772737483128546,-0.48463205553859245,0.5686737164339074,-0.3940391569044998,-0.5342934358717236
a028,6743.536105144988,0.4255013871515551,18,2,0.13554905234537654,0.22466624029574475,0.023042836418748137,0.581259321834885,1.0553525807967472,-0.6916960670822065,1.2206682326223222,0.871318520262655,-0.36489124295504244
a029,16667.86797375906,0.3252687013645531,6,0,-0.032573725373645994,-0.05695438093571158,1.7650162139649272,-0.2691845855645302,0.22345093067037977,-1.4633174278382661,-0.3208249187105922,0.34998887855810784,1.0416022653844763
a030,11203.089411724377,0.04797551375898849,60,1,0.18894555248355646,2.157358499562811,1.812670581217801,-1.3183821630005088,-0.23382996560718175,0.9592510872472017,-1.773424249454833,0.415273933669382,1.3323730834311736
a031,19213.635670630065,0.49207918462814715,80,0,-0.5775460438187401,0.6032841704097489,-0.04481649251401576,0.1277117620207697,0.22169368899353592,-0.8587141022492221,0.2536927593865408,-0.8607059452806254,1.745434408589055
a032,7065.504293142371,0.06798369161798408,100,0,0.7947685698758031,0.7015877808681897,-0.8979729511677321,0.23438753537170953,-0.11886144226814872,-1.129767712072505,1.2199866243062258,-0.21944998327194531,0.1368370473644841
a033,10548.351511940284,0.054043277610347586,115,1,2.0960120152118544,0.32838737278042635,-1.5221186470631514,-1.9580245106317178,-0.3214767510331572,-0.07644977966482525,0.8199073667621822,0.29005004605713436,0.5826359206913332
a034,11810.681133858268,0.22174798574889906,6,1,0.18314695001967027,-0.6037122042455497,-0.3729425057902996,-0.10012006939413329,0.6554999390915033,0.39302312278533824,-0.08131505416498698,-0.5993054882992598,1.1194782178419171
a035,23619.431799670037,0.41990316964608887,12,0,-0.45166308761645635,1.3881536570826218,-1.0466058149391038,0.4686519151960358,1.4341974755521818,0.3144572490562381,0.3429211939342032,-1.2905718685234508,-0.7935677345633741
a036,8844.757325589306,0.3641902249016582,119,0,0.11668450120630063,-0.12852232313221765,0.3267065688160418,-1.6878454795840752,-0.2610979644307124,0.8444784236084115,1.331484428165046,1.838152868491436,0.5395838193491279
a037,13469.796328862112,0.5746124503983596,100,0,0.7623998601031313,-1.3134327956742218,0.31274338605236507,0.5891009187513823,-1.7651052265244327,-1.4858033430767033,-0.03894382780779101,2.062258856192825,-1.6071248770447373
a038,13915.353339527986,0.39094869990227543,100,0,0.9377614795466805,-0.01382404814630856,2.1505330886598872,0.6172997252839596,-0.006849432075241209,0.5589550044241616,-1.5864142623806885,1.2460225516350882,0.7611590916094498
a039,13896.376373892552,0.1516825018080336,86,1,-0.11409983145559659,-0.3477369648642847,-0.1817104396300697,-0.6038727774163666,-1.036812563479823,0.7098713796593115,0.1574561729370813,1.4514253515332707,-0.2210932840382046
a040,11244.18653508147,0.5494150147260972,46,0,-0.19419878434164245,-0.7577635105758947,1.571030018674121,0.4400117992032767,0.25144434354174794,0.12794030976652856,-0.9380593765295628,1.1135100884360072,-0.0672463518026443
a041,8352.422479576308,0.48641197102333616,50,1,-0.7617206069890761,0.7956778990037949,1.4081736049851807,0.9488138256486324,-1.1293989809795513,-1.0228682231586632,0.1035550521032867,0.2868726505069262,0.6234216723796673
a042,10647.217394809537,0.23079073445687356,118,0,-1.3852144571860947,-1.1881638573879514,1.6882825092095934,0.052068465975009304,-0.27394040156769744,0.7233609777376722,1.0254707079718717,-0.32301872735573894,0.062092564428685104
a043,14707.925470401653,0.09459469307181863,114,0,-0.48321405674964224,-0.6063803462204606,-1.1059143934570224,1.0780192997805054,0.1516139131484277,-0.6037854458315202,0.08523813388112043,-0.2687029559900505,-1.531336350893731
a044,5009.806055805302,0.06553883936941966,46,0,0.6453375208676194,0.6931592475178388,-0.23562656513053704,-0.9198240597891052,-0.033710592552536875,0.7168883994071488,0.24039845976183968,0.7812046181313274,0.5662403053230531
a045,8519.706897935786,0.34309513119080964,7,0,-0.19530708560580975,0.28468898839574425,0.6113706580885985,-2.5531535035489545,-0.4150929768126729,0.3197283353929047,-0.755293163379927,0.8694288171949199,0.15010410293677146
a046,9825.646408164954,0.38991125792562503,88,0,-0.6461062592834627,0.21277305038972003,1.3049112416939859,1.2768919929347442,2.070307922507224,1.142300801178954,-0.47242595755588984,-0.38886104963403784,0.5102597101509369
a047,6990.567252019923,0.43427593893839217,103,0,1.8641538626463754,-2.5637421041664203,1.595067836363094,-0.3568006584313257,0.26464496613153493,-0.43277454304315505,-0.6884381457315841,0.5144557538743452,0.35877422086515687
a048,12921.449566733876,0.22365017509849747,95,0,-0.5994079040674576,-0.27259809023101145,0.12808287009681626,0.6299601289824164,-0.5190947310340603,1.2746649683511793,1.5663209658227022,-1.1308461623313952,-0.15171054080772176
a049,13285.734554894985,0.5234645063301215,97,0,-0.17637057117540222,0.3285423984221035,0.577560907555515,0.45672359038052324,1.6936844182319872,-0.8412035622986566,-0.11373798702775953,0.3112717770604339,-0.40906523644988857
a050,20420.51268778556,0.11408470122672848,99,0,2.753398809787042,-0.5367552443629966,-1.4398933686991493,-0.011119503566046638,1.3919562361706175,1.336104385436549,-2.7047463481616902,-2.0334511543246503,0.5102893767448681
a051,9713.03455367166,0.42741257371627744,12,0,0.9963603493598914,0.33261701658269627,0.7596694904892417,0.2417866550402053,0.18711761583724904,-0.48368406438213135,0.13840819642935295,0.6584891881764645,0.6292402903648501
a052,13693.388980924996,0.16975035340506367,93,0,-0.24806513400857227,-1.168868599956212,0.3454802044590384,1.6788671539759914,-0.47977863294269973,0.033035041279473744,-0.32761649041322527,0.07117768592870309,0.45734887690493775
a053,12901.09624526632,0.45781225179237595,45,0,1.7885404681472792,-0.06790109960743033,0.7758501648992466,-0.1492879476251971,0.9029547591134358,0.2501684439619558,-0.13453922419670217,0.9187960645792138,-2.342566483408714
a054,15301.513931684512,0.10754211734415792,71,0,-0.38092455825032906,-0.6241963700981408,0.2610020406250093,0.2799430739822213,-0.5380173199625156,0.2778245279991166,0.7705230558015413,-0.7819686654863721,-1.273727835855223
a055,21804.36635559437,0.5646617599570254,105,0,-0.6336272638995645,-0.9066300670288076,0.5991820617226781,-0.8685026983610904,-1.0776079371731506,0.30286963720819754,-1.112446263911618,-1.0620495659977294,1.3021649809345432
a056,8985.500061314073,0.11871784789097714,117,0,1.5120445252021844,0.9928036610895505,-0.21123059119559173,0.5885587354593967,-0.7984417827725279,0.7253522212892533,3.2886745403441537,0.2939924946340111,-0.41083791921698415
a057,10885.803144134064,0.09782059568558045,35,0,0.05953651926157197,-1.1112539063943019,-1.2705264452613136,-0.11265161673933424,-0.746940241087156,-0.44968161017202685,0.4232300851446714,-0.545977647701237,0.5094507569875925
a058,11584.814001459228,0.7526477104630426,36,0,-0.6746679355578525,-1.5931503632759347,-0.14649984723734127,0.32797157452178244,0.026238689998619523,0.5652226138249228,0.42170557003243436,-0.8036710309686367,0.5142037790271724
a059,14493.733333382435,0.1059696464534803,65,1,1.5164017413551432,0.8926100793787888,0.5247851294153907,-0.38439258632367634,-1.5644324077928735,-0.935733603253868,-0.7852501072112826,-1.9543576142960224,1.6420722170762636
a060,16906.809496475034,0.13095582203049672,42,1,1.2171227799801014,0.35262294624748824,-1.0415127300620701,-1.3049360726595312,0.9291397809467526,-0.8067644753307646,0.7063870728562067,1.0821403632867017,-2.088698879259221
a061,13840.867265608813,0.1382462025445414,31,0,0.16239592975226705,-0.16735089513341553,0.14696218534613348,-0.5815288085340071,-0.05232517889018534,-0.9747976712573765,-0.20084570293419776,-1.7812422562441848,-1.0297427386986024
a062,6767.510685334699,0.04999080752456541,98,0,0.05536506819635092,1.6449026639263964,-0.25199504223410846,-1.15544655088673,0.7613295507395014,1.1465542936864528,-2.533582053391495,0.27227705385683143,-0.8956491883240723
a063,19027.49478788612,0.23349584457142256,18,1,0.3090776589783318,-1.8766068456932208,-1.133811249129865,-0.7636633410179778,0.9247249772174231,-1.4165718247396986,-2.0981259876587863,0.878922275805481,0.621018390587938
a064,9219.572242905686,0.27580352439065753,119,0,0.2173599894840241,0.8928394775020433,-0.16044401761041294,-0.5497730674514959,2.41344545679615,0.2384265704340378,-0.5545855689946281,-1.0097093241689887,-1.3035099537211685
a065,11021.78667880555,0.5279845527793754,100,0,0.8171659515419237,-0.4539622863424481,-0.028557989291916094,0.05792545672363511,-2.328110654753093,-0.7901826548246618,-0.8075235667856442,-0.25351859201441956,-1.1115458703758119
a066,9862.838168405122,0.41488813637184657,36,0,1.4993242823372814,0.03542595379766795,-0.8538242084143894,-0.0954839082596385,0.38283884601405627,0.26475285505571056,-0.5718010534622444,1.1232489902861884,2.344436683554252
a067,12085.174467211686,0.4746801819353695,30,0,-0.26355187873221914,1.7124881732966535,-0.4547000789050998,0.3443803745571344,-0.5027103140687144,-1.0330406622499315,-1.1925766693868944,0.22413130739611434,-0.65870977448485
a068,13177.433768507533,0.15960356216260202,77,0,-1.2444051525941742,0.2953221394264568,-0.05103466038079058,-2.0676469508942725,-0.580774995553143,-0.831403221706853,0.523365399792442,-1.0670396176657992,0.02266922244804577
a069,5679.356457480829,0.21383369288596277,65,0,-0.3173511594215703,0.30614072771916345,-1.1795406530050492,-0.8178188278943288,-1.522087982649818,0.04127444711364003,0.3349499727477342,-1.0564185278402425,-0.43867519847902336
a070,5037.412285218964,0.6715087832646875,102,0,0.44797751008169884,0.8634229439032003,1.2903321765543023,-0.03282103891384185,1.3627301104877034,1.3033751945000818,0.6778133648074183,-0.05710237660185966,0.5270297491916757
a071,11150.791825257593,0.2923139140101471,99,0,-0.30572703812311985,-1.382077788683826,-1.7914794441068331,-1.5160945665037848,-1.9478077332279753,-0.5335433981413609,0.15392988253096793,-0.909833558087192,-0.5931422405969284
a072,15196.091398198041,0.07492006367902189,68,0,-0.9484556755868909,0.1887541109775336,-0.31804887402241433,-1.1116472117522058,1.0322073475259081,2.4273466841280675,-0.1504128187708905,-0.4940728818271794,-0.62195793490958
a073,9954.221304822448,0.5104006489964555,89,0,0.6349978312853848,-0.8031511795168873,0.49721526995901,-0.7749643659937218,0.3266501358897735,-2.4030956382448476,0.24518690538001092,1.10624836809862,-0.3960130492887185
a074,16152.196940502985,0.12927737209905585,100,0,-0.854396280342766,-2.6975979583093856,-1.2637705821432381,-0.5422692377593008,-0.4184895244955524,-1.7278113485813051,0.9092884742288989,-0.29099876464260016,0.4022751586640568
a075,11497.646122536666,0.3969548242181851,42,0,0.685565663924731,1.0334412598558589,1.855812782284325,0.8041306774960326,-0.8294539577304699,-0.4240290095347635,1.0579908834569427,0.019571119347381403,-1.3041563890317385
a076,5715.553166074872,0.321270911695144,108,0,0.05783373104607815,1.0365807676310002,0.47488710269263973,-0.33565295599450623,0.17436914698973838,0.6083834176380282,-0.18290540896826754,0.27356806976746934,-0.716043596500633
a077,13374.49918171782,0.4046481830851963,95,0,-0.9252703805728407,-0.1979255297136769,-1.8950091429706228,-0.32813356433600366,2.4776152297438943,0.3372354029211286,0.5105074151289212,1.6015941344069005,0.19433340748764732
a078,23044.042111595307,0.048106339252349514,110,0,1.157798031488571,-1.563640930881399,-0.5538373079053936,1.450663497475051,-0.20662100495334576,0.03147006753636511,-0.2283942273010352,0.08198987641465287,-0.4688467118198233
a079,15597.94336118944,0.3017277857494032,75,0,0.668026836907162,0.47448812086802,1.0446616695431001,1.7303077334876162,-1.5901501780293572,1.1687161685787046,-0.845387480138434,1.5447449267001703,1.2305032416431545
a080,15049.537024261714,0.7823744324978087,55,0,1.3204165106278307,0.40146788087261087,0.5291250113724633,-1.1992537935312748,0.4336670028331958,1.667726707724955,-0.9279639787499071,-0.17471379144345142,-0.6201009679987015
a081,18170.96393917905,0.07193690479734108,99,2,-1.0838762287723258,2.133498932380574,0.1972771993693042,1.8875792206748654,0.8527596629781231,-0.5395420210370293,-2.9780005450352864,0.9383464626882471,-0.40093264407364504
a082,6839.328579451922,0.6299694117763048,118,0,-1.1300069850629935,0.3712555989674454,2.0178673899480093,-0.5185696021515027,-0.35905142385851396,0.4898149163398081,0.9996715072654815,-0.4918424764015921,0.769759748599309
a083,14047.283127657745,0.19540111659383486,85,0,-0.8360832023416432,0.5690963124466736,-1.9662750160776405,-2.9560975081580594,0.6109255618903108,0.5721442626191802,-2.6161235085310293,0.2709968617759157,-0.15748952191350946
a084,14697.578050011052,0.25433896283221713,36,1,0.4477854517086325,-0.9543146465504463,-0.27702637833934596,-1.3801677379413435,1.2148304829431205,1.5068804112326393,0.3342181859919981,-1.204370975249366,-1.7291695856392957
a085,12743.58343899891,0.4376934112195332,88,0,1.1150464305449956,-0.44025984183106215,1.0260126724470744,0.1229458602519508,-0.39725322287371684,1.7005198741247605,1.108470856792561,0.08114460808773866,-0.6395480333338416
a086,11487.129231616935,0.2774755252422123,62,1,2.045984245416315,1.562929800309232,2.1386925312822473,0.22481201392453273,-1.1055772408405764,1.1254375120020421,0.16233234433003924,-1.090282922654365,0.11860498611531099
a087,15582.497183095733,0.27626298994833465,86,0,-0.28172442871545206,0.38741959046596697,-0.7591533311372918,-0.5961340792799008,0.6736685540685293,-0.9431405705625349,-0.3387293009923211,-1.9074510139341811,-0.12389650189869862
a088,8885.88515465255,0.26231216821383674,54,0,0.010981423539729923,1.0963074151250594,0.5975546324095924,1.7957837223854098,0.45162985583374127,0.3337431469422608,0.6927156428925285,0.35982940425877813,1.0608103216992366
a089,18389.950085433622,0.16859755147570799,79,0,-1.3032357949237514,-0.3903962143411606,-1.0228668427458192,0.49114727173168177,-0.4973718668326459,-0.25755222907540026,0.5207137610892175,0.4880226102624372,0.5355525375907617
a090,5080.590762031583,0.05842216610319566,37,0,-2.5520126981339746,0.07505528505530717,-1.6609532186215685,0.8753991136697695,-0.6532496954739351,-1.5115032101934265,0.8379779727244752,0.04694737556073581,-0.31420499474810404
a091,16957.58267152607,0.23235235729110967,52,1,0.8982679857190385,-0.545345936152073,-0.2386404703160242,1.5763734008152768,0.12950453187983746,-1.539011885979691,-0.8432304372598827,0.41179283876115375,-0.7884431877608078
a092,11402.812486244642,0.09493153496612022,61,0,-0.32500560836995157,-0.2589943343640868,-2.2302026948848868,-0.5222434881049723,0.2863836596313432,0.12142477057232458,0.944788701639405,-0.6262942287445964,-0.9132566836648986
a093,18969.128801601048,0.25512143507517687,42,0,0.7666876617567709,2.270396831057007,-0.13020990945421987,1.1650043194797715,-0.42287033251975714,1.0749835196281277,-0.16073095964149725,0.059375792439446566,0.08594827213714556
a094,4172.978253602767,0.09579183200227,40,0,-1.2371744930890134,0.8045813876057428,-1.1485575172636133,0.9316065457141426,1.2362048378485477,0.8971683744491732,0.5858025457042781,1.5028066234260022,-0.201573627821811
a095,12571.616681365018,0.27927307153085745,31,1,0.18058050315075685,-0.03499877945040112,-2.2203603350272947,0.8205920211587304,-0.15111931758451658,0.12937160152558871,0.20614438163844495,-0.3691156931578688,-1.900033131598298
a096,11669.786174203082,0.4944423326051465,109,0,-0.890553562641709,-0.0009576634966161256,-0.7474441974859563,-1.157733191487198,0.9614987619803244,-1.436676512653716,0.4420827157127488,-0.4321990093131066,0.603720743685887
a097,14364.617892685592,0.12521821979992817,112,0,-1.0427436683952034,-1.409464562682823,-0.3415234360715865,0.06541719673315222,1.0135618435337386,-0.8261236698783211,0.9615277035736465,-0.8350429874386124,0.625185189600368
a098,7377.745849136112,0.2858028179428051,33,0,-0.3059843182739077,-1.7885360575973426,0.017813050034199324,0.2216567549031404,0.15016508793966213,0.020780851605132773,-1.1078594901168681,-0.8172405189146087,0.5760499372437821
a099,7167.571534081416,0.11078702137604265,90,0,-0.07124356964645888,0.5104667938075987,0.7596747885569664,-0.7618447895239059,1.14639747860194,-0.46116137633762383,0.48481068459253157,0.3163793183977813,1.8077511055354845
a100,14684.99978788864,0.1615122905033124,84,0,1.407693750190642,-0.4526668724743572,0.026715548249700228,0.4575552779340337,-0.6827574233523312,0.49553559733319247,1.1477112359735677,-0.5037823764597907,-0.5108443993749258
a101,14443.434965079976,0.5764357408748356,25,0,-0.22905682674605016,-0.14105863760343984,-1.99374479263764,1.0987548472025932,-0.5740538822682216,0.6814680448677769,-0.3756360893418023,-0.468736630300782,0.4645186676563793
a102,13000.185046084209,0.07339920278213503,54,0,-0.24142170902866414,-1.4181857388190597,-0.47722029957593665,-0.36020298631500375,-1.2732168147677325,2.6362517995701222,0.7473538613452094,-1.084122727343815,0.7924240220725987
a103,15625.88087842975,0.30578132896834703,64,0,0.5809649705895339,1.0339663096341232,-1.3651517402194675,-2.368738655346889,1.2890318637572664,0.10610348796111006,1.531997467442582,1.0185902643597062,0.7922552380434577
a104,16082.064824493138,0.20883694966453234,116,0,2.1878542921973714,1.2189065421284038,-0.42250083068730887,-0.13651742966043406,-0.07458593501209901,-1.320187018746305,0.6327730430748036,-1.8186882662410693,1.3057799473104217
a105,6407.5342671304425,0.38340873535497555,57,0,0.3131176713565495,-0.5711859088719177,1.7738317584566916,0.3048599345888338,-2.225932269864944,0.11100550159170791,-0.7880539892750219,0.517918052489741,-1.0777930016694963
a106,13779.427476690784,0.636655773129099,112,0,-1.0480255353816037,-0.7470609661688489,-0.5190224983023903,0.2744948313132749,0.6910246143294204,-0.34305986594794696,-0.7800189799669643,-0.9644062871515141,-1.1972984099564852
a107,17406.75313303162,0.12414344281213165,40,0,0.8016816845671157,1.7332239068571837,0.411393316086218,-0.2918020790520945,-1.3628760102706081,-1.0230865189963265,-0.6101546491582276,-1.1998310215444428,-0.21264162453154392
a108,18678.014316419387,0.3245051370687376,19,0,-0.7916517760262023,0.5288681098462219,0.6802062073069526,0.6612177106270306,-1.355102048116278,0.414695395558887,-0.5041321816996936,0.6355316164381811,-0.0060372599531080965
a109,16275.922456638697,0.010416623025779876,99,0,0.7719087552180518,-0.9899078313047408,0.2001920394979494,0.025172664389752557,-0.6748526056533929,-0.43653546037166546,1.9348878664001465,-1.4196465208245228,0.4407574952136785
a110,16751.90496013927,0.3464762643225496,95,0,-0.9617220947874745,1.5628276003762909,-0.78199216272189,-0.027253635582500938,-0.5574835731722093,0.4033989825981866,-0.5707663542326914,0.33216239326678926,0.7730021585646142
a111,16418.202061594813,0.07943046537919837,116,0,-1.9736472357424024,-0.39483865777647464,-0.4693432212441128,-0.07253927303204388,-0.8726994116120361,-0.6042280303897591,-0.7612304502282372,1.3364704929943827,-0.4439145220602436
a112,13919.59278381782,0.15468086678327245,105,0,1.500531956089731,0.3513896004130606,0.48900126445924313,-1.3932359806424863,1.138188023049351,-0.13462370413060126,1.416215953499866,-0.7994943895482322,-0.48711595713753286
a113,7024.048049179938,0.35266454699831756,89,1,1.4914462484687563,0.6009644655832854,0.82226322354749,-0.032332416259822534,0.37321300578320266,0.022631001783043662,1.5150081120617576,1.0538709901135008,0.9939804402660591
a114,6103.750447137816,0.1926334034631423,88,0,0.6878748406946549,-1.3252889572046427,0.1471360061244001,1.2104424667120492,-2.096642403605767,1.1803421267768497,0.18362826522683814,-1.2060434858557536,-1.2794055419587722
a115,6270.12548487841,0.19414363775679933,101,0,-0.09309046150429072,0.12592665699836653,0.17602404723959997,1.2353657924371484,-2.1992800848071625,0.8272540894027194,0.5981172244170205,-0.3819212436468419,0.10334012877018348
a116,13314.858388166926,0.58291032318005,118,0,-0.3859217003794713,-2.6652832288606203,2.102478578414854,-0.036870517377117364,2.152146403600752,0.8914622594148053,1.2867995663414693,1.2938329465187106,-0.5491953850352331
a117,9450.585030335267,0.2662074963809049,29,1,1.8508587345236818,1.5027830794819113,-1.8260283614831094,1.255698284129295,-1.3459886269369266,1.7383328927983361,-0.7205292225865834,-0.29865792511588457,1.6252494311916972
a118,13490.623050494425,0.13509181640205656,32,0,0.9770705795619307,-1.182797007645039,-1.830245534626445,-0.056703944597279225,2.5421786873067465,-0.6020253532059833,0.8818461039862292,-1.2390349433945143,0.8081990172258113
a119,16446.93464871164,0.6638291122249311,60,1,-0.9351466107725757,0.14418228780365525,-0.17975842537666045,-0.5133026074527289,-0.42837045701807525,1.1719375643761822,0.9566598903595962,-0.6518714727749872,0.27039646082680246
a120,9877.177160636667,0.1773210737093582,7,0,1.5833819393101503,-0.5108351334032376,-0.6714953990740148,-0.968357797591596,0.09430513847564889,-1.059753847617108,0.582430379530842,0.1503359372768175,2.021634716685078
a121,5807.464176861897,0.5205481459257485,64,0,0.20454546121717532,-0.1954110154408168,0.49202323951217936,-0.17405910935399663,-0.7285038073405934,-1.0851852026368434,1.4418720457256662,1.2338119995294214,1.445292411470289
a122,9516.17098654862,0.17605754015514816,41,0,-0.9538012577724597,-0.6641833881388427,0.3106182909380113,-0.8634831521178741,1.5679107053153238,0.11810720382520816,0.5259779784296449,-0.4954614119024018,-0.4793380544146403
a123,9516.314627312355,0.21207553922300126,17,0,0.1693338877384116,0.7214429808159426,-0.3799364836994771,-0.10240233123667553,1.0064091340132575,-0.8356856478840295,-0.6210934232135773,-0.16570170921982552,1.4923779952157996
a124,14738.447859772114,0.2066521853612491,56,0,-0.09687590808180228,0.9187851035630387,2.5405094795410696,0.4946132967821963,0.8800401224054933,-0.3582620147996626,1.5210155802336676,0.049570063933327704,-1.0588224240701747
a125,8313.63785329051,0.3788908115885114,34,1,0.851802507342366,0.24381863985636765,0.18889366819758802,-0.3128206063580929,0.7068809791147115,0.29683248838954507,-0.1663290330965345,-1.7943423769776863,0.10980128603746526
a126,10843.821008905199,0.09073085763995838,57,0,0.0972064090266229,0.289103201953623,0.07894580440630171,-1.882924889609603,0.5734837582966037,-0.4026399115885336,1.9399236298098792,1.2401247930443842,0.30305396273332175
a127,10206.00678760925,0.41339295781970875,53,0,0.6484631186586134,0.5124039304095401,-0.2059461361289943,1.1064484357136202,-1.1630274894842332,0.22188005896848986,-1.1752771826363748,-0.589930448406943,-0.11669322128044349
