application_id,top_feature,explanation,rule_reasons
APP_0057,credit_score_vs_dti,Score=0.000 with DTI=0.33 and CS=506,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0058,credit_score_vs_dti,Score=0.008 with DTI=0.97 and CS=621,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0059,credit_score_vs_dti,Score=0.000 with DTI=0.42 and CS=588,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0060,credit_score_vs_dti,Score=1.000 with DTI=0.20 and CS=704,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0061,credit_score_vs_dti,Score=1.000 with DTI=0.36 and CS=706,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0062,credit_score_vs_dti,Score=0.000 with DTI=0.61 and CS=462,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0063,credit_score_vs_dti,Score=1.000 with DTI=0.12 and CS=766,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0064,credit_score_vs_dti,Score=0.000 with DTI=0.26 and CS=504,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0065,credit_score_vs_dti,Score=1.000 with DTI=0.20 and CS=759,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0066,credit_score_vs_dti,Score=0.000 with DTI=0.26 and CS=522,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0067,credit_score_vs_dti,Score=0.000 with DTI=0.45 and CS=361,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0068,credit_score_vs_dti,Score=1.000 with DTI=0.66 and CS=718,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0069,credit_score_vs_dti,Score=0.000 with DTI=0.16 and CS=316,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0070,credit_score_vs_dti,Score=1.000 with DTI=0.21 and CS=724,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0071,credit_score_vs_dti,Score=0.000 with DTI=0.15 and CS=323,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0072,credit_score_vs_dti,Score=0.000 with DTI=1.16 and CS=413,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0073,credit_score_vs_dti,Score=0.999 with DTI=0.46 and CS=631,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0074,credit_score_vs_dti,Score=1.000 with DTI=0.12 and CS=817,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0075,credit_score_vs_dti,Score=0.000 with DTI=0.45 and CS=524,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0076,credit_score_vs_dti,Score=0.000 with DTI=0.24 and CS=366,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0077,credit_score_vs_dti,Score=0.000 with DTI=0.28 and CS=428,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0078,credit_score_vs_dti,Score=1.000 with DTI=0.18 and CS=792,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0079,credit_score_vs_dti,Score=1.000 with DTI=0.39 and CS=699,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0080,credit_score_vs_dti,Score=0.000 with DTI=0.18 and CS=355,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0081,credit_score_vs_dti,Score=0.000 with DTI=0.70 and CS=511,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0082,credit_score_vs_dti,Score=0.000 with DTI=0.05 and CS=445,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0083,credit_score_vs_dti,Score=0.000 with DTI=0.15 and CS=397,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0084,credit_score_vs_dti,Score=1.000 with DTI=0.39 and CS=765,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0085,credit_score_vs_dti,Score=0.996 with DTI=0.08 and CS=639,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0086,credit_score_vs_dti,Score=0.000 with DTI=0.23 and CS=398,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0087,credit_score_vs_dti,Score=1.000 with DTI=0.81 and CS=657,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0088,credit_score_vs_dti,Score=0.000 with DTI=0.34 and CS=527,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0089,credit_score_vs_dti,Score=0.000 with DTI=0.16 and CS=333,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0090,credit_score_vs_dti,Score=0.000 with DTI=0.01 and CS=547,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0091,credit_score_vs_dti,Score=0.000 with DTI=0.35 and CS=401,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0092,credit_score_vs_dti,Score=0.000 with DTI=0.28 and CS=434,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0093,credit_score_vs_dti,Score=1.000 with DTI=0.28 and CS=783,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0094,credit_score_vs_dti,Score=1.000 with DTI=0.15 and CS=690,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0095,credit_score_vs_dti,Score=0.000 with DTI=0.09 and CS=373,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0096,credit_score_vs_dti,Score=1.000 with DTI=0.43 and CS=768,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0097,credit_score_vs_dti,Score=0.825 with DTI=0.36 and CS=615,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0098,credit_score_vs_dti,Score=1.000 with DTI=0.54 and CS=781,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0099,credit_score_vs_dti,Score=1.000 with DTI=0.62 and CS=710,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0100,credit_score_vs_dti,Score=0.000 with DTI=0.45 and CS=486,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0101,credit_score_vs_dti,Score=0.000 with DTI=0.65 and CS=594,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0102,credit_score_vs_dti,Score=0.000 with DTI=0.26 and CS=591,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0103,credit_score_vs_dti,Score=1.000 with DTI=0.33 and CS=695,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0104,credit_score_vs_dti,Score=0.000 with DTI=0.05 and CS=436,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0105,credit_score_vs_dti,Score=0.000 with DTI=0.47 and CS=483,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0106,credit_score_vs_dti,Score=0.000 with DTI=0.32 and CS=434,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0107,credit_score_vs_dti,Score=0.000 with DTI=0.61 and CS=462,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0108,credit_score_vs_dti,Score=0.000 with DTI=0.07 and CS=388,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0109,credit_score_vs_dti,Score=0.000 with DTI=0.22 and CS=320,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0110,credit_score_vs_dti,Score=1.000 with DTI=0.37 and CS=817,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0111,credit_score_vs_dti,Score=0.000 with DTI=0.13 and CS=340,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0112,credit_score_vs_dti,Score=1.000 with DTI=0.31 and CS=788,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0113,credit_score_vs_dti,Score=0.000 with DTI=1.15 and CS=301,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0114,credit_score_vs_dti,Score=1.000 with DTI=0.76 and CS=727,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0115,credit_score_vs_dti,Score=0.000 with DTI=0.67 and CS=480,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0116,credit_score_vs_dti,Score=0.000 with DTI=0.09 and CS=584,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0117,credit_score_vs_dti,Score=0.000 with DTI=0.41 and CS=455,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0118,credit_score_vs_dti,Score=0.000 with DTI=0.23 and CS=569,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0119,credit_score_vs_dti,Score=0.000 with DTI=0.19 and CS=548,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0120,credit_score_vs_dti,Score=0.000 with DTI=0.29 and CS=591,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0121,credit_score_vs_dti,Score=0.000 with DTI=0.59 and CS=516,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0122,credit_score_vs_dti,Score=0.000 with DTI=1.24 and CS=595,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0123,credit_score_vs_dti,Score=1.000 with DTI=0.29 and CS=754,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0124,credit_score_vs_dti,Score=0.000 with DTI=0.22 and CS=539,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0125,credit_score_vs_dti,Score=0.000 with DTI=0.25 and CS=498,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0126,credit_score_vs_dti,Score=0.000 with DTI=0.24 and CS=372,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0127,credit_score_vs_dti,Score=0.000 with DTI=0.28 and CS=497,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0128,credit_score_vs_dti,Score=0.000 with DTI=1.05 and CS=369,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0129,credit_score_vs_dti,Score=0.000 with DTI=0.08 and CS=400,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0130,credit_score_vs_dti,Score=1.000 with DTI=0.17 and CS=823,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0131,credit_score_vs_dti,Score=0.000 with DTI=0.38 and CS=349,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0132,credit_score_vs_dti,Score=0.000 with DTI=0.68 and CS=565,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0133,credit_score_vs_dti,Score=1.000 with DTI=0.41 and CS=758,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0134,credit_score_vs_dti,Score=1.000 with DTI=0.16 and CS=824,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0135,credit_score_vs_dti,Score=0.000 with DTI=0.27 and CS=380,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0136,credit_score_vs_dti,Score=0.000 with DTI=0.27 and CS=389,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0137,credit_score_vs_dti,Score=0.000 with DTI=0.19 and CS=504,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0138,credit_score_vs_dti,Score=0.000 with DTI=0.02 and CS=604,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0139,credit_score_vs_dti,Score=1.000 with DTI=0.54 and CS=827,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0140,credit_score_vs_dti,Score=0.000 with DTI=0.14 and CS=414,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0141,credit_score_vs_dti,Score=0.000 with DTI=0.34 and CS=390,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0142,credit_score_vs_dti,Score=0.000 with DTI=0.71 and CS=439,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0143,credit_score_vs_dti,Score=1.000 with DTI=0.47 and CS=780,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0144,credit_score_vs_dti,Score=0.000 with DTI=0.34 and CS=316,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0145,credit_score_vs_dti,Score=0.000 with DTI=0.13 and CS=509,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0146,credit_score_vs_dti,Score=0.000 with DTI=0.39 and CS=365,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0147,credit_score_vs_dti,Score=0.000 with DTI=0.06 and CS=386,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0148,credit_score_vs_dti,Score=1.000 with DTI=0.33 and CS=804,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0149,credit_score_vs_dti,Score=0.000 with DTI=0.89 and CS=300,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0150,credit_score_vs_dti,Score=0.000 with DTI=0.94 and CS=476,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0151,credit_score_vs_dti,Score=1.000 with DTI=0.18 and CS=803,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0152,credit_score_vs_dti,Score=0.044 with DTI=0.53 and CS=634,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0153,credit_score_vs_dti,Score=0.000 with DTI=0.69 and CS=339,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0154,credit_score_vs_dti,Score=0.000 with DTI=0.34 and CS=555,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0155,credit_score_vs_dti,Score=1.000 with DTI=0.24 and CS=834,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0156,credit_score_vs_dti,Score=0.000 with DTI=0.16 and CS=520,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0157,credit_score_vs_dti,Score=0.000 with DTI=0.50 and CS=590,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0158,credit_score_vs_dti,Score=0.000 with DTI=0.23 and CS=592,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0159,credit_score_vs_dti,Score=1.000 with DTI=1.12 and CS=663,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0160,credit_score_vs_dti,Score=0.000 with DTI=0.14 and CS=402,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0161,credit_score_vs_dti,Score=1.000 with DTI=0.31 and CS=761,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0162,credit_score_vs_dti,Score=1.000 with DTI=0.09 and CS=843,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0163,credit_score_vs_dti,Score=0.000 with DTI=0.38 and CS=378,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0164,credit_score_vs_dti,Score=1.000 with DTI=0.33 and CS=750,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0165,credit_score_vs_dti,Score=1.000 with DTI=1.21 and CS=749,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0166,credit_score_vs_dti,Score=1.000 with DTI=0.51 and CS=707,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0167,credit_score_vs_dti,Score=0.000 with DTI=0.19 and CS=503,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0168,credit_score_vs_dti,Score=0.000 with DTI=0.65 and CS=557,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0169,credit_score_vs_dti,Score=1.000 with DTI=1.69 and CS=761,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0170,credit_score_vs_dti,Score=0.000 with DTI=0.40 and CS=384,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0171,credit_score_vs_dti,Score=1.000 with DTI=0.02 and CS=755,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0172,credit_score_vs_dti,Score=1.000 with DTI=0.35 and CS=806,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0173,credit_score_vs_dti,Score=1.000 with DTI=0.65 and CS=675,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0174,credit_score_vs_dti,Score=0.000 with DTI=0.53 and CS=487,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0175,credit_score_vs_dti,Score=0.003 with DTI=0.09 and CS=607,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0176,credit_score_vs_dti,Score=0.000 with DTI=1.04 and CS=327,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0177,credit_score_vs_dti,Score=1.000 with DTI=0.04 and CS=812,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0178,credit_score_vs_dti,Score=0.000 with DTI=0.20 and CS=488,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0179,credit_score_vs_dti,Score=0.000 with DTI=0.43 and CS=331,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0180,credit_score_vs_dti,Score=1.000 with DTI=0.39 and CS=736,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0181,credit_score_vs_dti,Score=1.000 with DTI=1.36 and CS=661,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0182,credit_score_vs_dti,Score=1.000 with DTI=0.08 and CS=642,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0183,credit_score_vs_dti,Score=0.000 with DTI=0.21 and CS=329,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0184,credit_score_vs_dti,Score=1.000 with DTI=0.58 and CS=712,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0185,credit_score_vs_dti,Score=1.000 with DTI=1.09 and CS=650,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0186,credit_score_vs_dti,Score=1.000 with DTI=0.36 and CS=736,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0187,credit_score_vs_dti,Score=1.000 with DTI=0.46 and CS=755,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0188,credit_score_vs_dti,Score=0.000 with DTI=0.10 and CS=416,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0189,credit_score_vs_dti,Score=0.000 with DTI=0.17 and CS=415,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0190,credit_score_vs_dti,Score=1.000 with DTI=0.66 and CS=808,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0191,credit_score_vs_dti,Score=0.000 with DTI=0.15 and CS=592,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0192,credit_score_vs_dti,Score=0.000 with DTI=0.43 and CS=540,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
APP_0193,credit_score_vs_dti,Score=0.000 with DTI=0.20 and CS=457,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}"
