application_id,decision,score,loan_amount,income,DTI,LTV,collateral_type,collateral_value,customer_type,requested_amount,loan_term_months,proposed_loan_option,proposed_consolidation_loan,rule_reasons,top_feature,explanation,currency_code
APP_0016,approved,1.0,81875.0,108218.0,0.3033506440702997,2.615898271510188,real_estate,31299.0,non-bank,81875.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 81875.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0017,approved,1.0,46808.0,149888.0,0.3154021669513215,0.2359036387460929,car,198420.0,bank,46808.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 46808.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0018,denied,1.6755977960635247e-74,66718.0,27995.0,1.5130916235041432,1.1331759430677322,car,58877.0,non-bank,66718.0,72,,"{""consolidated_amount"": 99069.3, ""term_months"": 84, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": false, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0019,approved,1.0,57544.0,108210.0,0.1813510766102931,6.562207777396902,deposit,8769.0,bank,57544.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 57544.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0020,denied,2.904998649922241e-109,96344.0,42065.0,0.1235231189825241,0.5195455109227265,car,185439.0,bank,96344.0,48,"{""term_months"": 48, ""apr"": 0.15, ""amount"": 96344.0}","{""consolidated_amount"": 87088.4, ""term_months"": 60, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0021,approved,1.0,67139.0,106265.0,0.4347150990448366,6.003666279173209,deposit,11183.0,bank,67139.0,60,"{""term_months"": 60, ""apr"": 0.22, ""amount"": 67139.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0022,approved,1.0,44600.0,102914.0,0.4476164564587864,0.3903924932600365,deposit,114244.0,bank,44600.0,24,"{""term_months"": 24, ""apr"": 0.22, ""amount"": 44600.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0023,denied,7.446398606527054e-123,97132.0,36305.0,0.7973557361244789,0.4889063380848812,deposit,198672.0,bank,97132.0,60,,"{""consolidated_amount"": 111510.2, ""term_months"": 72, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0024,approved,1.0,15189.0,110091.0,0.4445776675659186,0.1277041172365655,real_estate,118939.0,bank,15189.0,60,"{""term_months"": 60, ""apr"": 0.22, ""amount"": 15189.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0025,approved,1.0,98534.0,137129.0,0.0016772528057522,0.8194095634095566,deposit,120250.0,bank,98534.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 98534.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0026,approved,1.0,19631.0,132930.0,0.2319265778981401,0.2378679009802586,land,82529.0,non-bank,19631.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 19631.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0027,denied,6.044079255065078e-07,32381.0,28624.0,0.0673211291224124,1.0004634492986155,deposit,32366.0,bank,32381.0,60,"{""term_months"": 60, ""apr"": 0.15, ""amount"": 32381.0}","{""consolidated_amount"": 29450.85, ""term_months"": 72, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0028,denied,1.7115288700539835e-53,83039.0,55739.0,0.8393404976766566,0.703982841059372,car,117956.0,non-bank,83039.0,36,,"{""consolidated_amount"": 117367.15, ""term_months"": 48, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0029,denied,2.9722012372857243e-42,74706.0,55103.0,0.6173892528537355,0.4143841315272716,deposit,180282.0,non-bank,74706.0,24,,"{""consolidated_amount"": 97520.1, ""term_months"": 36, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0030,denied,4.664784413882845e-24,97183.0,81661.0,0.5592755415681836,3.812443607547612,land,25491.0,bank,97183.0,24,,"{""consolidated_amount"": 128276.55, ""term_months"": 36, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0031,denied,3.23029339289281e-69,76248.0,42877.0,0.6561326585348636,0.4306993611360569,real_estate,177033.0,bank,76248.0,48,,"{""consolidated_amount"": 92943.8, ""term_months"": 60, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0032,approved,1.0,65515.0,131793.0,0.0315874135955625,0.7471375786880674,car,87688.0,bank,65515.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 65515.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0033,approved,1.0,37916.0,122095.0,0.010860395593595,0.3417395223073425,real_estate,110950.0,bank,37916.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 37916.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0034,approved,1.0,5447.0,126043.0,0.1331133026030788,0.137007319465751,deposit,39757.0,bank,5447.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 5447.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0035,denied,1.0,16767.0,49775.0,0.74680060271219,0.131625635872636,car,127384.0,bank,16767.0,48,,"{""consolidated_amount"": 51423.95, ""term_months"": 60, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0036,denied,8.681451567283158e-13,33288.0,26821.0,0.2815331270273188,0.7739415498360706,real_estate,43011.0,non-bank,33288.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 33288.0}","{""consolidated_amount"": 35845.8, ""term_months"": 36, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0037,approved,1.0,8889.0,138829.0,0.3069027364599593,0.147044713900512,land,60451.0,non-bank,8889.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 8889.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0038,approved,0.9999999999997811,53277.0,61113.0,0.1959321257342922,0.3635439341107728,car,146549.0,bank,53277.0,60,"{""term_months"": 60, ""apr"": 0.15, ""amount"": 53277.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0039,approved,1.0,78847.0,107033.0,0.2318910990068461,4.454884456748717,real_estate,17699.0,non-bank,78847.0,48,"{""term_months"": 48, ""apr"": 0.15, ""amount"": 78847.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0040,approved,1.0,96509.0,138679.0,0.0732194492316783,1.0282447953291032,deposit,93858.0,bank,96509.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 96509.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0041,denied,4.71445448186017e-46,51521.0,29520.0,0.7888550135501088,0.4217639739349649,deposit,122156.0,bank,51521.0,36,,"{""consolidated_amount"": 67079.85, ""term_months"": 48, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0042,denied,3.1851451130099908e-118,88125.0,25684.0,0.8802367232517957,2.642508021229943,land,33349.0,bank,88125.0,12,,"{""consolidated_amount"": 97514.25, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0043,denied,1.0066827502652827e-139,98626.0,25678.0,0.0106316691331096,1.5269073569482052,land,64592.0,bank,98626.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 98626.0}","{""consolidated_amount"": 84105.1, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0044,denied,2.877436199228856e-80,86683.0,44540.0,0.6374045801526574,1.1721522068368513,car,73952.0,bank,86683.0,72,,"{""consolidated_amount"": 102070.55, ""term_months"": 84, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0045,denied,1.8158498106322496e-38,49172.0,31457.0,1.250341736338454,0.3631207768710973,land,135415.0,bank,49172.0,72,,"{""consolidated_amount"": 81128.2, ""term_months"": 84, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": false, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0046,approved,1.0,35899.0,127497.0,0.3671694235942777,0.1836003027699348,land,195528.0,bank,35899.0,60,"{""term_months"": 60, ""apr"": 0.15, ""amount"": 35899.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0047,approved,0.9999976339613912,97902.0,100740.0,0.1641353980543958,0.5808173992489243,real_estate,168559.0,bank,97902.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 97902.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0048,approved,1.0,27981.0,147505.0,0.2984915765567248,0.6297063125914115,real_estate,44435.0,non-bank,27981.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 27981.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0049,approved,1.0,44099.0,125185.0,0.3509845428765399,3.839369667420874,car,11486.0,bank,44099.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 44099.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0050,approved,1.0,12032.0,145398.0,0.3398877563652847,0.6696721767684828,car,17967.0,non-bank,12032.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 12032.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0051,denied,1.4852218167952334e-50,80399.0,54819.0,0.3402652365055849,0.6569780269168172,real_estate,122377.0,non-bank,80399.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 80399.0}","{""consolidated_amount"": 86992.15, ""term_months"": 36, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0052,denied,4.086688215712498e-08,66734.0,60974.0,0.6977400203365255,1.7560654702383625,real_estate,38002.0,non-bank,66734.0,48,,"{""consolidated_amount"": 99267.9, ""term_months"": 60, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0053,approved,1.0,13057.0,131176.0,0.2153823870220146,0.2491556149222355,deposit,52405.0,bank,13057.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 13057.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0054,approved,1.0,26083.0,55610.0,0.0523826649883105,0.1528011294735168,car,170699.0,bank,26083.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 26083.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0055,denied,1.8813837765793014e-55,57768.0,32153.0,0.4203962305227997,0.3286268531054787,land,175786.0,bank,57768.0,36,"{""term_months"": 36, ""apr"": 0.22, ""amount"": 57768.0}","{""consolidated_amount"": 62619.8, ""term_months"": 48, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0056,approved,1.0,56339.0,108641.0,0.3092939129794432,0.3331835143974007,land,169093.0,bank,56339.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 56339.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0057,approved,1.0,81195.0,125120.0,0.0641703964194368,1.4319348182635587,land,56703.0,bank,81195.0,48,"{""term_months"": 48, ""apr"": 0.15, ""amount"": 81195.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0058,approved,1.0,30279.0,146024.0,0.1488522434668263,0.238456752691388,land,126979.0,bank,30279.0,60,"{""term_months"": 60, ""apr"": 0.15, ""amount"": 30279.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0059,approved,1.0,92846.0,140974.0,0.2748379133740954,0.7411848292048125,car,125267.0,non-bank,92846.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 92846.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0060,denied,5.247026315049655e-13,47224.0,40028.0,0.1870440691515892,1.0839396791149016,deposit,43567.0,non-bank,47224.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 47224.0}","{""consolidated_amount"": 47627.4, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0061,approved,1.0,83145.0,121513.0,0.2043320467768863,0.72756149423778,car,114279.0,bank,83145.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 83145.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0062,approved,1.0,27646.0,130765.0,0.0821473635911743,0.2539848781339263,deposit,108849.0,bank,27646.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 27646.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0063,approved,1.0,8512.0,112265.0,0.2389346635193494,0.1012573902906141,car,84063.0,bank,8512.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 8512.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0064,approved,1.0,10230.0,127474.0,0.0944114093854425,0.0671616804206956,real_estate,152319.0,bank,10230.0,48,"{""term_months"": 48, ""apr"": 0.15, ""amount"": 10230.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0065,approved,1.0,40406.0,129747.0,0.3720317232768358,0.2925787274715228,deposit,138103.0,bank,40406.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 40406.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0066,denied,4.555054769855386e-27,95549.0,80818.0,0.0474523002301461,0.8665082661491365,real_estate,110269.0,bank,95549.0,60,"{""term_months"": 60, ""apr"": 0.15, ""amount"": 95549.0}","{""consolidated_amount"": 85051.65, ""term_months"": 72, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0067,denied,1.0,9626.0,30018.0,1.6049703511226063,0.0653287817193423,deposit,147347.0,bank,9626.0,12,,"{""consolidated_amount"": 56360.1, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": false, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0068,approved,1.0,40052.0,82024.0,0.4827001853116102,0.2592094022625472,real_estate,154516.0,bank,40052.0,72,"{""term_months"": 72, ""apr"": 0.22, ""amount"": 40052.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0069,denied,1.0,15381.0,50222.0,0.8518577515829547,0.1316280423099294,real_estate,116852.0,non-bank,15381.0,60,,"{""consolidated_amount"": 55855.85, ""term_months"": 72, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0070,denied,6.132206354599624e-103,93498.0,39216.0,1.0856538147694543,1.5742259188793029,land,59393.0,bank,93498.0,36,,"{""consolidated_amount"": 122048.3, ""term_months"": 48, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": false, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0071,denied,4.632203827668155e-59,69154.0,40615.0,0.2309491567154935,0.4501715304946689,deposit,153617.0,non-bank,69154.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 69154.0}","{""consolidated_amount"": 68160.9, ""term_months"": 36, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0072,approved,1.0,77455.0,112171.0,0.4150270569041872,0.531310664627074,car,145781.0,bank,77455.0,72,"{""term_months"": 72, ""apr"": 0.22, ""amount"": 77455.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0073,approved,1.0,72759.0,88066.0,0.3373946812617771,0.3696803105438563,real_estate,196816.0,bank,72759.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 72759.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0074,denied,1.0,67417.0,92479.0,0.520193773721596,1.8340769356330096,real_estate,36758.0,non-bank,67417.0,36,,"{""consolidated_amount"": 105411.45, ""term_months"": 48, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0075,approved,1.0,78503.0,118148.0,0.3716271117581307,0.8870395480225888,deposit,88500.0,non-bank,78503.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 78503.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0076,approved,1.0,5771.0,93533.0,0.3098371697689552,0.0311187321718403,land,185451.0,non-bank,5771.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 5771.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0077,approved,1.0,87218.0,103751.0,0.180460911220131,0.8166555866627888,real_estate,106799.0,non-bank,87218.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 87218.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0078,denied,3.892847839950643e-82,75287.0,35753.0,0.1640142085978753,0.3983797484429796,car,188983.0,bank,75287.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 75287.0}","{""consolidated_amount"": 69857.95, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0079,approved,1.0,75245.0,131391.0,0.0384729547685911,7.239272657301593,car,10394.0,bank,75245.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 75245.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0080,approved,1.0,42376.0,81097.0,0.2402678274165475,2.8725596529282216,real_estate,14752.0,bank,42376.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 42376.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0081,denied,1.7141720620259014e-74,81082.0,44401.0,0.9132226751649531,0.5041252945528671,deposit,160837.0,bank,81082.0,12,,"{""consolidated_amount"": 109467.7, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0082,approved,1.0,41272.0,126666.0,0.199477365670344,0.5372699106980064,land,76818.0,bank,41272.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 41272.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0083,approved,1.0,9651.0,116827.0,0.2061852140344252,0.0894571947647464,real_estate,107884.0,bank,9651.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 9651.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
