application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,current_loans,customer_type,DTI,LTV,CCR,ITI,CWI,currency_code,session_flagged,created_at,employment_years,debt_to_income,requested_amount,loan_term_months,score,decision,rule_reasons,top_feature,proposed_loan_option,proposed_consolidation_loan
APP_00012,56,53531.0,11,85976.0,48,119092.0,deposit,2,738,38720.0,243160.0,2,bank,0.7233191982215778,0.7219292647700877,1.3851772587698732,0.0334603625306704,0.1065711527832688,USD,False,:28:01,11,0.7233191982215778,85976.0,48,0.0004754280007537108,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 464640.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00013,31,117993.0,4,96449.0,12,32671.0,land,0,798,32851.0,35472.0,3,bank,0.2784148212182055,2.9521287992408265,0.3387386079689748,0.0681177414422619,0.0,USD,False,:28:01,4,0.2784148212182055,96449.0,12,0.9945720639877578,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00014,34,66341.0,27,76655.0,60,35077.0,car,0,778,29499.0,39416.0,2,bank,0.4446571501786158,2.185335119879061,0.4575957210879856,0.0192578244722271,0.0,USD,False,:28:01,27,0.4446571501786158,76655.0,60,0.04046975421997541,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00015,43,55858.0,19,14824.0,36,58517.0,car,0,579,26706.0,244853.0,2,bank,0.4781051953166874,0.2533280926910085,3.9474500809495447,0.0073718675528363,1.1690525676826278,USD,False,:28:01,19,0.4781051953166874,14824.0,36,0.003402325048119053,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00016,57,141298.0,9,82881.0,36,194690.0,real_estate,0,684,5537.0,99537.0,4,non-bank,0.0391866834633183,0.4257075350557274,2.349030537758927,0.0162935781110563,1.2961665050934343,USD,False,:28:01,9,0.0391866834633183,82881.0,36,0.9999432549690117,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00017,37,85328.0,12,70738.0,48,40565.0,car,1,589,16589.0,89424.0,3,bank,0.1944144946559137,1.7438185628004008,0.5734541547682918,0.0172710989745759,0.0,USD,False,:28:01,12,0.1944144946559137,70738.0,48,0.6119648048457323,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00018,42,31071.0,21,54975.0,24,181355.0,real_estate,0,670,3975.0,173941.0,3,non-bank,0.1279327990730865,0.3031347357392942,3.2988631195997584,0.0737222812237933,1.8231400212810829,USD,False,:28:01,21,0.1279327990730865,54975.0,24,0.00024362394085521356,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00019,22,86845.0,21,18607.0,48,138178.0,real_estate,1,611,37907.0,66527.0,2,bank,0.4364902988082165,0.1346596419111571,7.426129951093275,0.0044636517165669,1.4628830598475044,USD,False,:28:01,21,0.4364902988082165,18607.0,48,0.31613443314542744,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00020,26,82596.0,13,99684.0,60,185004.0,land,1,588,37541.0,22462.0,1,bank,0.4545135357644382,0.5388207822533538,1.855904658721541,0.0201147755335886,0.4668844060087672,USD,False,:28:01,13,0.4545135357644382,99684.0,60,0.11610463597079929,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00021,23,132996.0,9,47047.0,36,166594.0,real_estate,0,540,12904.0,11290.0,2,bank,0.0970254744503586,0.2824051286360836,3.5410121793099765,0.0098263189199284,1.943909665520065,USD,False,:28:01,9,0.0970254744503586,47047.0,36,0.9995536523705737,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00022,24,113944.0,19,9196.0,12,71775.0,real_estate,0,659,14646.0,33001.0,4,bank,0.128536825107069,0.1281226053639828,7.805023923444127,0.0067255259888143,2.279427127340641,USD,False,:28:01,19,0.128536825107069,9196.0,12,0.9964069129225093,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00023,59,48919.0,19,24947.0,36,166955.0,land,1,713,15872.0,55974.0,3,bank,0.3244547108485389,0.1494234973495843,6.69238786226774,0.0141657070300488,1.7238088482852407,USD,False,:28:01,19,0.3244547108485389,24947.0,36,0.00428745272732061,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00024,58,43806.0,17,43120.0,24,40473.0,car,1,805,44465.0,211873.0,3,bank,1.0150436013331277,1.065401625775182,0.9386131725417224,0.0410141685292372,0.0,USD,False,:28:01,17,1.0150436013331277,43120.0,24,3.753978848897537e-05,denied,"{""model_threshold"": false, ""ndi_value"": false, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 533580.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00025,57,100449.0,2,10921.0,36,63866.0,car,1,637,24426.0,96405.0,0,bank,0.2431681748947202,0.1709986534306176,5.847999267465814,0.0030200510816701,1.88224380641652,USD,False,:28:01,2,0.2431681748947202,10921.0,36,0.8757171229598151,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00026,23,30921.0,14,35773.0,48,48660.0,real_estate,0,355,38103.0,30815.0,4,non-bank,1.2322693315222266,0.7351623510069722,1.360243759259739,0.0241024169114124,0.0,USD,False,:28:01,14,1.2322693315222266,35773.0,48,6.843036641487442e-07,denied,"{""model_threshold"": false, ""ndi_value"": false, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 457236.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00027,24,64876.0,18,49498.0,12,33568.0,real_estate,0,623,22441.0,14183.0,1,bank,0.3459060361304589,1.4745591039084405,0.6781688149015985,0.0635802659379359,0.0,USD,False,:28:01,18,0.3459060361304589,49498.0,12,0.008273763035134564,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00028,33,42275.0,28,95121.0,60,25280.0,car,0,473,34909.0,148354.0,4,non-bank,0.8257599053814116,3.7626977848099776,0.2657667602317021,0.0375008870484574,0.0,USD,False,:28:01,28,0.8257599053814116,95121.0,60,0.0002572615401732883,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 418908.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00029,45,27570.0,15,13205.0,24,43980.0,land,1,314,26416.0,253637.0,2,non-bank,0.9581429089589788,0.3002501136880332,3.33055660734545,0.0199567766888062,0.0878684840919129,USD,False,:28:01,15,0.9581429089589788,13205.0,24,9.191017975904609e-07,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 316992.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00030,35,139852.0,10,59801.0,72,31061.0,car,0,339,13930.0,108221.0,4,bank,0.0996052970282863,1.9252760696692983,0.5194060299994897,0.0059389171726747,0.0,USD,False,:28:01,10,0.0996052970282863,59801.0,72,0.9998499103442342,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00031,42,36227.0,16,91997.0,60,81041.0,land,0,625,43814.0,28516.0,4,bank,1.2094294310872773,1.1351908293332864,0.8809091600812974,0.0423243253183464,0.0,USD,False,:28:01,16,1.2094294310872773,91997.0,60,3.04318454419962e-06,denied,"{""model_threshold"": false, ""ndi_value"": false, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 525768.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00032,28,26157.0,5,81588.0,24,21690.0,land,0,819,35447.0,76143.0,3,bank,1.355163053866982,3.7615491009680144,0.2658479188115866,0.1299652100721881,0.0,USD,False,:28:01,5,1.355163053866982,81588.0,24,1.1663456922832101e-07,denied,"{""model_threshold"": false, ""ndi_value"": false, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 425364.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00033,53,141611.0,2,92869.0,48,19765.0,car,0,578,38466.0,154816.0,4,bank,0.2716314410603677,4.698659246141933,0.2128266698252354,0.0136625744701542,0.0,USD,False,:28:01,2,0.2716314410603677,92869.0,48,0.9999817106539873,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00034,34,48540.0,20,21182.0,12,198046.0,car,1,544,47407.0,64745.0,3,bank,0.976658426040359,0.1069549498601329,9.349730903596951,0.0363651970852808,0.0625352312613929,USD,False,:28:01,20,0.976658426040359,21182.0,12,3.158958161073238e-05,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 568884.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00035,23,127069.0,29,81127.0,12,24837.0,car,0,348,12438.0,293758.0,4,bank,0.0978838268971968,3.266376776583192,0.3061496172667508,0.0532040334996726,0.0,USD,False,:28:01,29,0.0978838268971968,81127.0,12,0.9992849376885338,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00036,53,28910.0,25,97970.0,72,22219.0,real_estate,0,671,4577.0,231389.0,0,non-bank,0.1583189207886489,4.40928934695511,0.2267939165050502,0.0470665667390349,0.0,USD,False,:28:01,25,0.1583189207886489,97970.0,72,0.00046926005002595196,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00037,60,44194.0,17,35973.0,60,13780.0,land,1,330,29113.0,109927.0,0,non-bank,0.6587545820699494,2.610522496371364,0.383065076585206,0.0135663212198487,0.0,USD,False,:28:01,17,0.6587545820699494,35973.0,60,0.00018383491524621482,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 349356.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00038,21,38828.0,1,52370.0,12,33448.0,land,1,762,16308.0,285947.0,2,bank,0.4200061811064072,1.5657139440324814,0.6386862707656934,0.1123974107938311,0.0,USD,False,:28:01,1,0.4200061811064072,52370.0,12,3.551187278499199e-05,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00039,40,113282.0,29,55429.0,24,109360.0,car,0,749,21788.0,104256.0,4,non-bank,0.1923341748909783,0.506848939283097,1.9729744357646364,0.0203875431804736,0.7858382004718518,USD,False,:28:01,29,0.1923341748909783,55429.0,24,0.9941085995266837,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00040,57,102518.0,13,51898.0,24,166832.0,car,0,845,11733.0,50652.0,3,bank,0.1144481944634101,0.3110794092260459,3.214613279895117,0.0210930438223194,1.830224619093628,USD,False,:28:01,13,0.1144481944634101,51898.0,24,0.9816187338963679,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00041,52,84437.0,8,32529.0,36,149099.0,car,2,456,19923.0,282102.0,2,bank,0.2359510641069645,0.2181704773338505,4.583571582280285,0.0107012723487123,1.7920680445284942,USD,False,:28:01,8,0.2359510641069645,32529.0,36,0.4348080120629494,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00042,58,55204.0,26,97234.0,24,119406.0,land,1,388,19662.0,288307.0,2,bank,0.3561698427650105,0.8143141885667319,1.2280272332722997,0.073389911356021,0.1468108094515762,USD,False,:28:01,26,0.3561698427650105,97234.0,24,0.0012201457286386693,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00043,39,36107.0,22,95867.0,24,24324.0,deposit,0,464,17527.0,100670.0,3,bank,0.4854183399340714,3.941251438907912,0.2537265169453487,0.1106283638398866,0.0,USD,False,:28:01,22,0.4854183399340714,95867.0,24,9.349055504938115e-05,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00044,37,96151.0,22,41169.0,48,156688.0,real_estate,0,739,37116.0,182481.0,4,bank,0.3860178261276493,0.262745073011333,3.805970511792762,0.0089202140381496,1.3579841483118087,USD,False,:28:01,22,0.3860178261276493,41169.0,48,0.8669708706198677,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00045,52,53839.0,8,81502.0,24,15152.0,car,0,420,29632.0,60254.0,4,bank,0.5503816935678495,5.3789598732837,0.1859095482319429,0.0630754038248315,0.0,USD,False,:28:01,8,0.5503816935678495,81502.0,24,0.010438750141020081,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 355584.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00046,27,98774.0,29,42764.0,72,129135.0,real_estate,0,788,23712.0,196081.0,0,bank,0.2400631745196079,0.3311573159871426,3.019712842577799,0.0060131658577782,1.5248345581035474,USD,False,:28:01,29,0.2400631745196079,42764.0,72,0.8477839613503348,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00047,31,110933.0,13,80507.0,60,86591.0,car,1,384,5635.0,210134.0,2,bank,0.0507964266719546,0.9297386564423448,1.0755710683542912,0.0120954389884971,0.071732328122134,USD,False,:28:01,13,0.0507964266719546,80507.0,60,0.9750970730820631,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00048,47,131179.0,15,60551.0,60,177377.0,real_estate,0,326,28536.0,215878.0,1,non-bank,0.2175348188353302,0.3413689486235513,2.929381843404685,0.0076931775155818,1.5096741136354883,USD,False,:28:01,15,0.2175348188353302,60551.0,60,0.9984293509726733,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00049,50,86748.0,22,49666.0,24,67046.0,car,0,420,8751.0,174933.0,3,bank,0.1008784064185906,0.7407749903051525,1.349937583054779,0.0238554971478353,0.3146364373302713,USD,False,:28:01,22,0.1008784064185906,49666.0,24,0.6248475008052112,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00050,26,25592.0,19,17164.0,60,130585.0,car,1,714,15707.0,214194.0,2,non-bank,0.6137464832759998,0.1314392924149011,7.608075040782591,0.0111779722828183,1.0064538833790913,USD,False,:28:01,19,0.6137464832759998,17164.0,60,7.310078759259176e-06,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 188484.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00051,43,60083.0,5,67186.0,72,92479.0,car,1,631,20745.0,170964.0,4,non-bank,0.345272373217044,0.7265000702862192,1.3764623582293725,0.0155308304990748,0.246480306376649,USD,False,:28:01,5,0.345272373217044,67186.0,72,0.011973021893448167,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00052,37,131671.0,9,35503.0,24,108248.0,car,1,495,7064.0,247745.0,2,non-bank,0.0536488672524697,0.3279783460202468,3.0489817761878424,0.0112347568303196,1.907905360423825,USD,False,:28:01,9,0.0536488672524697,35503.0,24,0.9994916004620152,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00053,43,91656.0,10,25601.0,60,188249.0,deposit,0,660,19474.0,62080.0,3,bank,0.2124683599546105,0.1359954103341843,7.353189328541567,0.004655268976676,2.041292854518791,USD,False,:28:01,10,0.2124683599546105,25601.0,60,0.8001390798323946,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00054,63,102389.0,28,23354.0,36,144847.0,deposit,0,656,13346.0,150205.0,0,bank,0.1303460332652909,0.1612321967317227,6.202235163140952,0.0063358585610192,2.1883132418448463,USD,False,:28:01,28,0.1303460332652909,23354.0,36,0.9552526042527996,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00055,24,82227.0,21,98278.0,60,87594.0,real_estate,0,605,42488.0,130754.0,4,bank,0.5167159205613665,1.1219718245541803,0.8912879789983426,0.0199200586989595,0.0,USD,False,:28:01,21,0.5167159205613665,98278.0,60,0.20605862665487654,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 509856.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00056,64,45342.0,10,14811.0,36,93899.0,car,0,582,42984.0,164673.0,0,bank,0.9479952362048224,0.1577333091939194,6.3398150023626805,0.0090736329816776,0.1314056409237483,USD,False,:28:01,10,0.9479952362048224,14811.0,36,2.0163535760961142e-05,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 515808.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00057,40,137087.0,22,80859.0,60,143277.0,deposit,0,355,228.0,51204.0,1,bank,0.0016631773982945,0.5643543625285248,1.7719363336177572,0.0098306185121676,0.770652466554781,USD,False,:28:01,22,0.0016631773982945,80859.0,60,0.9995482448419833,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00058,54,121617.0,22,87283.0,12,74444.0,land,0,442,30120.0,103909.0,4,bank,0.2476627445176229,1.1724652087474992,0.8529037727850686,0.0598072911905995,0.0,USD,False,:28:01,22,0.2476627445176229,87283.0,12,0.9936638540554628,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00059,39,149397.0,11,7950.0,36,40228.0,real_estate,0,590,32027.0,286700.0,4,non-bank,0.2143751213210425,0.1976235457889978,5.060125786162885,0.0014781644432431,1.891100713483112,USD,False,:28:01,11,0.2143751213210425,7950.0,36,0.9999697660498977,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00060,34,131936.0,12,60986.0,24,97789.0,land,1,374,18899.0,40524.0,2,non-bank,0.1432436939121988,0.6236488766630129,1.60346636933064,0.0192599694793493,0.5170236174359586,USD,False,:28:01,12,0.1432436939121988,60986.0,24,0.9988157998386562,approved,"{""model_threshold"": true, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00061,54,61391.0,26,59853.0,24,21099.0,real_estate,2,561,23456.0,194239.0,2,bank,0.3820755485331664,2.8367695151427634,0.3525136584632291,0.0406228111595518,0.0,USD,False,:28:01,26,0.3820755485331664,59853.0,24,0.02124618886987554,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
APP_00062,51,56782.0,16,39073.0,24,40585.0,real_estate,0,364,39495.0,202745.0,0,bank,0.6955549293790163,0.9627448564740432,1.0386967983005904,0.0286717915289845,0.0117810494914444,USD,False,:28:01,16,0.6955549293790163,39073.0,24,0.000456270014621069,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 473940.0, ""note"": ""Reduce obligations to improve NDI.""}"
APP_00063,27,56059.0,4,68337.0,36,88776.0,land,0,732,18898.0,147609.0,4,bank,0.3371091171801078,0.7697688564476799,1.2990912682733906,0.0338616457651266,0.1982648748694863,USD,False,:28:01,4,0.3371091171801078,68337.0,36,0.0065509279728921226,denied,"{""model_threshold"": false, ""ndi_value"": true, ""ndi_ratio"": true}",score,"{""type"": ""ndi_approved"", ""note"": ""NDI thresholds satisfied.""}",
