application_id,score,decision,top_feature,shap,explanation,proposed_loan_option,proposed_consolidation_loan
APP_0094,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 9.28% APR, requested=$63,549",
APP_0095,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 7.85% APR, requested=$5,416",
APP_0100,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 6.69% APR, requested=$72,409",
APP_0105,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 6.63% APR, requested=$78,174",
APP_0106,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 9.02% APR, requested=$22,435",
APP_0108,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 7.22% APR, requested=$98,102",
APP_0109,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 8.72% APR, requested=$61,236",
APP_0110,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 7.45% APR, requested=$48,563",
APP_0113,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 7.11% APR, requested=$29,175",
APP_0114,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 8.48% APR, requested=$65,458",
APP_0115,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 8.82% APR, requested=$87,905",
APP_0116,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 7.47% APR, requested=$59,379",
APP_0117,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 6.99% APR, requested=$47,421",
APP_0118,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 6.73% APR, requested=$18,787",
APP_0122,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 9.04% APR, requested=$33,627",
APP_0123,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 7.45% APR, requested=$44,744",
APP_0125,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 7.79% APR, requested=$56,066",
APP_0126,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 6.75% APR, requested=$71,478",
APP_0127,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 9.12% APR, requested=$29,461",
APP_0129,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 6.53% APR, requested=$47,054",
APP_0130,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 6.86% APR, requested=$94,356",
APP_0131,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 9.35% APR, requested=$20,002",
APP_0132,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 7.96% APR, requested=$19,101",
APP_0133,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 6.55% APR, requested=$48,857",
APP_0139,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 6.78% APR, requested=$17,286",
APP_0142,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 6.66% APR, requested=$17,738",
APP_0143,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 9.2% APR, requested=$95,045",
APP_0145,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 7.56% APR, requested=$13,873",
APP_0146,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 9.1% APR, requested=$33,946",
APP_0147,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 7.03% APR, requested=$63,396",
APP_0149,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 7.62% APR, requested=$79,630",
APP_0151,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 8.69% APR, requested=$43,074",
APP_0153,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 9.21% APR, requested=$97,288",
APP_0154,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 6.67% APR, requested=$44,122",
APP_0155,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 8.73% APR, requested=$19,577",
APP_0158,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 8.72% APR, requested=$25,674",
APP_0159,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 7.09% APR, requested=$95,168",
APP_0160,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 8.28% APR, requested=$60,889",
APP_0161,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 7.87% APR, requested=$62,149",
APP_0162,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 7.96% APR, requested=$35,118",
APP_0165,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 8.61% APR, requested=$33,373",
APP_0171,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 6.87% APR, requested=$14,048",
APP_0172,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 8.59% APR, requested=$59,383",
APP_0173,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 7.52% APR, requested=$38,332",
APP_0175,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 9.03% APR, requested=$61,022",
APP_0177,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 6.88% APR, requested=$56,968",
APP_0180,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 8.67% APR, requested=$66,981",
APP_0183,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 7.85% APR, requested=$28,397",
APP_0185,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"36 months @ 8.25% APR, requested=$37,556",
APP_0186,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 8.64% APR, requested=$57,168",
APP_0188,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"60 months @ 8.74% APR, requested=$45,984",
APP_0189,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 9.01% APR, requested=$55,318",
APP_0190,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 7.54% APR, requested=$64,471",
APP_0193,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 8.81% APR, requested=$96,368",
APP_0196,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"72 months @ 8.81% APR, requested=$74,987",
APP_0199,0.3333333333333333,approve,age,0.0,age decreased approval likelihood most,"48 months @ 9.42% APR, requested=$17,185",
