application_id,score,decision,top_feature,shap,explanation
a131,0.5,approve,age,0.0,age decreased approval likelihood most
a132,0.5,approve,age,0.0,age decreased approval likelihood most
a133,0.5,approve,age,0.0,age decreased approval likelihood most
a134,0.5,approve,age,0.0,age decreased approval likelihood most
a135,0.5,approve,age,0.0,age decreased approval likelihood most
a136,0.5,approve,age,0.0,age decreased approval likelihood most
a137,0.5,approve,age,0.0,age decreased approval likelihood most
a138,0.5,approve,age,0.0,age decreased approval likelihood most
a139,0.5,approve,age,0.0,age decreased approval likelihood most
a140,0.5,approve,age,0.0,age decreased approval likelihood most
a141,0.5,approve,age,0.0,age decreased approval likelihood most
a142,0.5,approve,age,0.0,age decreased approval likelihood most
a143,0.5,approve,age,0.0,age decreased approval likelihood most
a144,0.5,approve,age,0.0,age decreased approval likelihood most
a145,0.5,approve,age,0.0,age decreased approval likelihood most
a146,0.5,approve,age,0.0,age decreased approval likelihood most
a147,0.5,approve,age,0.0,age decreased approval likelihood most
a148,0.5,approve,age,0.0,age decreased approval likelihood most
a149,0.5,approve,age,0.0,age decreased approval likelihood most
a150,0.5,approve,age,0.0,age decreased approval likelihood most
a151,0.5,approve,age,0.0,age decreased approval likelihood most
a152,0.5,approve,age,0.0,age decreased approval likelihood most
a153,0.5,approve,age,0.0,age decreased approval likelihood most
a154,0.5,approve,age,0.0,age decreased approval likelihood most
a155,0.5,approve,age,0.0,age decreased approval likelihood most
a156,0.5,approve,age,0.0,age decreased approval likelihood most
a157,0.5,approve,age,0.0,age decreased approval likelihood most
a158,0.5,approve,age,0.0,age decreased approval likelihood most
a159,0.5,approve,age,0.0,age decreased approval likelihood most
a160,0.5,approve,age,0.0,age decreased approval likelihood most
a161,0.5,approve,age,0.0,age decreased approval likelihood most
a162,0.5,approve,age,0.0,age decreased approval likelihood most
a163,0.5,approve,age,0.0,age decreased approval likelihood most
a164,0.5,approve,age,0.0,age decreased approval likelihood most
a165,0.5,approve,age,0.0,age decreased approval likelihood most
a166,0.5,approve,age,0.0,age decreased approval likelihood most
a167,0.5,approve,age,0.0,age decreased approval likelihood most
a168,0.5,approve,age,0.0,age decreased approval likelihood most
a169,0.5,approve,age,0.0,age decreased approval likelihood most
a170,0.5,approve,age,0.0,age decreased approval likelihood most
a171,0.5,approve,age,0.0,age decreased approval likelihood most
a172,0.5,approve,age,0.0,age decreased approval likelihood most
a173,0.5,approve,age,0.0,age decreased approval likelihood most
a174,0.5,approve,age,0.0,age decreased approval likelihood most
a175,0.5,approve,age,0.0,age decreased approval likelihood most
a176,0.5,approve,age,0.0,age decreased approval likelihood most
a177,0.5,approve,age,0.0,age decreased approval likelihood most
a178,0.5,approve,age,0.0,age decreased approval likelihood most
a179,0.5,approve,age,0.0,age decreased approval likelihood most
a180,0.5,approve,age,0.0,age decreased approval likelihood most
a181,0.5,approve,age,0.0,age decreased approval likelihood most
a182,0.5,approve,age,0.0,age decreased approval likelihood most
a183,0.5,approve,age,0.0,age decreased approval likelihood most
a184,0.5,approve,age,0.0,age decreased approval likelihood most
a185,0.5,approve,age,0.0,age decreased approval likelihood most
a186,0.5,approve,age,0.0,age decreased approval likelihood most
a187,0.5,approve,age,0.0,age decreased approval likelihood most
a188,0.5,approve,age,0.0,age decreased approval likelihood most
a189,0.5,approve,age,0.0,age decreased approval likelihood most
a190,0.5,approve,age,0.0,age decreased approval likelihood most
a191,0.5,approve,age,0.0,age decreased approval likelihood most
a192,0.5,approve,age,0.0,age decreased approval likelihood most
a193,0.5,approve,age,0.0,age decreased approval likelihood most
a194,0.5,approve,age,0.0,age decreased approval likelihood most
a195,0.5,approve,age,0.0,age decreased approval likelihood most
a196,0.5,approve,age,0.0,age decreased approval likelihood most
a197,0.5,approve,age,0.0,age decreased approval likelihood most
a198,0.5,approve,age,0.0,age decreased approval likelihood most
a199,0.5,approve,age,0.0,age decreased approval likelihood most
a200,0.5,approve,age,0.0,age decreased approval likelihood most
