application_id,decision,top_feature,explanation,proposed_loan_option,proposed_consolidation_loan,rule_reasons
APP_0085,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0086,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0087,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0088,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0089,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0090,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0091,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0092,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0093,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0094,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0095,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0096,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0097,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0098,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0099,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0100,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0101,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0102,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0103,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0104,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0105,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0106,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0107,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0108,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0109,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0110,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0111,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0112,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0113,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0114,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0115,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0116,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0117,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0118,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0119,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0120,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0121,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0122,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0123,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0124,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0125,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0126,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0127,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0128,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0129,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0130,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0131,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0132,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0133,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0134,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0135,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0136,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0137,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0138,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0139,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0140,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0141,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0142,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0143,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0144,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0145,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0146,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0147,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0148,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0149,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0150,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0151,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0152,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0153,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0154,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0155,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0156,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0157,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0158,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0159,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0160,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0161,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0162,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0163,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0164,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0165,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0166,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0167,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0168,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0169,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0170,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0171,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0172,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0173,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0174,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0175,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0176,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0177,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0178,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0179,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0180,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0181,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0182,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0183,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0184,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0185,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0186,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0187,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0188,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0189,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0190,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0191,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0192,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0193,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0194,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0195,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0196,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0197,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0198,denied,credit_score,Decision driven mainly by credit_score.,,,
APP_0199,approved,credit_score,Decision driven mainly by credit_score.,,,
APP_0200,denied,credit_score,Decision driven mainly by credit_score.,,,
